N	3gram	Vygotskiy_	Myslijsy
1	в том что	20	47
2	не может быть	3	19
3	заключает в себе	1	19
4	и т д	6	15
5	сам по себе	2	14
6	в свою очередь	3	14
7	не в том	2	13
8	а между тем	1	13
9	от того что	1	13
10	в том смысле	2	13
11	более или менее	1	12
12	смысле этого слова	5	12
13	с другой стороны	5	12
14	и в этом	6	12
15	до сих пор	6	12
16	только в том	5	12
17	во всяком случае	6	12
18	для того чтобы	17	11
19	сами по себе	3	11
20	а в том	1	11
21	и т п	7	11
22	подобно тому как	1	11
23	в то время	4	10
24	с одной стороны	6	10
25	потому что в	2	9
26	в таком случае	1	9
27	одного и того	1	9
28	и того же	1	9
29	потому что не	1	9
30	то и другое	3	9
31	на то что	16	9
32	о том что	8	9
33	до тех пор	2	9
34	мы не можем	2	9
35	вместе с тем	3	8
36	до такой степени	3	8
37	на самом деле	3	8
38	в этом случае	1	8
39	с тем что	3	8
40	в том как	2	7
41	и то же	3	7
42	не только не	3	7
43	и в том	1	7
44	с точки зрения	11	7
45	как и в	1	7
46	можно сказать что	1	7
47	и той же	3	7
48	одно и то	3	7
49	одной и той	3	7
50	может быть названо	1	7
51	и как бы	2	6
52	может быть не	2	6
53	то же самое	12	6
54	то что мы	3	6
55	и может быть	3	6
56	с самого начала	10	6
57	не было бы	2	6
58	тем и другим	1	5
59	в том случае	4	5
60	таким образом что	2	5
61	с тем и	1	5
62	и таким образом	1	5
63	к тому что	5	5
64	не то что	4	5
65	а b с	3	5
66	то что в	5	5
67	смотреть как на	1	5
68	что если бы	1	5
69	и то что	3	5
70	мы видели что	2	4
71	и тот же	1	4
72	все то что	13	4
73	том смысле что	1	4
74	с этой точки	2	4
75	по его мнению	1	4
76	все более и	4	4
77	в данном случае	5	4
78	что в то	1	4
79	между тем и	1	4
80	в том и	2	4
81	в том чтобы	2	4
82	один и тот	1	4
83	и в самом	15	4
84	что не только	1	4
85	более и более	4	4
86	на этот вопрос	1	4
87	в противном случае	1	4
88	не что иное	1	4
89	то все же	1	4
90	для меня то	1	4
91	так что в	1	4
92	именно в том	1	4
93	с таким образом	4	4
94	и в свою	1	4
95	и то и	3	4
96	и что в	2	4
97	не более как	1	4
98	что иное как	1	4
99	в этом отношении	1	4
100	в том виде	2	4
101	обратить внимание на	1	4
102	то время как	3	4
103	это было бы	2	4
104	точно так же	3	3
105	что он не	4	3
106	тех пор пока	2	3
107	в одном и	1	3
108	в применении к	1	3
109	в обширном смысле	1	3
110	та и другая	2	3
111	того как мы	1	3
112	том и другом	1	3
113	этого слова и	2	3
114	то есть в	1	3
115	так или иначе	1	3
116	том что он	3	3
117	ничего общего с	2	3
118	не есть еще	1	3
119	в первом случае	1	3
120	с этой стороны	1	3
121	к одной и	1	3
122	если бы мы	1	3
123	и тем самым	1	3
124	так относится к	1	3
125	по себе и	1	3
126	в наше время	2	3
127	том что оно	1	3
128	но так как	1	3
129	на каждом шагу	1	3
130	между тем в	2	3
131	меня то что	1	3
132	таким образом мы	1	3
133	заключается в том	10	3
134	и что только	1	3
135	что то же	1	3
136	что не может	1	3
137	одно за другим	1	3
138	внимание на то	3	3
139	со всех сторон	1	3
140	из того что	1	3
141	потому что он	3	3
142	можно было бы	6	3
143	в таком виде	2	3
144	на первый взгляд	1	3
145	этой точки зрения	2	3
146	мы увидим что	9	3
147	нам кажется что	1	3
148	в высокой степени	1	2
149	форму то есть	1	2
150	том что это	1	2
151	что прежде было	1	2
152	заключать в себе	1	2
153	по его словам	2	2
154	не могло бы	1	2
155	о том как	3	2
156	в этом можно	1	2
157	что в ней	3	2
158	в одном слове	1	2
159	в сущности есть	1	2
160	если же мы	2	2
161	что оно не	1	2
162	потому что его	1	2
163	его душевной жизни	1	2
164	что мы видим	1	2
165	в первый раз	2	2
166	том что как	1	2
167	и во всех	2	2
168	бы не было	1	2
169	то есть чем	1	2
170	могло бы быть	1	2
171	то что она	3	2
172	но при этом	1	2
173	того что в	1	2
174	и при этом	1	2
175	уже с самого	1	2
176	потому что только	1	2
177	что в нем	3	2
178	если скажем что	1	2
179	мы старались показать	2	2
180	и без него	1	2
181	не иначе как	1	2
182	не могут понять	1	2
183	в отдельных словах	1	2
184	из них не	1	2
185	бы это было	1	2
186	в нем есть	1	2
187	что это не	1	2
188	очевидно что в	2	2
189	имеет для нас	1	2
190	и там где	1	2
191	состоит в том	2	2
192	но все же	1	2
193	только то что	3	2
194	это значит что	2	2
195	тем самым мы	1	2
196	так же и	1	2
197	же самое что	2	2
198	и не может	1	2
199	и не иметь	1	2
200	может и не	1	2
201	что так как	1	2
202	мы не имеем	1	2
203	то есть из	1	2
204	тем что в	2	2
205	в силу того	1	2
206	то же слово	1	2
207	что в таком	2	2
208	что в противном	1	2
209	не потому что	1	2
210	к тому чтобы	4	2
211	что все они	1	2
212	но столь же	1	2
213	действует на нас	1	2
214	а не из	1	2
215	и та же	3	2
216	так же как	2	2
217	что для нас	1	2
218	и между тем	1	2
219	к которому мы	1	2
220	как мы видели	2	2
221	при этом мы	1	2
222	не зависит от	1	2
223	в обратном отношении	1	2
224	что все эти	2	2
225	и независимо от	1	2
226	что ни одно	1	2
227	очевидно что и	1	2
228	одна и та	2	2
229	том случае если	4	2
230	было бы совершенно	2	2
231	том смысле как	1	2
232	мы могли бы	4	2
233	во всем этом	1	2
234	что этот образ	1	2
235	ни слово то	1	1
236	только для того	1	1
237	указывает нам на	1	1
238	не может понять	1	1
239	в самом деле	29	1
240	бы самое это	1	1
241	переходя от одного	1	1
242	мере в какой	1	1
243	самостоятельное существование и	1	1
244	каждого из них	1	1
245	несмотря на их	1	1
246	и столь же	1	1
247	потому что эта	1	1
248	так как на	1	1
249	вовсе не то	1	1
250	потому что тогда	1	1
251	чем перейти к	1	1
252	на две группы	1	1
253	на это не	1	1
254	еще дальше и	1	1
255	все это в	1	1
256	вслед за этим	2	1
257	указывает на то	4	1
258	полагает что если	1	1
259	в той же	2	1
260	одно с другим	1	1
261	то что он	3	1
262	видно уже из	1	1
263	но этого мало	1	1
264	думаем что за	1	1
265	что если в	1	1
266	тот способ каким	1	1
267	по сравнению с	1	1
268	будто мы не	1	1
269	она действительно должна	1	1
270	и в первом	1	1
271	здесь не только	1	1
272	том что такое	1	1
273	о которых мы	5	1
274	есть необходимое условие	1	1
275	которой мы думаем	1	1
276	в ней образ	1	1
277	независимо от этого	1	1
278	она могла бы	1	1
279	самой своей природе	1	1
280	во всех отношениях	1	1
281	бы в том	1	1
282	ни одно из	2	1
283	вовсе не в	2	1
284	не можем не	2	1
285	этой жизни в	1	1
286	не в силу	1	1
287	мы видели у	1	1
288	как в басне	1	1
289	но что в	1	1
290	в себе всю	1	1
291	мы начнем с	1	1
292	и что ни	1	1
293	то что оно	1	1
294	никогда еще не	1	1
295	зависит от той	1	1
296	природы но не	1	1
297	потому что она	1	1
298	не совпадает с	2	1
299	и когда я	1	1
300	в одном акте	1	1
301	как мы уже	1	1
302	что речь идет	1	1
303	по поводу этой	1	1
304	дело вовсе не	1	1
305	что без нее	1	1
306	в нем же	1	1
307	кроме того что	2	1
308	все равно как	1	1
309	и если бы	1	1
310	формы и содержания	1	1
311	мы знаем что	2	1
312	если она начинает	1	1
313	что для него	2	1
314	события о которых	1	1
315	можно формулировать так	2	1
316	то следовало бы	1	1
317	в разговоре с	1	1
318	таким образом если	1	1
319	указывает только на	1	1
320	если бы это	1	1
321	мы можем сказать	1	1
322	она не может	2	1
323	из которых один	1	1
324	быть похож на	1	1
325	слова в этом	1	1
326	я от него	1	1
327	легко заметить что	1	1
328	бросается в глаза	2	1
329	например с точки	1	1
330	целым рядом других	1	1
331	того чтобы при	1	1
332	между этими двумя	1	1
333	каждого из этих	1	1
334	разным случаям и	1	1
335	к действительности но	1	1
336	и в общем	1	1
337	догадаться что он	1	1
338	в отличие от	1	1
339	на это никакого	1	1
340	в душе человека	1	1
341	в глаза что	1	1
342	образом мы видим	2	1
343	когда я этот	1	1
344	к тому же	2	1
345	и как только	1	1
346	не имеет ничего	1	1
347	как если бы	3	1
348	имеет место в	2	1
349	том что она	3	1
350	было бы предположить	1	1
351	при этом как	1	1
352	что ни слово	1	1
353	то что при	1	1
354	по этому поводу	1	1
355	вместе с собою	1	1
356	ничего не может	2	1
357	сознательной или бессознательной	1	1
358	так как все	1	1
359	да и не	1	1
360	таким образом и	1	1
361	это возможно и	1	1
362	что у него	2	1
363	по самой своей	1	1
364	в басне за	1	1
365	заключенный в ней	1	1
366	не мог бы	1	1
367	и заставляет нас	2	1
368	можно найти в	1	1
369	что с одной	1	1
370	к этому что	1	1
371	с действительностью в	1	1
372	чем то что	1	1
373	что и то	1	1
374	в художественном произведении	1	1
375	сих пор не	1	1
376	сказать что все	1	1
377	случаев в которых	1	1
378	есть не более	1	1
379	том в каком	1	1
380	самом деле мы	1	1
381	за то что	1	1
382	несмотря на свою	2	1
383	если так то	1	1
384	можно смотреть как	1	1
385	другой стороны чем	1	1
386	и если так	1	1
387	прежде всего на	1	1
388	что в действительности	1	1
389	дело не с	1	1
390	друг с другом	2	1
391	но когда я	1	1
392	бы она не	1	1
393	таким образом все	1	1
394	со всеми остальными	1	1
395	у мужиков чубы	1	1
396	к тому и	1	1
397	там где она	3	1
398	и вместе с	3	1
399	в этом рассказе	3	1
400	только там где	1	1
401	кажется уже не	1	1
402	смысле то есть	1	1
403	много такого что	1	1
404	несмотря на все	1	1
405	в это время	1	1
406	уже здесь видим	1	1
407	не имеем в	1	1
408	а не по	1	1
409	такой степени что	1	1
410	следует понимать и	1	1
411	с но если	1	1
