N	3gram	Bakhtin_Pr	VeschiIm
1	и т д	1	38
2	не может быть	11	24
3	бы то ни	3	12
4	не что иное	1	12
5	то ни было	2	12
6	не есть ни	1	12
7	что иное как	1	12
8	тем не менее	3	11
9	в том что	3	9
10	есть не что	1	8
11	в самом деле	3	7
12	на то что	1	7
13	по сравнению с	1	7
14	с точки зрения	6	6
15	может быть только	3	6
16	в свою очередь	1	5
17	и тем не	1	5
18	в то же	3	5
19	подобно тому как	1	5
20	не только в	2	5
21	равно как и	1	4
22	о том как	1	4
23	то время как	1	4
24	то что является	1	4
25	в то время	1	4
26	дело в том	1	4
27	это и есть	1	4
28	не есть вещь	1	4
29	то же время	3	4
30	вбирает в себя	1	3
31	ни от чего	1	3
32	и не в	1	3
33	можно сказать что	2	3
34	сами по себе	1	3
35	она не может	1	3
36	можно было бы	3	3
37	и в то	2	3
38	с одной стороны	3	3
39	с другой стороны	4	3
40	не есть ли	1	3
41	в одном и	1	2
42	все то что	3	2
43	но совершенно не	2	2
44	в применении к	3	2
45	в данном случае	4	2
46	внутреннего и внешнего	1	2
47	то что не	1	2
48	у нас в	1	2
49	не может и	2	2
50	что мы о	1	2
51	в свое время	1	2
52	хотя бы и	1	2
53	в этом смысле	3	2
54	а следовательно и	1	2
55	с самим собою	1	2
56	для того чтобы	2	2
57	мы еще не	1	2
58	то есть и	1	2
59	чего бы то	1	2
60	и в частности	2	2
61	в первом случае	1	2
62	должно быть понято	1	2
63	все что угодно	1	2
64	и не с	2	2
65	в нем нет	1	2
66	хотя бы в	1	2
67	принципиально не может	1	2
68	в связи с	1	2
69	к тому что	1	2
70	в этом отношении	2	2
71	вопрос о том	1	2
72	и в этом	1	2
73	всего то что	1	2
74	вещи но что	1	2
75	в основе своей	3	2
76	мы имеем дело	2	2
77	быть не может	1	1
78	что у нас	1	1
79	одной стороны и	1	1
80	есть ли это	1	1
81	и как бы	1	1
82	слово в его	1	1
83	как вещи но	1	1
84	точка зрения на	1	1
85	на том основании	1	1
86	как бы вбирает	1	1
87	и должно быть	1	1
88	и прежде всего	5	1
89	в истории и	1	1
90	какие бы то	1	1
91	является как таковая	1	1
92	том смысле что	1	1
93	хуже всего то	1	1
94	и может быть	1	1
95	но и в	2	1
96	в том смысле	1	1
97	первом случае мы	1	1
98	и несмотря на	1	1
99	имеется в виду	1	1
100	то или иное	2	1
101	ни в какой	1	1
102	решения вопроса о	1	1
103	и в самом	1	1
104	еще не вполне	1	1
105	то что в	1	1
106	которых идет речь	1	1
107	и для всякой	1	1
108	в коем случае	2	1
109	и во всех	2	1
110	и в нем	3	1
111	не в том	1	1
112	она может и	1	1
113	не нуждается в	1	1
114	на этом основании	1	1
115	не было бы	1	1
116	что бы то	1	1
117	до сих пор	1	1
118	резко отличается от	1	1
119	и быть не	1	1
120	таким образом и	1	1
121	смысле этого слова	1	1
122	ни в коем	2	1
123	далеко не все	1	1
124	бы вбирает в	1	1
125	в его существе	1	1
126	что все эти	1	1
127	не может в	1	1
128	и ничего не	1	1
129	в истории философии	1	1
130	прежде всего оно	1	1
131	но можно ли	1	1
132	не могла бы	1	1
133	имеют в виду	1	1
134	вообще в более	1	1
135	она не могла	1	1
136	о которых идет	1	1
137	но в то	1	1
138	может обойтись без	1	1
139	а в том	1	1
140	который был бы	1	1
141	но лишь как	1	1
142	не может обойтись	1	1
143	во всех видах	1	1
144	имеет дело с	4	1
145	с тем что	1	1
146	мы о ней	1	1
147	не входя в	1	1
148	как только я	1	1
149	я нахожу в	1	1
150	то же самое	2	1
151	данном случае со	1	1
152	самом же деле	1	1
153	та или иная	1	1
154	хотя бы только	1	1
155	на самом же	1	1
156	на первый план	2	1
157	от всех других	1	1
158	с ними в	1	1
159	оно может быть	1	1
160	не больше как	1	1
161	или хотя бы	1	1
162	и не может	2	1
163	коем случае не	2	1
164	а также и	1	1
165	может быть и	1	1
