N	2gram	Bakhtin_Fr	StatiiOP
1	и в	73	103
2	в том	13	89
3	том что	8	77
4	в этом	21	76
5	что в	14	74
6	не только	11	60
7	о том	13	47
8	но и	15	46
9	то что	12	44
10	что он	8	42
11	в его	18	42
12	и не	13	41
13	может быть	5	38
14	было бы	5	32
15	в этой	18	31
16	вовсе не	11	31
17	тем что	8	29
18	все это	19	29
19	таким образом	34	28
20	а в	10	27
21	а не	2	27
22	но в	12	26
23	что это	9	25
24	так и	13	25
25	этом отношении	3	24
26	и его	18	24
27	все же	2	23
28	точки зрения	6	23
29	не в	12	23
30	так что	2	23
31	потому что	9	23
32	в которой	3	22
33	как в	9	22
34	того что	5	22
35	прежде всего	18	22
36	у нас	4	22
37	в области	3	22
38	того чтобы	2	21
39	до сих	3	20
40	это не	7	20
41	в своей	4	19
42	сих пор	3	19
43	в то	14	19
44	только в	7	19
45	в котором	4	18
46	с другой	3	18
47	он не	4	18
48	об этом	2	18
49	не может	4	18
50	в самом	9	17
51	в году	12	17
52	как на	1	17
53	между прочим	2	17
54	самом деле	4	17
55	как бы	15	17
56	в данном	3	17
57	в этих	6	16
58	с этим	4	16
59	сказать что	4	16
60	можно было	4	16
61	в ней	10	16
62	г и	1	16
63	другой стороны	2	15
64	с тем	2	15
65	как и	19	15
66	по поводу	1	15
67	из этих	1	15
68	у него	13	15
69	я не	3	15
70	и на	12	15
71	например в	8	15
72	в отношении	6	15
73	как раз	3	15
74	для него	7	15
75	также и	6	15
76	то же	16	14
77	но все	5	14
78	так например	2	14
79	к тому	2	14
80	с точки	4	14
81	между тем	2	14
82	и что	5	14
83	в течение	2	14
84	в той	8	13
85	именно в	4	13
86	во всяком	2	13
87	в своем	13	13
88	из них	6	13
89	в качестве	11	13
90	а с	1	13
91	в конце	9	13
92	в нем	18	13
93	в языке	1	13
94	вместе с	9	13
95	всяком случае	1	13
96	но это	3	13
97	дело в	2	13
98	что касается	1	13
99	жизни и	6	13
100	в своих	1	12
101	что у	3	12
102	обстоятельство что	1	12
103	в первой	4	12
104	ни в	7	12
105	так как	9	12
106	что они	2	12
107	того времени	2	12
108	в них	14	11
109	в другом	4	11
110	должна была	1	11
111	никогда не	6	11
112	не было	4	11
113	и с	17	11
114	и по	4	11
115	своего рода	3	11
116	из его	1	11
117	того как	7	11
118	все эти	24	11
119	это было	4	11
120	то обстоятельство	1	11
121	на эти	1	10
122	кроме того	6	10
123	в виду	4	10
124	связь с	2	10
125	речь идет	1	10
126	так же	11	10
127	отметить что	2	10
128	в целом	1	10
129	что и	6	10
130	xix века	2	10
131	это слово	1	10
132	но он	8	10
133	во всех	13	10
134	а как	1	10
135	в каком	1	10
136	в истории	3	10
137	же время	12	10
138	ничего не	4	10
139	на самом	2	10
140	по словам	1	10
141	но не	1	10
142	во второй	3	10
143	в частности	2	10
144	в начале	4	10
145	и к	6	9
146	с этой	4	9
147	говорит о	2	9
148	он был	7	9
149	в одном	5	9
150	говорит что	2	9
151	внимание на	2	9
152	несмотря на	3	9
153	его жизни	1	9
154	и это	6	9
155	в чем	3	9
156	в каждом	1	9
157	и тем	3	9
158	во время	12	9
159	вряд ли	1	9
160	не является	1	9
161	такого рода	1	9
162	времени и	2	9
163	что же	1	9
164	и для	8	9
165	для нас	2	9
166	что мы	2	9
167	там где	1	9
168	по этому	4	9
169	место в	4	9
170	и об	2	8
171	в результате	7	8
172	и даже	4	8
173	в речи	1	8
174	связано с	3	8
175	по его	1	8
176	еще более	4	8
177	к которому	2	8
178	к этому	5	8
179	связи с	5	8
180	одним из	3	8
181	действующих лиц	2	8
182	и др	12	8
183	к сожалению	1	8
184	нужно сказать	4	8
185	должен был	1	8
186	заключается в	1	8
187	в которых	3	8
188	не имеет	4	8
189	и более	1	8
190	мы имеем	2	8
191	при помощи	1	8
192	той же	9	8
193	до конца	5	8
194	подчеркнуть что	4	8
195	в их	5	8
196	а также	8	8
197	дело не	2	8
198	по мнению	1	8
199	отношение к	3	8
200	и о	2	8
201	такой же	3	8
202	это в	4	8
203	с которыми	1	7
204	и очень	2	7
205	о чем	2	7
206	по себе	2	7
207	года в	1	7
208	представление о	3	7
209	в это	3	7
210	и сейчас	1	7
211	не мог	2	7
212	точка зрения	2	7
213	не просто	3	7
214	того же	7	7
215	в ее	6	7
216	что все	3	7
217	это очень	2	7
218	в эту	2	7
219	как это	2	7
220	что для	1	7
221	из этого	2	7
222	во втором	1	7
223	и то	3	7
224	то время	1	7
225	том как	3	7
226	еще не	3	7
227	еще и	2	7
228	одной из	5	7
229	на этот	1	7
230	связан с	3	7
231	данном случае	1	7
232	уже в	9	7
233	мы находим	3	7
234	в виде	2	7
235	но с	3	7
236	тем более	1	7
237	с самого	2	7
238	конце концов	5	7
239	этому поводу	1	7
240	лишь в	2	7
241	отношению к	3	7
242	что за	1	6
243	на его	1	6
244	в некоторых	1	6
245	одно из	2	6
246	и сам	2	6
247	в жизни	1	6
248	в письме	1	6
249	его эпохи	2	6
250	по отношению	3	6
251	даже в	4	6
252	ни одного	1	6
253	как писателя	1	6
254	к нему	7	6
255	время как	1	6
256	одном из	5	6
257	своего времени	3	6
258	этом смысле	1	6
259	этот вопрос	1	6
260	его как	3	6
261	в себе	16	6
262	и языка	1	6
263	в особенности	5	6
264	и здесь	5	6
265	из которых	2	6
266	и все	19	6
267	времени не	1	6
268	не трудно	1	6
269	идет о	1	6
270	тем же	1	6
271	и во	4	6
272	что я	1	6
273	с его	5	6
274	мы не	2	6
275	по существу	8	6
276	и я	1	6
277	в новом	1	6
278	должен быть	4	6
279	в одной	5	6
280	и вообще	3	6
281	за то	4	6
282	его не	1	6
283	что на	1	6
284	нас не	5	5
285	которая была	2	5
286	до него	2	5
287	по плану	1	5
288	при этом	5	5
289	как говорит	1	5
290	не как	2	5
291	далее в	1	5
292	по пути	1	5
293	в духе	4	5
294	целый ряд	4	5
295	в числе	1	5
296	на эту	1	5
297	в речах	1	5
298	уже не	2	5
299	то это	1	5
300	и такие	1	5
301	одной стороны	3	5
302	во многих	2	5
303	но они	3	5
304	конечно не	2	5
305	самого начала	1	5
306	до того	3	5
307	том чтобы	1	5
308	в основу	2	5
309	что именно	2	5
310	что эти	1	5
311	после того	6	5
312	в обеих	1	5
313	с одной	3	5
314	хотя и	5	5
315	нужно отметить	2	5
316	его в	3	5
317	не была	1	5
318	в двух	1	5
319	же касается	1	5
320	не был	2	5
321	в уста	1	5
322	это были	1	5
323	если б	2	5
324	не приходится	1	5
325	в тех	1	5
326	возможно что	3	5
327	всех этих	2	5
328	не так	1	5
329	один из	5	5
330	должна быть	3	5
331	о которой	1	5
332	поэтому в	1	5
333	не на	5	5
334	за что	2	5
335	оно не	2	5
336	конечно и	4	5
337	в слове	1	5
338	никто не	11	5
339	не знали	1	5
340	ни с	1	5
341	думать что	1	5
342	свое время	2	5
343	оба эти	1	5
344	и если	1	5
345	не потому	1	5
346	мировой литературе	1	5
347	не совсем	2	5
348	том же	1	5
349	ее в	1	5
350	но если	1	5
351	в мировой	1	5
352	в свое	2	5
353	это был	1	5
354	это и	1	5
355	такое же	2	5
356	раз в	2	5
357	в сущности	8	5
358	на нее	1	5
359	а то	1	5
360	на тему	1	5
361	вообще не	1	5
362	является не	1	5
363	другом месте	3	5
364	и потому	6	5
365	не по	1	5
366	как он	4	5
367	на это	1	5
368	в предисловии	1	5
369	одного из	3	5
370	как будто	1	5
371	что было	1	4
372	находим в	2	4
373	и другие	3	4
374	александрийским стихом	1	4
375	все что	5	4
376	в центре	2	4
377	в применении	1	4
378	не являются	1	4
379	и без	1	4
380	в первом	1	4
381	что по	2	4
382	а именно	2	4
383	не имели	1	4
384	было не	1	4
385	не существует	1	4
386	не могли	1	4
387	применении к	1	4
388	не всегда	1	4
389	предисловии к	1	4
390	и те	5	4
391	эти вещи	1	4
392	сцены в	3	4
393	на него	2	4
394	во времена	2	4
395	который в	1	4
396	всего в	5	4
397	мы видим	13	4
398	и он	4	4
399	на стр	1	4
400	и эти	2	4
401	тому же	1	4
402	в таком	1	4
403	в связи	3	4
404	одна из	7	4
405	на этом	6	4
406	не могут	3	4
407	в свете	3	4
408	и у	7	4
409	для его	2	4
410	очень часто	5	4
411	только с	2	4
412	в развитии	2	4
413	той эпохи	1	4
414	литературы и	1	4
415	вопрос в	1	4
416	общего с	1	4
417	эпохи в	2	4
418	которые были	2	4
419	за пределы	1	4
420	я уже	1	4
421	в последнем	1	4
422	то есть	36	4
423	известно что	1	4
424	по адресу	3	4
425	это есть	1	4
426	и вполне	1	4
427	в форме	6	4
428	они не	2	4
429	в прямом	1	4
430	в романе	10	4
431	обращается к	1	4
432	в процессе	3	4
433	как о	5	4
434	это время	1	4
435	и так	2	4
436	связанные с	4	4
437	да и	1	4
438	по своей	1	4
439	именно поэтому	1	4
440	ничего общего	1	4
441	здесь нет	3	4
442	все они	7	4
443	в основе	3	4
444	совпадает с	1	4
445	в значительной	5	4
446	как известно	1	4
447	и тогда	1	4
448	не знает	4	4
449	им в	2	4
450	начиная с	3	4
451	в образе	6	4
452	значительной степени	3	4
453	этого слова	1	4
454	это произведение	1	4
455	которые в	2	4
456	нет ни	3	4
457	материала и	1	4
458	находим и	2	4
459	как у	3	4
460	и всегда	2	4
461	смысле этого	1	4
462	а на	4	4
463	века и	1	4
464	или в	5	4
465	места в	2	4
466	более что	1	4
467	в ряде	6	4
468	есть в	9	4
469	стремление к	1	4
470	в такой	1	4
471	в каждой	2	4
472	бы совершенно	1	4
473	в стиле	1	4
474	чем в	1	4
475	он говорит	2	4
476	и их	5	4
477	борьба с	3	4
478	еще в	4	4
479	что его	2	4
480	как мы	19	4
481	это место	1	4
482	в период	1	4
483	же это	1	4
484	в эпоху	13	4
485	для этого	2	4
486	в чисто	1	4
487	люди которые	1	3
488	от него	3	3
489	писателя и	1	3
490	а затем	1	3
491	его от	1	3
492	и которые	1	3
493	или иной	1	3
494	чтобы в	1	3
495	более или	3	3
496	их в	5	3
497	в одно	1	3
498	почти все	2	3
499	ни для	1	3
500	смысл этого	1	3
501	себе в	3	3
502	без труда	2	3
503	к этой	1	3
504	и прочие	1	3
505	даже и	1	3
506	первая глава	2	3
507	не должен	1	3
508	но эти	2	3
509	в руках	4	3
510	с помощью	11	3
511	которым в	1	3
512	о них	1	3
513	о тех	2	3
514	с именем	1	3
515	быть в	1	3
516	как я	4	3
517	во всей	2	3
518	все время	4	3
519	от них	2	3
520	на котором	1	3
521	нет никаких	1	3
522	к этим	3	3
523	ему не	2	3
524	несколько слов	3	3
525	нельзя сказать	1	3
526	без всякой	1	3
527	на том	2	3
528	были написаны	1	3
529	для своего	1	3
530	есть еще	1	3
531	является и	4	3
532	бы думать	1	3
533	столько же	1	3
534	говорит в	1	3
535	и некоторые	1	3
536	можно судить	1	3
537	как его	2	3
538	также в	1	3
539	и перед	1	3
540	и до	14	3
541	от этого	3	3
542	в других	2	3
543	особенно в	2	3
544	бы в	3	3
545	имеет ничего	1	3
546	не имел	1	3
547	на которую	1	3
548	находит свое	2	3
549	здесь находим	1	3
550	этой главы	2	3
551	до нас	10	3
552	в лучшем	1	3
553	xviii в	1	3
554	времени но	1	3
555	совсем не	3	3
556	xvii века	4	3
557	в прозаических	1	3
558	в рассказе	1	3
559	не будет	1	3
560	в системе	2	3
561	я бы	1	3
562	не могла	2	3
563	в остальных	1	3
564	этой темы	1	3
565	это действительно	1	3
566	не раз	1	3
567	к первому	1	3
568	что во	1	3
569	образом в	2	3
570	то место	1	3
571	и самый	2	3
572	чем у	1	3
573	при жизни	1	3
574	однако и	1	3
575	смотреть на	1	3
576	ii но	1	3
577	на совершенно	1	3
578	почти не	1	3
579	не были	5	3
580	это уже	3	3
581	вот как	1	3
582	из того	1	3
583	борьбы с	1	3
584	бы ни	1	3
585	со всеми	4	3
586	сомнению что	1	3
587	отношения к	1	3
588	относятся к	1	3
589	нет вообще	1	3
590	к его	2	3
591	себя и	1	3
592	бы не	1	3
593	так называемая	1	3
594	о котором	5	3
595	которая не	1	3
596	эта тема	1	3
597	в словах	2	3
598	перед нами	5	3
599	поцелуй в	1	3
600	в свою	3	3
601	наконец в	1	3
602	так чтобы	3	3
603	в изд	1	3
604	у меня	2	3
605	с большой	1	3
606	интерес и	1	3
607	и вся	3	3
608	на основании	1	3
609	эта книга	2	3
610	что когда	1	3
611	связанных с	5	3
612	эти факты	1	3
613	заметить что	1	3
614	но именно	3	3
615	в сознании	1	3
616	здесь не	2	3
617	найти в	1	3
618	он должен	1	3
619	как к	1	3
620	но на	1	3
621	эти годы	1	3
622	том числе	4	3
623	одним и	1	3
624	что значит	3	3
625	так в	1	3
626	он и	2	3
627	в заключительной	1	3
628	них и	2	3
629	иногда и	1	3
630	а к	1	3
631	но эта	2	3
632	и как	5	3
633	не подлежит	4	3
634	к концу	1	3
635	а иногда	1	3
636	или менее	3	3
637	на них	3	3
638	это связано	1	3
639	свое выражение	1	3
640	что вы	1	3
641	она не	1	3
642	здесь совершенно	1	3
643	для кого	1	3
644	конечно в	2	3
645	в трех	2	3
646	писал в	1	3
647	движения в	3	3
648	что из	1	3
649	в книге	2	3
650	жил в	1	3
651	в плане	7	3
652	и ее	2	3
653	в остальном	1	3
654	и других	3	3
655	ведь и	3	3
656	в каком-то	1	3
657	его современников	1	3
658	слова в	1	3
659	и наконец	6	3
660	и уже	1	3
661	котором он	1	3
662	что один	1	2
663	эту эпоху	1	2
664	для всех	3	2
665	между собою	3	2
666	в момент	1	2
667	рассказ о	3	2
668	тех кто	2	2
669	зрения их	1	2
670	же нужно	1	2
671	он считает	1	2
