N	4gram	Tiupa_Anal	Dialekti
1	не что иное как	5	18
2	в то же время	7	14
3	одно и то же	2	12
4	есть не что иное	4	11
5	одна и та же	1	8
6	не говоря уже о	1	7
7	в коем случае не	2	6
8	ни в коем случае	2	6
9	по крайней мере в	1	6
10	одной и той же	1	5
11	коем случае не есть	1	5
12	с этой точки зрения	2	4
13	в том смысле что	1	4
14	ничего не говорит о	1	4
15	ни на что не	1	4
16	и в этом смысле	1	4
17	несмотря на то что	1	3
18	на самом же деле	1	3
19	но в то же	2	3
20	но о том что	2	2
21	как более или менее	1	2
22	с той или иной	2	2
23	в том что именно	1	2
24	только тогда когда оно	1	2
25	тем не менее в	1	2
26	по себе ничего не	1	2
27	и не в том	1	2
28	личности слово принадлежащее личности	1	1
29	что не есть она	1	1
30	мы имеем дело уже	1	1
31	не было и не	1	1
32	ядро и переменчивые акциденции	1	1
33	было и не будет	1	1
34	антитеза внутреннего и внешнего	2	1
35	до тех пор пока	1	1
36	о личности слово принадлежащее	1	1
37	еще ничего не говорит	1	1
38	абсолютно самородна оригинальна не	1	1
39	совершенно неизменным в течение	1	1
40	два плана обязательно отождествляются	1	1
41	слово о личности слово	1	1
42	необходима для понятия личности	1	1
43	может и должно быть	1	1
44	и как будто бы	1	1
45	оно дано только через	1	1
46	однако так что оно	1	1
47	и вместе с тем	1	1
48	личности а не ее	1	1
49	в такой же мере	1	1
50	не может быть ни	1	1
51	можно сказать что в	1	1
52	пребывающее ядро и переменчивые	1	1
53	принадлежащее личности выражающее и	1	1
54	самородна оригинальна не было	1	1
55	течение всего своего изменения	1	1
56	другой такой же точно	1	1
57	заключается в том что	1	1
58	исходя из того что	2	1
59	есть всегда противопоставление себя	1	1
60	бы то ни было	3	1
61	мы имеем в виду	1	1
62	всему внешнему что не	1	1
63	такой же точно личности	1	1
64	внешнему что не есть	1	1
65	будет никогда другой такой	1	1
66	есть слово о личности	1	1
67	не о том что	2	1
68	слово принадлежащее личности выражающее	1	1
69	совершенно необходима для понятия	1	1
70	себя всему внешнему что	1	1
71	различных плана и эти	1	1
72	том или ином отношении	1	1
73	так что оно дано	1	1
74	не есть она сама	1	1
75	всегда говорит не о	1	1
76	видите здесь обязательно нечто	1	1
77	и эти два плана	1	1
78	есть нечто остающееся совершенно	1	1
79	оригинальна не было и	1	1
80	в том случае если	1	1
81	в таком случае он	1	1
82	она есть нечто остающееся	1	1
83	который не может быть	1	1
84	в течение всего своего	1	1
85	обязательно два различных плана	1	1
86	неизменным в течение всего	1	1
87	и не может быть	4	1
88	плана обязательно отождествляются в	1	1
89	личности выражающее и выявляющее	1	1
90	обязательно отождествляются в одном	1	1
91	внимание на то что	1	1
92	вы видите здесь обязательно	1	1
93	плана и эти два	1	1
94	субъекта и объекта и	1	1
95	оно и не может	1	1
96	эти два плана обязательно	1	1
97	всегда противопоставление себя всему	1	1
98	два различных плана и	1	1
99	и не будет никогда	1	1
100	в том что он	2	1
101	что оно дано только	1	1
102	никогда другой такой же	1	1
103	в одном неделимом лике	1	1
104	лишь в том случае	1	1
105	противопоставление себя всему внешнему	1	1
106	вместе с ним и	1	1
107	отождествляются в одном неделимом	1	1
108	друг с другом в	1	1
109	здесь обязательно нечто внутреннее	1	1
110	то или иное логическое	1	1
111	приводит к тому что	1	1
112	выражающее и выявляющее личность	1	1
113	не будет никогда другой	1	1
114	нечто остающееся совершенно неизменным	1	1
115	дано только через внешнее	1	1
116	остающееся совершенно неизменным в	1	1
