N	3gram	Vygotskiy_	SlovoVZh
1	не может быть	14	7
2	можно сказать что	2	5
3	в том что	21	4
4	дело в том	1	4
5	как если бы	1	4
6	в художественном произведении	8	3
7	то ни было	1	3
8	до сих пор	8	3
9	этой точки зрения	7	3
10	бы то ни	2	3
11	имеет в виду	3	3
12	тем не менее	6	3
13	и не может	2	3
14	формы и содержания	2	2
15	на самом деле	6	2
16	в какой степени	1	2
17	художественного произведения и	2	2
18	одной стороны и	1	2
19	в жизни и	1	2
20	то же самое	8	2
21	в этих двух	1	2
22	одно и то	1	2
23	в отношении к	3	2
24	в данном случае	1	2
25	мы никогда не	5	2
26	мы все время	1	2
27	в зависимости от	6	2
28	к автору и	1	2
29	с одной стороны	6	2
30	с другой стороны	7	2
31	художественную форму как	1	2
32	смысл и значение	1	2
33	и то же	1	2
34	с точки зрения	12	2
35	в настоящее время	2	2
36	в такой же	1	2
37	можно найти в	1	1
38	сказать то что	1	1
39	все же не	1	1
40	следствием того что	1	1
41	сам по себе	4	1
42	сами по себе	4	1
43	и таким образом	4	1
44	точек зрения и	1	1
45	обе точки зрения	1	1
46	о том что	9	1
47	при помощи материала	1	1
48	не совпадают с	1	1
49	ни в какой	3	1
50	включает в себя	1	1
51	мы обратимся к	1	1
52	художественное произведение если	1	1
53	в самом деле	13	1
54	один и тот	2	1
55	если мы обратимся	1	1
56	даже тогда когда	1	1
57	искусства и в	1	1
58	совершенно ясно что	16	1
59	можно определить как	1	1
60	несмотря на это	1	1
61	имеет дело с	2	1
62	в том и	4	1
63	чтобы убедиться в	1	1
64	как например в	1	1
65	таким образом мы	1	1
66	в высшей степени	1	1
67	хотя бы только	1	1
68	мы не найдем	1	1
69	в свою очередь	3	1
70	но мы можем	1	1
71	зависимости от изменения	1	1
72	и тот же	2	1
73	в виду и	1	1
74	по себе не	3	1
75	и в поэзии	2	1
76	и в частности	2	1
77	а между тем	1	1
78	что не только	1	1
79	что мы имеем	1	1
80	как и в	5	1
81	том что все	1	1
82	с другими формами	1	1
83	так и было	1	1
84	сама по себе	2	1
85	в том же	1	1
86	ни в коем	1	1
87	в такой степени	1	1
88	прежде всего совершенно	1	1
89	но прежде всего	1	1
90	формы то мы	1	1
91	во всяком случае	7	1
92	в коем случае	1	1
93	имеем дело с	1	1
94	в особом объяснении	1	1
95	из этого что	2	1
96	это на примере	1	1
97	только то что	2	1
98	и тем же	1	1
99	подобно тому как	7	1
100	мы увидим что	2	1
101	с самого начала	1	1
102	в конечном счете	6	1
103	же как и	2	1
104	зависимости от того	1	1
105	то что я	2	1
106	то что мы	1	1
107	с искусством и	1	1
108	тогда когда он	1	1
109	по аналогии с	1	1
110	а не к	1	1
111	в основе своей	2	1
112	можно было бы	2	1
113	находят свое выражение	1	1
114	в этом отношении	7	1
115	нельзя все же	1	1
116	тому же самому	2	1
117	так же как	8	1
118	то же время	2	1
119	уже и сейчас	1	1
120	между тем как	1	1
121	тех или иных	2	1
122	как не может	1	1
123	все в искусстве	1	1
124	для нас не	1	1
125	более или менее	3	1
126	но и в	1	1
127	в то же	2	1
128	в ритме в	1	1
129	там же где	2	1
130	то время как	6	1
131	дело с чрезвычайно	1	1
132	том что поэт	1	1
133	ли из этого	2	1
134	одному и тому	1	1
135	одно из его	1	1
136	том что в	1	1
137	мы имеем дело	1	1
138	так как в	3	1
139	и в этом	1	1
140	по крайней мере	1	1
141	по самому существу	4	1
142	на этом основании	1	1
143	теории искусства и	1	1
144	в то время	6	1
145	в этом смысле	3	1
146	чрезвычайно важный для	1	1
147	художественного произведения с	2	1
148	к содержанию как	1	1
149	прежде всего тем	1	1
150	бы не было	1	1
151	уже не может	1	1
152	не может стать	2	1
153	какой степени не	1	1
154	при таком понимании	3	1
155	и потому не	1	1
156	и тому же	1	1
157	никогда не поймем	1	1
158	одним и тем	1	1
159	весь круг вопросов	1	1
160	если бы не	1	1
161	отнюдь не является	1	1
162	к тому же	1	1
163	друг к другу	1	1
164	может быть только	1	1
