N	3gram	Vygotskiy_	SlovoVZh
1	не может быть	3	7
2	можно сказать что	1	5
3	в том что	20	4
4	как если бы	3	4
5	в художественном произведении	1	3
6	до сих пор	6	3
7	этой точки зрения	2	3
8	имеет в виду	1	3
9	и не может	1	3
10	может быть и	1	3
11	формы и содержания	1	2
12	имеем в виду	2	2
13	на самом деле	3	2
14	в жизни и	2	2
15	то же самое	12	2
16	с этой стороны	1	2
17	мы можем сказать	1	2
18	одно и то	3	2
19	в данном случае	5	2
20	мы никогда не	1	2
21	мы все время	3	2
22	в зависимости от	1	2
23	с одной стороны	6	2
24	с другой стороны	5	2
25	что не может	1	2
26	в ней как	1	2
27	смысл и значение	2	2
28	и то же	3	2
29	с точки зрения	11	2
30	в такой же	1	2
31	можно найти в	1	1
32	со всех сторон	1	1
33	сказать то что	1	1
34	сих пор не	1	1
35	и в своем	1	1
36	сам по себе	2	1
37	сами по себе	3	1
38	самом деле в	1	1
39	и таким образом	1	1
40	как в ней	1	1
41	о том что	8	1
42	ни в какой	2	1
43	в противном случае	1	1
44	мы обратимся к	1	1
45	в самом деле	29	1
46	один и тот	1	1
47	в двух направлениях	1	1
48	если мы обратимся	1	1
49	можно с уверенностью	1	1
50	увидим что не	1	1
51	совершенно ясно что	10	1
52	в том и	2	1
53	не может согласиться	1	1
54	все более и	4	1
55	относится не к	1	1
56	таким образом мы	1	1
57	в высшей степени	1	1
58	в свою очередь	3	1
59	и на этом	1	1
60	ничего общего с	2	1
61	и тот же	1	1
62	здесь не лишне	1	1
63	для нас и	1	1
64	и в частности	1	1
65	а между тем	1	1
66	что не только	1	1
67	и та же	3	1
68	то что для	1	1
69	еще не вполне	1	1
70	как и в	1	1
71	как мы уже	1	1
72	и дает ложное	1	1
73	может быть понято	1	1
74	же для обоих	1	1
75	в каком направлении	1	1
76	с уверенностью сказать	2	1
77	неодушевленные предметы и	1	1
78	во всяком случае	6	1
79	подвести итоги нашему	1	1
80	и независимо от	1	1
81	она не может	2	1
82	или какую-нибудь иную	1	1
83	в лучшем случае	2	1
84	это на примере	1	1
85	только то что	3	1
86	для художественного произведения	1	1
87	подобно тому как	1	1
88	и что она	2	1
89	как это делает	1	1
90	мы увидим что	9	1
91	с самого начала	10	1
92	было бы показать	1	1
93	то что оно	1	1
94	в конечном счете	1	1
95	вступает в свои	1	1
96	же как и	1	1
97	одна и та	2	1
98	если бы действительно	1	1
99	то что мы	3	1
100	и в каком	1	1
101	по аналогии с	2	1
102	ней как в	1	1
103	а не к	1	1
104	с ним в	2	1
105	в основе своей	1	1
106	можно было бы	6	1
107	в этом отношении	1	1
108	так же как	2	1
109	и к его	1	1
110	если бы оно	1	1
111	бы показать что	1	1
112	все зависит от	1	1
113	тем о ком	1	1
114	в свои права	1	1
115	не совпадает с	2	1
116	автор как бы	1	1
117	более или менее	1	1
118	более и более	4	1
119	мы имеем в	1	1
120	то время как	3	1
121	что до сих	2	1
122	том что в	1	1
123	они как бы	1	1
124	но если бы	2	1
125	на второй план	1	1
126	и в этом	6	1
127	так относится к	1	1
128	по самому существу	1	1
129	все эти три	1	1
130	уверенностью сказать что	2	1
131	в то время	4	1
132	что мы воспринимаем	1	1
133	или хотя бы	1	1
134	прежде всего тем	1	1
135	в виду не	1	1
136	бы не было	1	1
137	но все же	1	1
138	нам кажется что	1	1
139	только там где	1	1
140	и здесь мы	1	1
141	к тому же	2	1
