N	4gram	Voloshinov	Myshleni
1	в то время как	1	20
2	так же как и	1	16
3	один и тот же	1	12
4	одно и то же	2	12
5	с одной стороны и	2	10
6	все более и более	1	8
7	в том что в	1	8
8	одному и тому же	1	7
9	одним и тем же	1	6
10	если мы обратимся к	1	6
11	находит свое выражение в	1	3
12	мы имеем в виду	1	3
13	дело в том что	4	3
14	бы то ни было	3	3
15	одна и та же	1	3
16	но тем не менее	2	2
17	так как если бы	4	2
18	он имеет в виду	1	2
19	в зависимости от того	1	2
20	в то же время	1	2
21	ни в какой степени	1	2
22	на самом же деле	1	2
23	и не может быть	1	2
24	с другой стороны как	1	2
25	мы имеем дело с	1	2
26	и по отношению к	3	2
27	так как в ней	1	1
28	внутренней и внешней речи	1	1
29	к его смыслу в	1	1
30	и с другой стороны	1	1
31	себе по аналогии с	1	1
32	они выражают не только	1	1
33	только то что мы	1	1
34	к вопросу о том	1	1
35	внутренней речи с помощью	1	1
36	и следовательно включает в	1	1
37	даже тогда когда он	1	1
38	ни на один шаг	1	1
39	они ни были не	1	1
40	это один и тот	1	1
41	было бы показать что	1	1
42	мы никогда не сможем	2	1
43	ни в коем случае	1	1
44	то же время не	1	1
45	и тогда когда имеется	1	1
46	и здесь мы должны	1	1
47	до сих пор мы	1	1
48	внутренней речью со всей	1	1
49	и в этом смысле	1	1
50	ни в чем не	1	1
51	по отношению к ним	1	1
52	еще один чрезвычайно важный	1	1
53	бы они ни были	1	1
54	по отношению к которому	1	1
55	одной стороны и с	1	1
56	можно было бы показать	1	1
57	к тому же самому	1	1
58	не может быть понято	1	1
59	но то же самое	1	1
60	каковы бы они ни	1	1
61	следовательно включает в себя	1	1
62	является в настоящее время	1	1
63	в нашем же случае	1	1
64	тем не менее эта	1	1
