N	3gram	Vinokur_Vv	DiskursI
1	в том что	15	28
2	в отличие от	4	26
3	по отношению к	4	17
4	с одной стороны	4	14
5	не может быть	10	12
6	в данном случае	4	12
7	то же время	6	10
8	той или иной	3	10
9	о том что	13	9
10	в то же	6	8
11	состоит в том	2	8
12	в этом отношении	4	8
13	в соответствии с	2	6
14	по крайней мере	4	6
15	с точки зрения	4	6
16	одной стороны и	3	5
17	то же самое	3	5
18	с другой стороны	5	5
19	в значительной степени	1	5
20	в свою очередь	2	5
21	что же касается	2	5
22	дело в том	3	5
23	не только в	4	5
24	подобно тому как	2	5
25	тем не менее	9	4
26	можно сказать что	3	4
27	не в том	2	4
28	в частности в	1	4
29	одного и того	2	4
30	и прежде всего	1	4
31	и того же	2	4
32	в свое время	3	4
33	в этом случае	6	4
34	как будто бы	2	3
35	значении этого термина	2	3
36	говоря уже о	1	3
37	в том числе	1	3
38	более или менее	1	3
39	в качестве примера	1	3
40	и то же	2	3
41	того или иного	1	3
42	в обоих случаях	1	3
43	можно говорить о	3	3
44	мы имеем дело	1	3
45	не говоря уже	2	3
46	одно и то	2	3
47	том что в	1	3
48	во всяком случае	5	3
49	также и в	3	3
50	это прежде всего	1	3
51	как уже говорилось	1	3
52	мере в какой	6	2
53	бы то ни	1	2
54	все то что	1	2
55	в той мере	6	2
56	на том что	2	2
57	того же автора	1	2
58	заключает в себе	1	2
59	потому что в	1	2
60	то что могло	2	2
61	науке о литературе	1	2
62	большей или меньшей	3	2
63	по себе не	1	2
64	а в том	1	2
65	той мере в	6	2
66	то ни было	1	2
67	лицом к лицу	1	2
68	в каждой области	1	2
69	точки зрения на	1	2
70	а не только	1	2
71	и в том	4	2
72	в науке о	1	2
73	дело не с	2	2
74	но и в	1	2
75	в том чтобы	5	2
76	обратим внимание на	2	2
77	уже было сказано	2	2
78	и в особенности	4	2
79	только то что	1	2
80	здесь как и	1	2
81	как уже было	2	2
82	только в том	2	2
83	и той же	2	2
84	один из важнейших	1	2
85	это еще не	2	2
86	как мы видели	3	2
87	одной и той	2	2
88	с самого начала	1	2
89	и то что	3	2
90	тем или иным	2	2
91	и т.д в	2	2
92	а также и	2	2
93	обратить внимание на	2	2
94	служит одновременно и	1	2
95	прежде всего в	1	2
96	не совпадающем с	1	1
97	соответствии с правилами	1	1
