N	4gram	Bakhtin_Fr	Freidism
1	в то же время	12	6
2	но в то же	3	3
3	заключается в том что	1	2
4	на самом же деле	1	2
5	и связанных с ними	1	2
6	в целом ряде других	1	1
7	начала и до конца	4	1
8	нет ничего удивительного в	1	1
9	вступают между собой в	1	1
10	в настоящее время в	1	1
11	как мы уже сказали	1	1
12	и по отношению к	2	1
13	мы имеем в виду	2	1
14	на самом деле здесь	1	1
15	в конце концов и	1	1
16	тот же что и	1	1
17	мы уже знаем что	1	1
18	в гораздо большей степени	1	1
19	в следующей главе что	1	1
20	во всех странах европы	2	1
21	дело в том что	2	1
22	ничего удивительного в том	1	1
23	а также и те	1	1
24	удивительного в том что	1	1
25	то же время это	1	1
26	говорит о том что	1	1
27	мы уже указывали что	2	1
28	же нужно сказать и	1	1
29	и с помощью каких	1	1
30	не что иное как	1	1
31	то же нужно сказать	1	1
32	есть не что иное	1	1
