N	3gram	Bakhtin_Pr	Marksizm
1	с точки зрения	13	46
2	не может быть	8	25
3	по отношению к	5	15
4	то же время	8	15
5	в то же	8	15
6	в том что	6	14
7	в связи с	1	14
8	и не может	6	12
9	в высшей степени	1	12
10	до сих пор	8	11
11	в отличие от	1	10
12	с самого начала	4	10
13	в большинстве случаев	9	9
14	как если бы	1	9
15	но в то	3	9
16	в отношении к	2	8
17	то же самое	1	8
18	может быть и	2	8
19	смысле этого слова	2	7
20	с другой стороны	3	7
21	в смысле совокупности	2	6
22	как мы уже	5	6
23	на то что	2	6
24	в точном смысле	1	6
25	во всяком случае	1	6
26	на этой почве	2	5
27	в таком случае	1	5
28	чужой речи и	1	5
29	к тому что	1	5
30	самом же деле	2	5
31	на самом же	2	5
32	той или иной	2	5
33	в этом случае	1	5
34	в этом отношении	1	5
35	вполне понятно что	1	4
36	мы уже знаем	1	4
37	так и от	1	4
38	в зависимости от	3	4
39	как мы сказали	4	4
40	в нем нет	3	4
41	и прежде всего	5	4
42	так как если	1	4
43	о том что	3	4
44	можно сказать что	6	4
45	в узком смысле	1	4
46	нашей точки зрения	1	4
47	является одной из	1	3
48	в той или	1	3
49	это вполне понятно	1	3
50	и тот же	1	3
51	точки зрения своего	2	3
52	не только в	1	3
53	в применении к	1	3
54	тем не менее	2	3
55	в авторский контекст	2	3
56	и тем же	1	3
57	хотя бы и	2	3
58	как бы на	1	3
59	в системе языка	1	3
60	в том числе	15	3
61	более или менее	3	3
62	и то же	1	3
63	друг с другом	6	3
64	но при этом	1	3
65	все более и	1	3
66	в конце концов	1	3
67	мы не будем	2	3
68	том числе и	13	3
69	вовсе не является	1	3
70	или хотя бы	1	3
71	а не в	1	3
72	и в этом	1	3
73	в ее целом	1	3
74	то что делает	1	3
75	но и в	2	3
76	выходят за пределы	2	3
77	один и тот	1	3
78	и той же	1	3
79	более и более	1	3
80	на этот вопрос	1	3
81	в авторском контексте	1	3
82	одним и тем	1	3
83	одно и то	1	3
84	нашей работы мы	1	3
85	можно было бы	2	3
86	в пределах одного	6	3
87	смысле совокупности всех	2	3
88	одной и той	1	3
89	в следующей главе	1	3
90	что он не	1	2
91	ее при этом	1	2
92	ничего общего не	1	2
93	а не к	1	2
94	таким образом между	1	2
95	в этом смысле	5	2
96	во всех других	2	2
97	в собственном смысле	3	2
98	мы не найдем	1	2
99	и неотделим от	1	2
100	от него он	1	2
101	жизни в этом	1	2
102	друг от друга	2	2
103	и формы этого	1	2
104	него как бы	1	2
105	так или иначе	1	2
106	так и в	2	2
107	мы видели что	2	2
108	наметить лишь основные	1	2
109	xvii и xviii	1	2
110	а между тем	2	2
111	мы можем сказать	1	2
112	в данном случае	1	2
113	в пределах одной	1	2
114	как она будет	1	2
115	и в других	1	2
116	к тому же	1	2
117	со всею отчетливостью	1	2
118	в этой форме	1	2
119	сама по себе	2	2
120	как целое и	1	2
121	лицом к лицу	1	2
122	не то что	3	2
123	в его целом	1	2
124	с нашей точки	1	2
125	в эпоху возрождения	6	2
126	собственном смысле слова	1	2
127	сами по себе	1	2
128	нет ничего что	1	2
129	к себе самому	6	2
130	по крайней мере	2	2
131	в процессе его	1	2
132	как и в	4	2
133	таком случае это	1	2
134	а следовательно и	2	2
135	на чужую речь	3	2
136	и так сказать	2	2
137	со всеми ее	1	2
138	в этом и	1	2
139	в чем же	1	2
140	на почве этого	1	2
141	тем же языком	1	2
142	как и все	1	2
143	так же как	1	2
144	он не знает	2	2
145	на чужое слово	2	2
146	но не к	1	2
147	и между ними	1	2
148	есть прежде всего	1	2
149	в широком смысле	2	2
150	и в самом	1	2
151	в нем и	1	2
152	только с помощью	1	2
153	является одним из	2	2
154	теперь мы должны	2	2
155	прежде всего в	1	2
156	нет и не	3	2
157	уже приходилось говорить	1	1
158	не могли бы	1	1
159	и он сам	1	1
160	эпоху возрождения и	1	1
161	осмысливает и объединяет	1	1
162	к нему не	1	1
163	между ними как	1	1
164	как и во	1	1
165	а может быть	1	1
166	под определяющим влиянием	1	1
167	все то что	2	1
168	точки зрения и	1	1
169	в более или	1	1
170	бы он ни	1	1
171	можно ощутить и	1	1
172	становится как бы	1	1
173	и даже не	1	1
174	конечно все эти	1	1
175	время все эти	1	1
176	рядом друг с	1	1
177	можем сказать что	1	1
178	нам важно было	1	1
179	себя здесь в	1	1
180	то что он	1	1
181	которой мы здесь	1	1
182	большинстве случаев мы	1	1
183	снова и снова	1	1
184	по сравнению с	6	1
185	по себе лишена	1	1
186	все это и	1	1
187	оно должно быть	2	1
188	как и его	1	1
189	язык в его	1	1
190	установка по отношению	1	1
191	или иной форме	1	1
192	до наших дней	3	1
193	же деле это	1	1
194	в предыдущей главе	1	1
195	очень важный момент	1	1
196	в жизни и	1	1
197	внутренними и внешними	1	1
198	теперь мы можем	2	1
199	может войти в	1	1
200	она и не	1	1
201	слово и на	1	1
202	по отношению ко	1	1
203	в языке как	1	1
204	и там и	1	1
205	в строгом смысле	2	1
206	но они не	1	1
207	почти до самого	1	1
208	переходим к характеристике	1	1
209	особенно такие как	1	1
210	которую можно назвать	1	1
211	как бы не	1	1
212	может быть только	1	1
213	прямо и непосредственно	1	1
214	с другом как	1	1
215	на один миг	1	1
216	перед нами случай	1	1
217	конечно далеко не	1	1
218	мы остановимся на	3	1
219	и второго периода	1	1
220	в одной плоскости	2	1
