N	2gram	Vygotskiy_	VLabPisa
1	таким образом	39	32
2	в этом	32	29
3	не только	29	26
4	и в	37	26
5	и т	1	25
6	может быть	19	23
7	и не	15	20
8	хотя бы	7	20
9	объективной действительности	2	19
10	не может	16	17
11	в процессе	19	17
12	т д	1	16
13	в его	16	15
14	в том	47	15
15	этом отношении	6	14
16	в силу	8	14
17	все это	9	13
18	прежде всего	12	13
19	в качестве	12	12
20	вот что	2	12
21	в частности	8	12
22	как это	6	12
23	что в	25	11
24	с другой	16	11
25	из них	4	11
26	то же	12	10
27	не могут	1	10
28	о том	14	10
29	но и	23	10
30	по этому	4	10
31	и др	5	10
32	для него	5	9
33	как видим	3	9
34	об этом	6	9
35	к этому	7	9
36	могут быть	5	8
37	говорит и	1	8
38	другой стороны	10	8
39	только в	8	8
40	по словам	1	8
41	на основании	6	8
42	все эти	6	8
43	вместе с	14	8
44	том что	42	8
45	было бы	12	8
46	не следует	1	8
47	в своем	10	8
48	в основном	1	7
49	из современных	2	7
50	это не	5	7
51	в конечном	4	7
52	не было	1	7
53	по отношению	12	7
54	очевидно что	4	7
55	тому что	6	7
56	как и	20	7
57	их в	6	7
58	действительности и	4	7
59	во всех	4	7
60	а не	5	7
61	то что	32	7
62	главным образом	2	7
63	отношению к	11	7
64	в нем	2	7
65	из этих	6	7
66	один из	3	6
67	думается что	7	6
68	у него	2	6
69	все же	6	6
70	приводит к	8	6
71	бы и	4	6
72	не в	9	6
73	между тем	10	6
74	так и	12	6
75	в себе	8	6
76	в зависимости	8	6
77	том же	4	6
78	и его	10	6
79	в то	7	6
80	даже в	4	5
81	в результате	7	5
82	в их	5	5
83	в них	5	5
84	связи с	7	5
85	одним из	1	5
86	конечном счете	4	5
87	как говорит	2	5
88	зависимости от	8	5
89	к тому	10	5
90	перед нами	7	5
91	не является	16	5
92	он говорит	2	5
93	на основе	7	5
94	вот почему	5	5
95	и при	2	5
96	в одном	5	5
97	в пределах	1	5
98	же время	2	5
99	как бы	16	5
100	в целом	29	5
101	сказать что	16	5
102	в плане	1	5
103	и есть	2	5
104	показывают что	3	5
105	никогда не	8	5
106	в самом	16	4
107	основных чертах	1	4
108	ее в	3	4
109	только что	7	4
110	вот как	1	4
111	в ее	3	4
112	как раз	8	4
113	можно сказать	6	4
114	что для	8	4
115	в этой	13	4
116	следующим образом	2	4
117	что все	8	4
118	что он	16	4
119	в виду	5	4
120	по существу	8	4
121	приведенных выше	2	4
122	с тем	8	4
123	в своей	7	4
124	является не	2	4
125	одном из	3	4
126	силу этого	4	4
127	должен быть	6	4
128	с его	7	4
129	вполне основательно	1	4
130	чем же	2	4
131	в связи	3	4
132	когда он	5	4
133	же говорит	1	4
134	в нашей	1	4
135	в сознании	2	4
136	не удивительно	5	4
137	одна из	1	4
138	по поводу	5	4
139	отнюдь не	2	4
140	во время	1	4
141	говорит следующее	1	4
142	и ее	9	4
143	и к	9	3
144	что они	5	3
145	видели что	6	3
146	что оно	6	3
147	и он	1	3
148	что у	3	3
149	этой проблемы	10	3
150	этой области	1	3
151	мы знаем	3	3
152	мы имеем	2	3
153	действительной жизни	1	3
154	естественно что	2	3
155	того что	28	3
156	никак не	1	3
157	фактического материала	3	3
158	но как	1	3
159	него в	1	3
160	утверждает что	3	3
161	со своим	1	3
162	что и	3	3
163	у нас	1	3
164	сводится к	1	3
165	подобно тому	2	3
166	в форме	1	3
167	если бы	10	3
168	или в	2	3
169	говорит в	2	3
170	в другую	2	3
171	опыта и	3	3
172	именно в	8	3
173	в конце	2	3
174	например в	1	3
175	между ними	2	3
176	и как	7	3
177	в слове	2	3
178	в которых	6	3
179	явлений и	1	3
180	большей или	1	3
181	том как	1	3
182	мира и	2	3
183	вовсе не	5	3
184	бы в	5	3
185	с этим	8	3
186	интеллектуальной деятельности	1	3
187	и мир	1	3
188	а в	4	3
189	что не	2	3
190	как о	2	3
191	в котором	6	3
192	она не	3	3
193	в противоположность	3	3
194	в значительной	2	3
195	пишет о	1	3
196	его не	3	3
197	но даже	2	3
198	того чтобы	23	3
199	для того	19	3
200	тому как	3	3
201	так называемые	1	3
202	плана и	1	3
203	и их	5	3
204	всех других	1	3
205	как он	7	3
206	вслед за	3	3
207	этот вопрос	6	3
208	так же	18	3
209	при помощи	2	3
210	человека и	6	3
211	или меньшей	1	3
212	как на	5	3
213	нет и	1	3
214	и от	4	3
215	точки зрения	49	3
216	жизни и	2	3
217	что говорит	2	3
218	и по	3	3
219	всех этих	2	3
220	имеет свою	2	3
221	моментов в	2	3
222	мы видели	8	3
223	мы наблюдаем	1	2
224	в особенности	1	2
225	к сожалению	2	2
226	же о	1	2
227	представить себе	5	2
228	им как	1	2
229	объективная действительность	1	2
230	значительно увеличить	1	2
231	только не	2	2
232	у каждого	1	2
233	все его	1	2
234	том чтобы	6	2
235	и этот	1	2
236	образов в	1	2
237	из которых	6	2
238	о наличии	1	2
239	от его	5	2
240	эта теория	2	2
241	на вопрос	6	2
242	на язык	2	2
243	за скобки	1	2
244	самого себя	1	2
245	развитие как	1	2
246	должно быть	4	2
247	того как	6	2
248	зависит от	2	2
249	при всей	1	2
250	ее как	1	2
251	с одной	14	2
252	том числе	3	2
253	воображение и	2	2
254	внимание на	1	2
255	тогда когда	8	2
256	смысле слова	6	2
257	из основных	3	2
258	говорить о	4	2
259	да и	1	2
260	следует что	1	2
261	хотя и	2	2
262	в пользу	6	2
263	о чем	2	2
264	что при	3	2
265	в большей	1	2
266	одном и	1	2
267	после этого	1	2
268	что такое	1	2
269	а затем	5	2
270	как у	1	2
271	из ничего	1	2
272	из своих	1	2
273	для них	1	2
274	не столько	4	2
275	с другими	5	2
276	его от	1	2
277	сновидения и	1	2
278	от до	4	2
279	представлений и	1	2
280	по себе	9	2
281	частности в	1	2
282	процессе своего	1	2
283	но с	3	2
284	в своих	6	2
285	что нет	1	2
286	и даже	5	2
287	этой точки	2	2
288	мышления в	17	2
289	и наконец	3	2
290	этого рода	2	2
291	и слова	1	2
292	в которой	6	2
293	короче говоря	2	2
294	что его	6	2
295	всех его	1	2
296	в представлении	1	2
297	и социальные	1	2
298	как об	1	2
299	что она	6	2
300	но не	6	2
301	в ней	2	2
302	который по	2	2
303	вот это	1	2
304	в жизни	2	2
305	стороны в	1	2
306	эти явления	1	2
307	к его	3	2
308	же как	8	2
309	на эти	3	2
310	между прочим	1	2
311	фантазии от	1	2
312	что мы	9	2
313	слова не	1	2
314	и просто	1	2
315	на этом	3	2
316	бодрствующего человека	1	2
317	другом месте	6	2
318	не вполне	1	2
319	как процесс	3	2
320	не менее	1	2
321	так сказать	1	2
322	ли не	1	2
323	только для	6	2
324	остановимся на	1	2
325	может не	4	2
326	отличается от	1	2
327	после того	1	2
328	в воображении	1	2
329	на то	11	2
330	в точном	1	2
331	себе и	3	2
332	которая не	1	2
333	в чем	5	2
334	числе и	3	2
335	говорит об	1	2
336	так например	1	2
337	могло бы	2	2
338	но к	1	2
339	сих пор	4	2
340	огромную роль	1	2
341	по его	2	2
342	а для	2	2
343	от них	2	2
344	еще не	1	2
345	с реальной	1	2
346	нам остается	2	2
347	даже самый	1	2
348	иметь в	1	2
349	во всяком	6	2
350	и потому	3	2
351	понятно что	2	2
352	того или	1	2
353	до сих	4	2
354	этого положения	3	2
355	а к	2	2
356	фактический материал	2	2
357	значит что	1	2
358	в целях	1	2
359	то это	2	2
360	первая из	1	2
361	и заключается	2	2
362	в самых	4	2
363	в течение	4	2
364	всяком случае	5	2
365	одной стороны	15	2
366	также и	2	2
367	ту же	3	2
368	в другом	7	2
369	не по	1	2
370	не быть	1	2
371	не всегда	1	2
372	по крайней	1	2
373	оно является	1	2
374	явления в	1	2
375	из себя	1	2
376	в образах	1	2
377	лишь в	9	2
378	связана с	4	2
379	в системе	1	2
380	и главным	1	2
381	должны быть	2	2
382	результате чего	1	2
383	не с	2	2
384	плана в	1	2
385	в различных	1	2
386	можно было	6	2
387	идеи в	1	2
388	стороны и	3	2
389	и сам	2	2
390	только то	2	2
391	показывает как	2	2
392	от того	7	2
393	действительность в	3	2
394	знаем что	1	2
395	этому вопросу	1	2
396	как например	2	2
397	и процессов	1	2
398	как известно	8	2
399	на это	1	2
400	к ним	2	2
401	же самое	4	2
402	в книге	3	2
403	он в	6	2
404	вообще и	2	2
405	о процессе	1	2
406	в сфере	4	2
407	и никогда	1	2
408	заключается в	12	2
409	начиная с	2	2
410	которые в	2	2
411	и у	1	2
412	о его	1	2
413	в известной	2	2
414	одной из	4	2
415	на него	3	2
416	он не	11	2
417	во всей	8	2
418	или иной	3	2
419	в общем	5	2
420	он может	2	2
421	который в	7	2
422	и дальше	1	2
423	в реальной	1	2
424	этом процессе	2	2
425	он сам	3	2
426	в области	4	2
427	что даже	2	2
428	показывает что	4	2
429	только с	2	2
430	у них	1	2
431	к этим	3	2
432	конце концов	1	2
433	и обобщения	3	2
434	и плана	1	2
435	и для	3	2
436	и том	1	2
437	но для	2	2
438	частности к	1	2
439	крайней мере	1	2
440	ни с	1	2
441	целого ряда	1	2
442	это настолько	1	2
443	но в	9	2
444	вплоть до	1	2
445	что так	1	2
446	отдельные элементы	3	1
447	специфическую форму	1	1
448	в той	1	1
449	это указание	2	1
450	с к	1	1
451	с которой	2	1
452	ответа на	3	1
453	для самого	1	1
454	были бы	2	1
455	ситуации и	1	1
456	вопросу который	1	1
