N	4gram	Tiupa_Hudo	Problema
1	дело в том что	1	10
2	не имеет ничего общего	1	9
3	на самом же деле	1	8
4	не чем иным как	1	7
5	заключается в том что	1	6
6	и в этом случае	1	6
7	имеет ничего общего с	1	5
8	ни в чем не	1	5
9	во что бы то	1	4
10	что бы то ни	1	4
11	еще и потому что	1	4
12	в том числе и	1	4
13	в связи с этим	2	4
14	бы то ни стало	1	4
15	так же как и	1	4
16	является не чем иным	1	3
17	и в то же	2	3
18	только о том что	1	3
19	несмотря на то что	1	3
20	если бы не было	1	3
21	не имеют никакого отношения	1	3
22	с этой точки зрения	1	3
23	с одной стороны и	1	3
24	отличаются друг от друга	1	3
25	в том что он	1	3
26	дело здесь не в	1	3
27	но в то же	3	3
28	но тем не менее	2	2
29	все более и более	1	2
30	в том что в	1	2
31	только в том случае	1	2
32	и то и другое	1	2
33	но еще и потому	1	2
34	и о том что	2	2
35	только в том что	3	2
36	не только в том	2	2
37	но с другой стороны	1	2
38	между внешним и внутренним	2	1
39	том смысле как мы	1	1
40	ни то ни другое	1	1
41	в том смысле как	1	1
42	в конце первой главы	1	1
43	мы пока еще не	1	1
44	говорится о том что	1	1
45	в то же время	11	1
46	в такой же мере	2	1
47	и в самом деле	4	1
48	то же время это	1	1
49	сводится к тому что	1	1
50	и потому что оно	1	1
51	как будто бы даже	1	1
52	уходит своими корнями в	1	1
53	во времени и пространстве	1	1
54	об этом как раз	1	1
55	состоит в том что	3	1
56	вопросе о том как	1	1
57	в том случае если	2	1
58	о том что в	3	1
59	ни о чем не	1	1
60	не только потому что	1	1
61	но в первую очередь	1	1
62	между внешней и внутренней	1	1
63	на нечто такое что	1	1
64	есть нечто большее чем	1	1
65	думать о том что	1	1
66	в узком смысле слова	1	1
67	только для того чтобы	1	1
68	и в этом смысле	1	1
69	тип в том смысле	1	1
70	же самое время он	1	1
71	и в этом отношении	1	1
72	мы имеем дело с	1	1
