1	в то же	5	9
2	для того чтобы	3	7
3	в зависимости от	5	7
4	то же время	5	7
5	того или иного	1	5
6	и то же	1	5
7	одно и то	1	5
8	той или иной	1	4
9	заключает в себе	1	4
10	ту или иную	1	4
11	то же самое	1	4
12	в свою очередь	1	4
13	то или иное	1	4
14	в этом случае	1	3
15	не только в	2	3
16	но и в	1	3
17	но все же	1	3
18	в конце концов	2	3
19	тех или иных	1	3
20	одном и том	2	2
21	мы видим что	1	2
22	и том же	2	2
23	вместе с тем	4	2
24	и в то	3	2
25	по отношению к	7	2
26	тот или иной	1	2
27	мы видели что	3	2
28	в самом деле	1	2
29	о том что	3	2
30	но в то	1	2
31	в этом отношении	14	2
32	не было бы	4	2
33	можно сказать что	4	2
34	в связи с	4	2
35	все то что	1	2
36	в точном смысле	2	2
37	художественное творчество и	1	2
38	равно как и	4	2
39	что перед нами	1	2
40	к тому что	4	2
41	чуть ли не	2	2
42	в действительной жизни	1	2
43	и ту же	1	2
44	не может быть	8	2
45	одну и ту	1	2
46	что так называемые	2	1
47	по крайней мере	2	1
48	оно является только	1	1
49	все эти высказывания	1	1
50	тех явлений которые	1	1
51	не может обойтись	1	1
52	по сравнению с	1	1
53	и тем более	1	1
54	зависит как от	1	1
55	и слова не	1	1
56	плоть и кровь	1	1
57	в последнем счете	1	1
58	не говоря уже	1	1
59	сводится в основном	1	1
60	в одном и	1	1
61	не только не	2	1
62	бросается в глаза	1	1
63	но даже и	1	1
64	так и от	2	1
65	вот что говорит	3	1
66	на этот вопрос	1	1
67	даже и в	1	1
68	хотя бы и	5	1
69	лежит в основе	1	1
70	в другом месте	2	1
71	которое обычно называется	1	1
72	по своему личному	1	1
73	что оно является	1	1
74	в том что	5	1
75	и никогда не	2	1
76	из которых он	1	1
77	в виду что	1	1
78	всего бросается в	1	1
79	все же и	1	1
80	или иная оценка	1	1
81	таким образом в	2	1
82	до сих пор	2	1
83	то все же	1	1
84	которое не было	1	1
85	которых он может	1	1
86	можно было бы	2	1
87	теми или иными	1	1
88	только тогда когда	1	1
89	ни в какой	1	1
90	в конечном счете	5	1
91	более или менее	6	1
92	наше сознание как	1	1
93	может обойтись без	1	1
94	деятельности человека и	2	1
95	иметь в виду	2	1
96	и не может	2	1
97	нет и не	1	1
98	и наконец в-третьих	1	1
99	только в том	2	1
100	одним из главнейших	1	1
101	в одном из	4	1
102	но вместе с	1	1
103	художественного творчества и	1	1
104	говорить не о	2	1
105	наконец и это	1	1
106	вопрос о том	1	1
107	та или иная	3	1
108	него когда он	1	1
109	и по отношению	1	1
110	то о чем	1	1
111	в каком направлении	1	1
112	о муках слова	1	1
113	из которых каждая	1	1
114	и во всех	1	1
115	в плоть и	1	1
116	с другой стороны	8	1
117	на то или	1	1
118	не может не	2	1
119	об одном и	1	1
120	хотя бы в	3	1
121	наличие не только	1	1
122	в классовом сознании	1	1
123	человека таким образом	1	1
124	между этими двумя	1	1
