N	3gram	Bakhtin_Pr	Problema
1	тем не менее	2	56
2	о том что	2	39
3	в том что	6	37
4	и т д	4	33
5	то же самое	1	30
6	в настоящее время	3	30
7	в связи с	1	29
8	в данном случае	2	28
9	той или иной	1	26
10	по крайней мере	2	26
11	во всяком случае	4	25
12	с другой стороны	6	25
13	с точки зрения	21	25
14	в таком случае	1	23
15	в конце концов	7	23
16	сам по себе	2	21
17	сама по себе	5	21
18	на то что	2	19
19	в этом смысле	12	19
20	как раз и	5	18
21	для того чтобы	1	17
22	в то же	13	17
23	точно так же	1	16
24	как будто бы	1	14
25	до сих пор	9	14
26	в этом случае	1	14
27	сами по себе	4	13
28	того или иного	1	13
29	на самом деле	4	13
30	можно было бы	3	13
31	не может быть	8	12
32	так или иначе	1	12
33	и в частности	1	12
34	и в этом	5	12
35	можно сказать что	2	12
36	в то время	2	12
37	то время как	2	12
38	дело в том	1	11
39	здесь перед нами	1	11
40	тех или иных	1	11
41	бы то ни	3	11
42	с одной стороны	1	11
43	в той или	1	10
44	не только не	2	10
45	более или менее	4	10
46	только то что	2	10
47	не только в	2	10
48	что же касается	1	9
49	то и другое	1	9
50	может быть и	2	9
51	может быть только	1	8
52	потому что он	1	8
53	это вовсе не	2	8
54	заключается в том	1	8
55	а может быть	1	7
56	но в таком	1	7
57	к тому же	2	7
58	но и в	1	7
59	может быть даже	1	7
60	и если мы	1	7
61	с самого начала	1	7
62	иметь в виду	1	7
63	в том или	1	7
64	хотя и не	3	7
65	это и есть	1	7
66	по себе но	1	6
67	в самом деле	6	6
68	так и в	2	6
69	и только в	1	6
70	то что в	1	6
71	и в других	2	6
72	то ни было	2	6
73	есть прежде всего	1	6
74	здесь не в	1	6
75	на первый взгляд	1	6
76	в этом отношении	3	6
77	само по себе	4	6
78	по себе а	1	5
79	в собственном смысле	1	5
80	хотя бы и	3	5
81	вовсе еще не	1	5
82	имеем в виду	1	5
83	так же как	1	5
84	та или иная	1	5
85	в том числе	1	5
86	до некоторой степени	1	5
87	в зависимости от	5	5
88	тем или другим	1	5
89	а вовсе не	2	5
90	смысле слова и	1	5
91	не менее в	1	5
92	том что он	5	5
93	что в нем	1	5
94	же как и	2	5
95	друг от друга	1	4
96	как мы уже	2	4
97	том числе и	1	4
98	они вовсе не	1	4
99	но все же	3	4
100	то ни стало	1	4
101	том или другом	2	4
102	этой точки зрения	2	4
103	все же не	3	4
104	он не есть	1	4
105	не было бы	1	4
106	также и в	1	4
107	в другом случае	1	4
108	в себе все	1	4
109	здесь не только	1	4
110	собственном смысле слова	1	4
111	и независимо от	1	4
112	во что бы	1	4
113	именно потому что	2	4
114	и во всяком	1	4
115	в этих случаях	2	4
116	не потому что	1	4
117	и не в	1	4
118	что бы то	1	4
119	как мы видели	1	4
120	подобно тому как	3	4
121	есть то что	1	4
122	так что в	1	4
123	всяком случае не	1	4
124	друг к другу	1	4
125	одной стороны и	1	3
126	это не значит	3	3
127	то что он	1	3
128	мы здесь не	1	3
129	то что не	1	3
130	бы не было	1	3
131	потому что она	3	3
132	в отличие от	4	3
133	к тому что	1	3
134	но это не	2	3
135	представим себе что	1	3
136	если бы не	1	3
137	как и в	3	3
138	несмотря на свою	1	3
139	как мы увидим	3	3
140	тем что он	1	3
141	что может быть	3	3
142	что и в	1	3
143	если бы он	1	3
144	прежде всего как	1	3
145	по сравнению с	1	3
146	или может быть	1	3
147	и есть то	1	3
148	как мы сказали	3	3
149	и в то	2	3
150	и никогда не	1	3
151	как нам кажется	3	3
152	в известном смысле	1	3
153	тому что в	1	3
154	ничем не отличается	1	3
155	но в то	7	3
156	мы не знаем	1	3
157	или лучше сказать	1	3
158	после того как	1	3
159	том что это	1	2
160	точка зрения на	2	2
161	что все указанные	1	2
162	по отношению к	12	2
163	и т п	10	2
164	вообще во всех	1	2
165	если же мы	1	2
166	как и его	1	2
167	о которых мы	1	2
168	то что обычно	1	2
169	а в том	1	2
170	не совпадает с	1	2
171	образом как и	1	2
172	что оно есть	1	2
173	но несмотря на	1	2
174	между тем как	5	2
175	но только в	1	2
176	ничего общего не	1	2
177	мы не только	1	2
178	потому что именно	1	2
179	всего того что	1	2
180	связи с этой	1	2
181	в сознании и	1	2
182	может быть самым	1	2
183	это не так	1	2
184	именно тем что	1	2
185	но и не	2	2
186	с самим собою	2	2
187	того и другого	2	2
188	таким образом в	1	2
189	конце концов как	1	2
190	крайней мере для	1	2
191	каких бы то	1	2
192	ни одна из	1	2
193	и это не	3	2
194	во всей его	2	2
195	между собою но	1	2
196	как и у	1	2
197	и что в	1	2
198	выходит за пределы	1	2
199	конце концов не	1	2
200	а так как	1	2
201	себе и в	1	2
202	является одним из	1	2
203	на том или	1	2
204	к учению о	1	2
205	нам кажется что	3	2
206	что он не	1	2
207	может быть это	1	2
208	и художественный образ	1	2
209	а не только	1	2
210	в себе в	1	2
211	мы имеем в	1	2
212	в каждом из	1	2
213	не отличается от	1	2
214	как бы оно	1	2
215	в том же	1	2
216	перед нами в	2	2
217	друг на друга	2	2
218	между собою и	1	2
219	то же что	3	2
220	то перед нами	7	2
221	что все эти	1	2
222	как мы это	1	2
223	в самой этой	2	2
224	в нем не	1	2
225	и весь мир	1	2
226	не может не	1	2
227	поэтому мы и	1	2
228	и в логике	1	2
229	только на то	1	2
230	но уже не	1	2
231	перед нами не	1	2
232	в свою очередь	1	2
233	что он есть	2	2
234	и в том	1	2
235	и не может	6	2
236	но не всякий	1	2
237	никогда не может	2	2
238	в том и	2	2
239	он должен быть	1	2
240	тем что в	1	2
241	к другому и	1	2
242	что в результате	1	2
243	связи с теми	1	2
244	и на его	1	2
245	человека но не	2	2
246	а следовательно и	2	2
247	в нем и	1	2
248	это не только	1	2
249	выходить за пределы	1	2
250	себе и не	1	2
251	он может быть	2	2
252	не тем что	1	2
253	в этом произведении	1	2
254	чего нет в	1	2
255	по себе как	1	2
256	но тем не	1	2
257	общего не имеет	1	2
258	в себе и	2	2
259	и следовательно в	1	2
260	уже не как	2	2
261	но с другой	2	2
262	униженных и оскорбленных	1	1
263	он тоже не	1	1
264	за пределы данного	1	1
265	до самого последнего	1	1
266	на совсем другой	1	1
267	что весь этот	1	1
268	и как можно	1	1
269	то это вовсе	1	1
270	что она не	3	1
271	что в мире	1	1
272	вполне понятно что	2	1
273	это последнее может	1	1
274	и в этих	1	1
275	в большинстве случаев	10	1
276	же это за	1	1
277	новое отношение к	1	1
278	так что оно	1	1
279	из тех кто	1	1
280	и в другом	1	1
281	является он сам	1	1
282	образом как бы	1	1
283	не то чем	1	1
284	смысле слова это	1	1
285	относится к области	1	1
286	как впрочем и	1	1
287	то что есть	1	1
288	совсем другой вопрос	1	1
289	то чем является	1	1
290	точки зрения которого	1	1
291	но и он	1	1
292	и остался бы	1	1
293	в романах достоевского	6	1
294	но не только	1	1
295	но при этом	2	1
296	сохранить за собой	1	1
297	художественно уже не	1	1
298	а между тем	1	1
299	бы оно было	1	1
300	смысле этого слова	1	1
301	целей и тем	1	1
302	не есть и	1	1
303	обращать на себя	1	1
