N	3gram	Voloshinov	Istorich
1	и т д	1	142
2	до сих пор	3	30
3	в этом случае	1	29
4	с одной стороны	2	28
5	так же как	1	27
6	мы знаем что	6	26
7	в том что	9	25
8	не может быть	14	24
9	но все же	1	23
10	тем не менее	4	23
11	о том что	3	22
12	мы имеем в	1	19
13	мы видели что	3	16
14	мы уже знаем	3	15
15	в данном случае	4	15
16	по отношению к	11	14
17	в то время	1	13
18	мы увидим что	4	13
19	но и в	1	12
20	как мы видели	8	12
21	мы не будем	1	12
22	не что иное	1	11
23	во всех этих	1	11
24	что иное как	1	11
25	можно было бы	1	10
26	что и в	2	10
27	друг с другом	1	9
28	уже знаем что	1	9
29	но так как	1	9
30	в таких случаях	2	9
31	то же самое	2	8
32	таким образом и	1	8
33	на этот вопрос	3	8
34	но вместе с	2	8
35	в зависимости от	4	8
36	в большинстве случаев	5	7
37	смысле этого слова	1	7
38	во всяком случае	8	7
39	что он не	1	7
40	на первый взгляд	1	7
41	так как в	1	6
42	все же не	1	6
43	но тем не	1	6
44	с самого начала	5	6
45	мы не можем	3	6
46	то что он	1	5
47	том что в	1	5
48	для того чтобы	3	5
49	знаем что в	1	5
50	в отличие от	2	5
51	так как это	1	5
52	со всех сторон	1	5
53	мы видим в	1	5
54	и что он	1	5
55	это не совсем	1	5
56	в нем и	1	5
57	что этот мотив	1	5
58	не представляет собой	1	5
59	есть не что	1	5
60	в другом месте	2	5
61	так и в	3	5
62	на самом деле	4	5
63	и может быть	2	4
64	только то что	3	4
65	с точки зрения	15	4
66	там где нет	1	4
67	в одной из	1	4
68	оно может быть	1	4
69	интересен тем что	1	4
70	что мы знаем	1	4
71	друг на друга	1	4
72	через некоторое время	1	4
73	то же что	1	4
74	иметь в виду	1	4
75	на него и	1	4
76	и тем не	2	4
77	нам кажется что	1	4
78	в свою противоположность	1	4
79	не совсем так	1	4
80	можно сказать что	5	4
81	а иногда и	1	4
82	это и есть	2	4
83	он должен был	1	3
84	все то что	3	3
85	как будто бы	1	3
86	один из них	2	3
87	что в данном	1	3
88	и то же	1	3
89	то это означает	1	3
90	не только не	1	3
91	остановимся только на	1	3
92	к тому что	2	3
93	но никогда не	1	3
94	но в отличие	1	3
95	один и тот	3	3
96	дело в том	1	3
97	направление в котором	1	3
98	и тот же	3	3
99	что он умер	1	3
100	по сравнению с	1	3
101	взять на себя	1	3
102	но мы знаем	2	3
103	из этих двух	1	3
104	на которой он	1	3
105	это означает что	1	3
106	то ни было	2	3
107	не может его	1	3
108	мы видели также	1	3
109	бы то ни	3	3
110	говорит об этом	1	3
111	сих пор не	1	3
112	таким образом в	2	3
113	в противоречие с	1	3
114	мы обратимся к	1	3
115	она не знает	1	3
116	что в некоторых	1	3
117	еще ничего не	1	3
118	мы знаем о	1	3
119	а может быть	1	2
120	но и по	1	2
121	ту роль которую	1	2
122	все больше и	1	2
123	в себя и	1	2
124	они и не	1	2
125	в самом деле	10	2
126	быть не может	1	2
127	далеко не всегда	3	2
128	она не может	1	2
129	но этим дело	1	2
130	в таком случае	4	2
131	а именно что	1	2
132	сам по себе	4	2
133	видим таким образом	1	2
134	в особенности в	1	2
135	ничего общего с	1	2
136	знаем что он	1	2
137	и таким образом	1	2
138	много лет тому	1	2
139	но в чем	1	2
140	что это не	1	2
141	же как он	1	2
142	можно сказать о	1	2
143	самом же деле	2	2
144	на самом же	2	2
145	все это не	1	2
146	из того что	1	2
147	и входит в	1	2
148	уже не может	1	2
149	должны прежде всего	2	2
150	наступления половой зрелости	2	2
151	еще на одну	1	2
152	могут быть объяснены	1	2
153	но в целом	1	2
154	на первый план	4	2
155	к тому чтобы	3	2
156	то что как	1	2
157	и один из	1	2
158	данном случае в	1	2
159	и всей той	1	2
160	же относится к	1	2
161	на другую сторону	1	2
162	этим же объясняется	1	2
163	большую роль в	1	2
164	и не могут	1	2
165	не могут быть	4	2
166	в связь с	2	2
167	знаем что это	1	2
168	и она не	1	2
169	и в нем	1	2
170	мы должны прежде	2	2
171	может быть и	6	2
172	может быть это	2	2
173	это уже не	1	2
174	больше и больше	1	2
175	и на более	1	2
176	вовсе не в	2	2
177	в чем состоит	1	2
178	это не может	1	2
179	на вопрос о	1	2
180	то мы имеем	1	2
181	том что она	2	2
182	мы должны признать	1	2
183	так и с	1	2
184	как мы видим	1	2
185	лет тому назад	1	2
186	это один из	1	2
187	и прежде всего	7	2
188	из них не	1	2
189	заранее обречены на	1	2
190	и те же	1	2
191	то же явление	1	2
192	и не может	3	2
193	шире и глубже	1	2
194	другими словами мы	1	2
195	в свою очередь	4	2
196	же мы имеем	1	2
197	и др в	1	2
198	равно как и	2	2
199	он не только	2	2
200	мы не знаем	1	2
201	его в себя	1	2
202	и той же	3	2
203	ничего не говорит	1	2
204	чтобы ответить на	1	2
205	в тех же	1	2
206	хотя и не	1	2
207	ответ на этот	1	2
