N	3gram	Ircho_Kome	FransuaR
1	то же время	5	55
2	в то же	5	55
3	как мы уже	1	28
4	в том что	13	27
5	в том числе	4	27
6	до сих пор	3	27
7	в большинстве случаев	2	22
8	в этом отношении	3	20
9	для того чтобы	3	17
10	том числе и	1	17
11	о том что	6	17
12	в связи с	3	16
13	большей или меньшей	1	16
14	как мы видели	1	16
15	но и в	2	15
16	и прежде всего	1	14
17	с одной стороны	5	13
18	в той же	2	13
19	с другой стороны	6	12
20	в отличие от	3	11
21	той или иной	1	10
22	как и в	2	10
23	до наших дней	1	10
24	в данном случае	1	10
25	в значительной степени	1	10
26	в конце концов	4	10
27	не только в	1	10
28	по отношению к	5	9
29	так и в	1	9
30	таким образом в	2	8
31	более или менее	1	8
32	на протяжении всего	3	8
33	после того как	3	8
34	в то время	8	7
35	в чем же	1	7
36	можно было бы	3	7
37	на первый план	1	7
38	в отрыве от	1	7
39	подобно тому как	1	7
40	до нас дошли	1	6
41	к тому же	12	6
42	но все же	1	6
43	и все остальные	1	6
44	и во всех	1	6
45	за то что	4	6
46	в этой же	2	6
47	в новое время	2	6
48	с самого начала	2	6
49	и в литературе	1	6
50	в применении к	1	5
51	протяжении всего средневековья	1	5
52	то же самое	2	5
53	в одной из	1	5
54	по сравнению с	1	5
55	во всяком случае	4	5
56	и тот же	1	5
57	и его современников	3	5
58	в том же	1	5
59	в первом случае	1	5
60	в это время	3	5
61	и вовсе не	1	5
62	то что в	1	4
63	имеет в виду	1	4
64	том что в	1	4
65	дошедших до нас	4	4
66	в одном из	4	4
67	связи с этим	1	4
68	так же как	1	4
69	во второй половине	3	4
70	в самом начале	3	4
71	что и в	2	4
72	но прежде всего	1	4
73	в нем не	1	4
74	это вовсе не	1	4
75	но он не	1	4
76	мы находим в	1	4
77	и в самом	1	4
78	до нас не	1	4
79	поэтому и в	1	3
80	его современников и	1	3
81	и все это	1	3
82	у него в	1	3
83	друг от друга	2	3
84	в его творчестве	1	3
85	смысле этого слова	1	3
86	можно говорить о	1	3
87	и у других	1	3
88	со всех сторон	1	3
89	дошедшие до нас	1	3
90	вместе с тем	4	3
91	веке нашей эры	1	3
92	как мы знаем	1	3
93	до конца в	1	3
94	в целом ряде	1	3
95	как один из	1	3
96	так и на	1	3
97	как и во	1	3
98	что все это	1	3
99	из самых замечательных	1	3
100	в этом смысле	2	3
101	имеется в виду	1	3
102	далеко за пределы	1	3
103	именно потому что	2	3
104	те и другие	1	3
105	бы то ни	4	3
106	и в том	1	3
107	в разной степени	1	3
108	в конце xv	1	3
109	так и не	1	3
110	не что иное	1	3
111	в сущности и	1	3
112	что в нем	1	3
113	и те и	1	3
114	что иное как	1	3
115	в предисловии к	1	3
116	может быть в	1	2
117	но и не	1	2
118	мы уже знаем	1	2
119	едой и питьем	1	2
120	при этом что	2	2
121	не представляется возможным	1	2
122	в коем случае	1	2
123	площадях и улицах	1	2
124	сам по себе	1	2
125	мы встречаем в	1	2
126	но при этом	1	2
127	из них в	1	2
128	и по своей	1	2
129	он не мог	1	2
130	другой стороны в	1	2
131	что это не	1	2
132	во всех других	1	2
133	то ни было	4	2
134	то что он	2	2
135	между людьми и	1	2
136	видеть в нем	2	2
137	не мог не	1	2
138	так как он	1	2
139	в любовных делах	1	2
140	да и в	1	2
141	в основе его	1	2
142	но уже в	1	2
143	то время когда	1	2
144	никто не может	1	2
145	хотя бы в	1	2
146	на площадях и	1	2
147	мы можем судить	2	2
148	что уже в	1	2
149	же что и	1	2
150	сих пор не	1	2
151	как он был	2	2
152	но ни в	1	2
153	о том насколько	2	2
154	и не только	1	2
155	ни в коем	1	2
156	ближе всего к	1	2
157	в его произведениях	1	2
158	каждый из них	2	2
159	и особенно в	1	2
160	для этой цели	2	2
161	у своего отца	1	2
162	что у него	3	2
163	и вот в	1	2
164	же время он	1	2
165	не имеет значения	1	2
166	что одна из	1	2
167	в так называемой	1	2
168	в тех же	3	2
169	дело доходит до	1	2
170	мы найдем в	1	2
171	и та же	1	2
172	в нашу задачу	1	2
173	сих пор остается	1	2
174	том что он	4	2
175	же как и	1	2
176	одна и та	1	2
177	внешнее и внутреннее	1	2
178	женщин и детей	1	2
179	и его современники	1	2
180	в другом случае	1	2
181	большинстве случаев не	1	2
182	во время этой	1	2
183	и самый характер	1	2
184	потому что они	1	2
185	сильных мира сего	1	1
186	задачу не входит	1	1
187	выходит далеко за	1	1
188	в год и	1	1
189	как будто бы	1	1
190	были заново открыты	1	1
191	ни в малейшей	1	1
192	мы не находим	1	1
193	многие из этих	1	1
194	в соответствии с	2	1
195	и в следующем	1	1
196	о его значении	1	1
197	было бы сравнить	1	1
198	античного мира в	1	1
199	то что не	1	1
200	но все эти	1	1
201	мы не найдем	1	1
202	в течение всего	1	1
203	до эпохи возрождения	1	1
204	за собой и	1	1
205	повлек за собой	1	1
206	дошли до нас	1	1
207	и все прочее	1	1
208	соответствии с этим	1	1
209	вместе с ними	1	1
210	брань по адресу	1	1
211	по своему содержанию	1	1
212	идет в этой	1	1
213	именно в этой	1	1
214	в разговоре с	1	1
215	от земли и	1	1
216	в обоих случаях	3	1
217	чтобы убедиться в	1	1
218	каждого из этих	1	1
219	более широкие перспективы	1	1
220	и таким образом	2	1
221	весьма значительное место	1	1
222	в чем не	1	1
223	не в отрыве	1	1
224	а затем и	2	1
225	и ближайших потомков	1	1
226	нашу задачу не	1	1
227	здесь мы встречаем	2	1
228	на этот раз	5	1
229	г как мы	1	1
230	половине vii века	1	1
231	оно все же	1	1
232	к этому времени	3	1
233	знаешь ли ты	1	1
234	других менее известных	1	1
235	в хронологическом порядке	2	1
236	речь шла о	1	1
237	в тех случаях	1	1
238	который в своем	1	1
239	к земле и	1	1
240	может и не	1	1
241	один из первых	1	1
242	в этих словах	1	1
243	платона и других	1	1
244	чуть ли не	2	1
245	в подземное царство	1	1
246	и во всяком	1	1
247	больше того на	1	1
248	и в силу	2	1
249	это время и	1	1
250	отношению к людям	1	1
251	и мира в	1	1
252	было бы однако	1	1
253	в этом же	2	1
254	как это было	1	1
255	вместе со своим	1	1
256	только один человек	1	1
257	и в дальнейшем	1	1
258	между небом и	2	1
259	а между тем	1	1
260	они так же	1	1
261	как составная часть	1	1
262	концы с концами	1	1
263	в этой комедии	4	1
264	не всегда можно	1	1
265	нет никаких оснований	1	1
266	и к тому	1	1
267	одном из своих	1	1
268	тем более что	1	1
269	котором каждый из	1	1
270	одной из этих	1	1
271	никаких оснований предполагать	1	1
272	изображен в виде	1	1
273	в одном случае	1	1
274	у того же	1	1
275	в бытовом плане	1	1
276	в достаточной степени	1	1
277	него самого и	1	1
278	из этих элементов	1	1
279	и в мыслях	1	1
280	во ii веке	1	1
281	до нашей эры	1	1
282	заимствует у других	1	1
283	какое влияние оказали	1	1
284	еще в одном	1	1
285	древняя аттическая комедия	2	1
286	ему надо было	1	1
287	основе его лежит	1	1
288	в первую очередь	5	1
289	ни в одном	2	1
290	том что они	1	1
291	что из них	1	1
292	том случае если	1	1
293	и на его	1	1
294	и с этой	2	1
295	он действует в	1	1
296	как вы думаете	1	1
297	что у нее	1	1
298	но там они	1	1
299	ни в чем	1	1
300	во всех отношениях	1	1
301	потому что по	1	1
302	сводится к тому	1	1
303	этого нет и	1	1
304	свое завершение в	1	1
305	что он не	2	1
306	но в более	1	1
307	как было сказано	1	1
308	если они не	1	1
309	время от времени	1	1
310	как раз на	1	1
311	и не менее	1	1
312	не один раз	1	1
313	тирсо де молина	1	1
314	бы сравнить с	1	1
315	они и в	1	1
316	только в условиях	1	1
317	в эти годы	2	1
318	из дошедших до	1	1
319	именно к этому	1	1
320	своего времени а	1	1
321	в борьбе с	1	1
322	и еще более	1	1
323	из наиболее ярких	1	1
324	обстоит дело с	1	1
325	независимо от того	3	1
326	которым он действует	1	1
327	был одним из	1	1
328	тем не менее	2	1
329	в начале нашего	1	1
330	как бы центром	1	1
331	но это вовсе	1	1
332	было устроено пиршество	1	1
333	в том случае	1	1
334	современников и ближайших	1	1
335	была найдена в	1	1
336	в зависимости от	1	1
337	бросается в глаза	1	1
338	во время осады	1	1
339	а вслед за	1	1
340	само по себе	1	1
341	в один из	1	1
342	иногда в них	1	1
343	тому же в	5	1
344	до нас в	1	1
345	это было в	1	1
346	в этой пьесе	1	1
347	так и более	1	1
348	из них не	1	1
349	и у него	1	1
350	ни с кем	1	1
351	состоит в том	1	1
352	в частности в	2	1
353	в высшей степени	1	1
354	к участию в	1	1
355	могла бы быть	1	1
356	к самому существу	1	1
357	в наше время	1	1
358	если бы и	1	1
359	с тех пор	1	1
