N	2gram	Losev_Dial	Hudozhes
1	в качестве	1	31
2	то есть	1	26
3	в мире	2	24
4	и в	34	23
5	не только	35	20
6	в том	17	20
7	при этом	7	19
8	может быть	30	19
9	в частности	3	18
10	и не	50	16
11	тогда как	1	15
12	но и	14	14
13	а не	39	13
14	но не	3	13
15	а в	3	13
16	в себе	8	13
17	в этом	14	12
18	то же	9	12
19	так и	11	12
20	и его	8	12
21	как бы	19	11
22	точки зрения	43	11
23	в его	6	11
24	но в	3	10
25	в душе	1	9
26	или иной	4	9
27	том что	18	9
28	с другой	5	9
29	не сводится	1	9
30	в искусстве	1	9
31	не в	11	9
32	не может	29	9
33	особого рода	3	8
34	себя в	3	8
35	в то	9	8
36	что в	12	7
37	в самом	9	7
38	только в	10	7
39	в своей	4	7
40	в основе	6	7
41	же время	5	7
42	в отличие	1	7
43	отличие от	2	7
44	я и	2	7
45	как это	8	7
46	по своей	1	7
47	отношение к	1	7
48	другой стороны	4	6
49	более или	1	6
50	уже не	9	6
51	можно сказать	5	6
52	с ее	10	6
53	с его	7	6
54	мы имеем	3	6
55	в ее	5	6
56	или менее	1	6
57	в нем	7	6
58	ни в	20	5
59	в виду	12	5
60	не на	7	5
61	мыслится как	1	5
62	не предполагает	2	5
63	конечном счете	1	5
64	что он	18	5
65	не менее	11	5
66	не является	1	5
67	того чтобы	1	5
68	для того	4	5
69	со стороны	5	5
70	я с	2	5
71	как к	2	5
72	для него	4	5
73	того что	22	5
74	прежде всего	20	5
75	с другими	1	5
76	в их	2	5
77	в конечном	1	5
78	или иначе	2	5
79	между ними	1	5
80	той или	3	5
81	тем самым	3	5
82	то что	25	5
83	могут быть	5	5
84	место в	2	5
85	во втором	1	4
86	для себя	2	4
87	без исключения	1	4
88	так или	2	4
89	например в	3	4
90	отношения к	4	4
91	в слове	3	4
92	еще не	7	4
93	в данном	6	4
94	сознания в	2	4
95	говорить о	13	4
96	сказать что	7	4
97	к которому	1	4
98	в своем	7	4
99	к тому	4	4
100	во времени	1	4
101	или иным	1	4
102	на почве	1	4
103	и то	7	4
104	это не	13	4
105	в отношении	1	4
106	его в	2	4
107	не знает	4	4
108	и как	13	4
109	в этих	3	4
110	так в	2	4
111	в себя	4	4
112	а только	2	4
113	того или	6	4
114	личности в	9	4
115	он не	8	4
116	и тем	3	4
117	и что	21	4
118	далеко не	1	4
119	со своей	1	4
120	и о	9	4
121	однако в	1	4
122	искусства но	1	4
123	в силу	5	4
124	или иного	3	4
125	хотя и	9	4
126	и к	5	3
127	и на	6	3
128	с этой	7	3
129	даже в	1	3
130	была бы	5	3
131	о чем	2	3
132	подобно тому	5	3
133	если бы	10	3
134	и сам	1	3
135	есть в	4	3
136	а именно	7	3
137	в романе	1	3
138	в жизни	4	3
139	имеет место	1	3
140	как и	14	3
141	их в	2	3
142	никто не	4	3
143	себя и	3	3
144	тем не	10	3
145	художественное произведение	1	3
146	в противоположность	3	3
147	к нему	4	3
148	потому что	21	3
149	одной стороны	3	3
150	искусства и	1	3
151	как совокупность	1	3
152	отношении к	1	3
153	в одном	3	3
154	имеем в	1	3
155	мог бы	2	3
156	во всей	1	3
157	от себя	5	3
158	из этих	5	3
159	и для	5	3
160	он должен	3	3
161	таким образом	14	3
162	человека к	1	3
163	по преимуществу	2	3
164	с одной	4	3
165	с точки	25	3
166	как раз	11	3
167	все прочие	1	3
168	внешнего мира	1	3
169	и притом	10	3
170	связи с	3	3
171	но он	3	3
172	объекта и	1	3
173	в таком	15	3
174	в контексте	1	3
175	как говорит	1	3
176	в связи	3	3
177	по своему	2	3
178	во всех	2	3
179	тому как	5	3
180	личности и	15	3
181	субъекта и	5	3
182	в которой	1	3
183	не будет	5	3
184	одно и	6	3
185	говоря о	3	3
186	в пределах	1	3
187	этом смысле	1	3
188	что можно	2	3
189	тот или	2	3
190	одного и	1	3
191	и прежде	6	3
192	в культуре	1	3
193	и ее	8	3
194	поскольку не	1	2
195	ведет к	1	2
196	более не	2	2
197	и который	1	2
198	о жизни	1	2
199	с ним	3	2
200	строго говоря	2	2
201	из которых	4	2
202	не как	1	2
203	одно из	8	2
204	по себе	31	2
205	в них	6	2
206	оно не	7	2
207	этой точки	4	2
208	самом деле	7	2
209	на мир	1	2
210	заключается в	3	2
211	на свою	1	2
212	все эти	4	2
213	именно в	5	2
214	в порядке	1	2
215	субъект и	2	2
216	с ними	3	2
217	как в	2	2
218	говоря и	1	2
219	жизни в	1	2
220	отличается от	9	2
221	у одного	1	2
222	в известном	1	2
223	которая не	2	2
224	в каком	9	2
225	к другому	2	2
226	своей жизни	1	2
227	о том	11	2
228	в аспекте	1	2
229	при всем	5	2
230	при всей	1	2
231	это и	12	2
232	еще и	2	2
233	ни к	3	2
234	при условии	5	2
235	не могли	1	2
236	своей природе	1	2
237	совпадает с	2	2
238	не всегда	3	2
239	не сама	3	2
240	слова и	1	2
241	и больше	5	2
242	для меня	2	2
243	не могло	1	2
244	или иных	2	2
245	речь идет	1	2
246	вслед за	1	2
247	и это	12	2
248	превращается в	6	2
249	не вполне	2	2
250	так же	7	2
251	в глаза	1	2
252	об этом	8	2
253	должен быть	1	2
254	я думаю	2	2
255	на наших	1	2
256	с самим	1	2
257	видим в	1	2
258	если мы	5	2
259	в нашем	1	2
260	имеем дело	2	2
261	нечто в	1	2
262	реализуется в	1	2
263	для понимания	1	2
264	одна из	4	2
265	здесь не	2	2
266	коем случае	4	2
267	на котором	2	2
268	он и	3	2
269	не просто	20	2
270	в самой	1	2
271	только о	4	2
272	начало и	2	2
273	никогда не	9	2
274	и по	2	2
275	этого термина	1	2
276	жизни но	1	2
277	бы то	3	2
278	то в	5	2
279	но на	2	2
280	этих двух	1	2
281	основе своей	1	2
282	в коем	4	2
283	одной из	3	2
284	наших глазах	1	2
285	несмотря на	2	2
286	но от	1	2
287	ни было	1	2
288	личности как	1	2
289	что такое	25	2
290	ее в	3	2
291	все это	13	2
292	что и	8	2
293	или иную	1	2
294	что каждый	1	2
295	с их	4	2
296	таком случае	11	2
297	слова не	1	2
298	у него	2	2
299	даже самая	1	2
300	или в	4	2
301	и более	1	2
302	не от	2	2
303	что она	13	2
304	сама по	11	2
305	тому что	5	2
306	случае не	4	2
307	я не	11	2
308	личности с	3	2
309	мира и	3	2
310	к своему	1	2
311	в целую	1	2
312	только и	3	2
313	потребности и	1	2
314	в сторону	1	2
315	в чем	11	2
316	делает его	1	2
317	это тоже	2	2
318	вовсе не	18	2
319	подобных случаях	1	2
320	вопрос что	1	2
321	тем более	5	2
322	а для	2	2
323	проявляет себя	1	2
324	и потому	6	2
325	только лишь	3	2
326	о себе	2	2
327	но как	3	2
