N	3gram	Tiupa_Hudo	Russkaja
1	друг с другом	1	14
2	то же время	11	10
3	в то же	11	10
4	с точки зрения	5	9
5	в том что	15	7
6	на самом деле	1	6
7	во всяком случае	1	6
8	для того чтобы	2	6
9	а между тем	3	5
10	до сих пор	3	5
11	в том случае	2	4
12	не может быть	5	4
13	на то что	2	4
14	к тому чтобы	1	4
15	более или менее	1	4
16	бы то ни	1	4
17	во что бы	1	3
18	что бы то	1	3
19	той или иной	1	3
20	в конце концов	1	3
21	можно было бы	5	3
22	в данном случае	3	3
23	в этом случае	1	3
24	и то что	1	3
25	не может не	1	3
26	том случае если	2	3
27	то ни стало	1	3
28	что он не	3	2
29	лишь в том	1	2
30	с самим собой	1	2
31	в том и	1	2
32	того или иного	4	2
33	противоречие с самим	1	2
34	точно так же	1	2
35	в противоречие с	2	2
36	которой он сам	1	2
37	о том что	14	2
38	только в том	4	2
39	в себе и	1	2
40	к тому что	8	2
41	и не будет	1	2
42	друг от друга	2	2
43	в настоящее время	1	2
44	она не может	1	2
45	о том чтобы	1	2
46	своей жизни в	2	1
47	прежде всего о	1	1
48	ни у кого	1	1
49	не хочется думать	1	1
50	но при этом	3	1
51	таком взгляде на	1	1
52	в самом деле	5	1
53	и в жизни	1	1
54	ли может быть	1	1
55	за то что	1	1
56	этом и состоит	1	1
57	дело в том	1	1
58	не только для	2	1
59	но в то	3	1
60	речь идет о	2	1
61	ни одна не	1	1
62	свою судьбу в	1	1
63	но и от	1	1
64	мы уже знаем	2	1
65	уже знаем что	1	1
66	мы не знаем	1	1
67	том числе и	1	1
68	прежде всего на	1	1
69	до известной степени	1	1
70	так же как	2	1
71	только один из	1	1
72	без того чтобы	1	1
73	по отношению к	15	1
74	только для того	1	1
75	не только от	1	1
76	прежде всего в	1	1
77	как путь к	1	1
78	точки зрения в	1	1
79	в остальное время	1	1
80	заключается в том	1	1
81	а в том	1	1
82	и в других	1	1
83	несмотря на то	1	1
84	с самого начала	1	1
85	и то и	1	1
86	в его жизни	2	1
87	и что в	1	1
88	таит в себе	1	1
89	заключает в себе	1	1
90	она могла бы	1	1
91	на первый взгляд	1	1
92	что не только	1	1
93	в связи с	3	1
94	то же самое	3	1
95	и все же	1	1
96	к одному из	1	1
97	сбросить с себя	1	1
98	в том числе	1	1
99	тем не менее	6	1
100	жизни перед нами	1	1
101	но все же	2	1
102	того и другого	1	1
103	с ним в	1	1
104	к той или	1	1
105	в этом отношении	4	1
106	нельзя упускать из	1	1
107	перед нами не	1	1
108	в свою очередь	1	1
109	и для чего	1	1
110	в этом и	2	1
111	то все они	1	1
112	в значительной степени	3	1
113	при таком взгляде	1	1
114	к себе и	2	1
115	то и другое	2	1
116	тот или иной	1	1
117	но и для	2	1
118	с нею в	1	1
119	состоит в том	3	1
120	сводится к тому	1	1
121	и в этом	3	1
122	приносится в жертву	1	1
123	тем в этом	1	1
