N	4gram	Bakhtin_Pr	StatiiOP
1	дело в том что	2	9
2	в то же время	8	9
3	пушкина в борисе годунове	1	3
4	одним и тем же	1	3
5	состоит в том что	1	2
6	в том числе и	13	2
7	и в то же	3	2
8	но в то же	3	2
9	все более и более	1	2
10	и в конце концов	1	2
11	что мы имеем в	1	2
12	в той или иной	1	2
13	писателей xviii и xix	1	1
14	с нашей точки зрения	1	1
15	до сих пор еще	2	1
16	до сих пор они	1	1
17	что с точки зрения	1	1
18	то же время оно	1	1
19	говорят одним и тем	1	1
20	в исторической действительности и	1	1
21	отрывок из того же	1	1
22	то что он не	1	1
23	может быть даже и	1	1
24	можно даже сказать что	1	1
25	нам кажется что в	1	1
26	до сих пор в	1	1
27	одной и той же	1	1
28	во всей мировой литературе	2	1
29	и тем же языком	1	1
30	и тот и другой	1	1
31	одно и то же	1	1
32	но в большинстве случаев	1	1
33	с другой стороны и	1	1
34	но дело в том	1	1
35	другом произведении пушкина в	1	1
36	одному и тому же	2	1
37	с точки зрения своей	1	1
38	мы имеем дело с	1	1
39	по мере того как	1	1
