N	2gram	Propp_Isto	Sovremen
1	не может	19	17
2	может быть	19	12
3	точки зрения	4	12
4	таким образом	15	11
5	мы не	10	9
6	в каждом	1	8
7	в этом	19	7
8	и в	41	7
9	не можем	3	7
10	мы можем	11	6
11	в результате	1	6
12	только одна	2	6
13	как и	8	6
14	ничего не	7	6
15	и не	12	6
16	с точки	1	5
17	прежде всего	6	5
18	что же	2	5
19	все эти	8	5
20	в условиях	1	5
21	и наконец	6	5
22	в дальнейшем	3	4
23	а в	12	4
24	так как	21	4
25	вопрос о	6	4
26	это не	14	4
27	не только	30	4
28	мы должны	7	4
29	как бы	8	4
30	если мы	1	4
31	в зависимости	3	4
32	их в	3	4
33	жизни и	3	4
34	вместе с	17	4
35	в целом	2	4
36	в том	14	4
37	зависимости от	4	4
38	из них	2	4
39	мы видели	17	4
40	и к	1	3
41	и потому	1	3
42	видели что	4	3
43	на этой	1	3
44	когда мы	2	3
45	уже в	4	3
46	то же	12	3
47	при этом	7	3
48	можем назвать	1	3
49	не в	12	3
50	а не	9	3
51	для нас	8	3
52	все это	9	3
53	как он	11	3
54	в одном	2	3
55	у нас	4	3
56	а все	1	3
57	в конце	4	3
58	так называемых	1	3
59	в наших	1	3
60	может выполнить	1	3
61	было бы	4	3
62	у всех	1	3
63	в этой	2	3
64	из двух	1	3
65	он в	4	3
66	и все	6	3
67	в себе	3	3
68	следующим образом	4	3
69	ясно что	2	3
70	что она	6	3
71	он может	4	3
72	одна из	7	3
73	все же	14	3
74	в области	3	3
75	отличается от	4	3
76	между собой	1	3
77	в нем	12	3
78	но мы	3	3
79	но в	7	3
80	еще не	13	3
81	с этим	3	2
82	что в	21	2
83	этих двух	1	2
84	тем не	4	2
85	в самом	2	2
86	дает нам	3	2
87	мы видим	14	2
88	и что	15	2
89	отличие от	1	2
90	друг с	1	2
91	которой он	3	2
92	ее на	5	2
93	и пр	2	2
94	то и	6	2
95	самый вопрос	1	2
96	с одной	12	2
97	в свою	1	2
98	из этих	6	2
99	в его	4	2
100	во всяком	3	2
101	не будем	2	2
102	мы знаем	4	2
103	не дает	1	2
104	еще более	1	2
105	можно назвать	1	2
106	то ни	1	2
107	что это	6	2
108	еще мало	1	2
109	что при	3	2
110	через некоторое	1	2
111	быть и	1	2
112	в некоторых	2	2
113	только одну	1	2
114	из которых	3	2
115	что такое	2	2
116	может иметь	1	2
117	если же	1	2
118	на его	6	2
119	в науке	1	2
120	рот и	1	2
121	в третьем	1	2
122	у него	16	2
123	для его	1	2
124	не могут	3	2
125	в виде	5	2
126	а на	2	2
127	и даже	3	2
128	как известно	1	2
129	самом деле	1	2
130	в которой	2	2
131	но все	5	2
132	явления на	1	2
133	некоторое время	2	2
134	необходимо отметить	1	2
135	же самое	1	2
136	как мы	6	2
137	тем же	1	2
138	и во	1	2
139	могут быть	3	2
140	в таком	1	2
141	развития но	1	2
142	уже не	8	2
143	и есть	2	2
144	и они	2	2
145	что все	1	2
146	и именно	1	2
147	на этот	4	2
148	такой же	3	2
149	но очень	1	2
150	не менее	5	2
151	же мы	6	2
152	приводит к	1	2
153	и по	7	2
154	может дать	1	2
155	на котором	3	2
156	с другом	1	2
157	из одного	3	2
158	в один	2	2
159	каждого из	1	2
160	знаем что	5	2
161	тот же	2	2
162	пока наконец	1	2
163	мы с	1	2
164	всяком случае	3	2
165	причем эти	1	1
166	во всех	8	1
167	можно наблюдать	2	1
168	все они	1	1
169	бы то	1	1
170	которые в	3	1
171	совершенно иными	1	1
172	они все	2	1
173	и конкретную	1	1
174	именно к	1	1
175	его и	1	1
176	этом случае	4	1
177	в свое	3	1
178	объяснение этого	1	1
179	каждый элемент	1	1
180	их еще	1	1
181	этого явления	1	1
182	искать в	1	1
183	влечет за	1	1
184	то он	2	1
185	человека в	1	1
186	но как	4	1
187	и живой	1	1
188	этот результат	1	1
189	это во	1	1
190	в данном	8	1
191	это конечно	2	1
192	до сих	4	1
193	все его	3	1
194	что задача	4	1
195	он уже	1	1
196	еще раз	1	1
197	и более	2	1
198	то этим	2	1
199	та же	5	1
200	вытекает из	2	1
201	не доказывают	1	1
202	мы постараемся	1	1
203	и иначе	1	1
204	в действительности	2	1
205	полно но	1	1
206	все три	1	1
207	его мнению	1	1
208	от его	2	1
209	что иное	2	1
210	которых в	1	1
211	предыдущей главе	1	1
212	видим что	4	1
213	данном случае	7	1
214	и красота	1	1
215	в очень	3	1
216	к вечеру	1	1
217	ли это	1	1
218	не имеют	3	1
219	связи с	3	1
220	например у	1	1
221	здесь нет	4	1
222	в самый	1	1
223	этот процесс	1	1
224	если в	3	1
225	очень часто	3	1
226	многочисленные случаи	1	1
227	указать на	1	1
228	должно быть	1	1
229	мы уже	10	1
230	к области	1	1
231	это как	2	1
232	такую же	1	1
233	несколько слов	1	1
234	человек и	1	1
235	где это	2	1
236	в первый	1	1
237	его с	2	1
238	она не	3	1
239	наших целей	1	1
240	на ее	1	1
241	она в	4	1
242	но еще	1	1
243	ним и	1	1
244	ряд в	1	1
245	что уже	1	1
246	единства в	1	1
247	одной стороны	12	1
248	на другой	2	1
249	на друга	2	1
250	она всегда	1	1
251	условий в	1	1
252	и другую	2	1
253	одна и	1	1
254	мы имеем	27	1
255	и у	3	1
256	для наших	1	1
257	в другом	2	1
258	сложное и	1	1
259	совсем не	1	1
260	потом и	1	1
261	том как	3	1
262	мы всегда	1	1
263	объяснение не	1	1
264	в ней	4	1
265	которых он	2	1
266	на ней	5	1
267	друг на	2	1
268	ни было	1	1
269	что эта	1	1
270	мы опять	1	1
271	на куски	1	1
272	это значит	3	1
273	хотя и	3	1
274	вражда к	1	1
275	с другой	20	1
276	и тогда	1	1
277	а это	1	1
278	в этот	1	1
279	с ним	9	1
280	он не	8	1
281	кроме того	6	1
282	раз мы	1	1
283	и из	2	1
284	имеет с	1	1
285	за собой	2	1
286	и той	1	1
287	совершенно достаточно	1	1
288	но тем	2	1
289	не будет	6	1
290	она дает	1	1
291	те же	2	1
292	между двумя	2	1
293	ей не	1	1
294	а затем	1	1
295	как у	2	1
296	увидим что	2	1
297	и вся	1	1
298	было совершенно	1	1
299	только на	2	1
300	но они	4	1
301	пока не	1	1
302	и их	1	1
303	всего мы	1	1
304	том поле	1	1
305	все что	4	1
306	обратном порядке	1	1
307	не приходится	1	1
308	и та	1	1
309	для своего	1	1
310	если нет	1	1
311	для объяснения	3	1
312	и при	2	1
313	в известном	1	1
314	узнаем здесь	1	1
315	силы в	1	1
316	здесь в	1	1
317	на которой	1	1
318	только тот	1	1
319	может развиться	1	1
320	сколько угодно	1	1
321	совершенно так	1	1
322	можно было	3	1
323	xix века	1	1
324	и наиболее	1	1
325	этим вопросом	1	1
326	ни в	4	1
327	делится на	1	1
328	и от	5	1
329	в начале	2	1
330	нами в	2	1
331	его таким	1	1
332	этом направлении	1	1
333	по отношению	3	1
334	еще в	3	1
