N	3gram	Berdyaev_M	Marksizm
1	с точки зрения	1	46
2	не может быть	22	25
3	в самом деле	1	19
4	по отношению к	4	15
5	в том что	3	14
6	и не может	2	12
7	в высшей степени	4	12
8	для того чтобы	4	11
9	до сих пор	5	11
10	в отличие от	1	10
11	в отношении к	3	8
12	может быть и	2	8
13	смысле этого слова	1	7
14	на то что	1	6
15	на самом деле	1	6
16	во всяком случае	1	6
17	одни и те	1	5
18	к тому что	1	5
19	и те же	2	5
20	в этом отношении	1	5
21	в зависимости от	1	4
22	в нем нет	1	4
23	быть и речи	1	4
24	о том что	3	4
25	у нас не	2	4
26	том что он	1	4
27	не только в	2	3
28	хотя бы и	2	3
29	все более и	1	3
30	в конце концов	3	3
31	между этими двумя	1	3
32	не могут быть	2	3
33	в значительной степени	2	3
34	и речи о	1	3
35	а не в	4	3
36	и в этом	1	3
37	но и в	4	3
38	выходят за пределы	1	3
39	и той же	2	3
40	более и более	1	3
41	может быть непосредственно	1	3
42	не было бы	5	3
43	можно было бы	1	3
44	одной и той	2	3
45	лежит в основе	1	3
46	что он не	3	2
47	в этом направлении	1	2
48	а не к	2	2
49	– все это	1	2
50	к одному знаменателю	1	2
51	между тем как	2	2
52	возможно лишь в	1	2
53	сама по себе	1	2
54	а не только	3	2
55	и в том	1	2
56	для него как	1	2
57	к нему и	1	2
58	от того что	4	2
59	а иногда и	1	2
60	и тогда когда	1	2
61	как и в	2	2
62	а следовательно и	1	2
63	только в этом	1	2
64	на почве этого	1	2
65	во всех своих	1	2
66	и та же	2	2
67	как и все	1	2
68	так же как	1	2
69	он не знает	2	2
70	есть прежде всего	4	2
71	же как и	1	2
72	с тем что	3	2
73	одна и та	2	2
74	и в самом	3	2
75	в нем и	1	2
76	существуют лишь в	1	2
77	это и есть	7	2
78	прежде всего в	2	2
79	нет и не	1	2
80	и он сам	1	1
81	и добро и	1	1
82	трудно бывает определить	1	1
83	не может отказаться	1	1
84	к нему не	1	1
85	но ведь как	1	1
86	как и во	2	1
87	а может быть	1	1
88	бы и не	1	1
89	это не значит	2	1
90	социальной среды и	1	1
91	не было в	1	1
92	бы он ни	1	1
93	том что это	1	1
94	для этого необходимо	2	1
95	что это –	1	1
96	только и возможно	1	1
97	в нем не	2	1
98	никогда не будет	1	1
99	атмосфера в которой	1	1
100	находятся в состоянии	1	1
101	и других представителей	1	1
102	на том что	1	1
103	человека не есть	1	1
104	по сравнению с	2	1
105	прежде всего –	1	1
106	для него не	2	1
107	личности он –	1	1
108	точки зрения так	1	1
109	и на этом	2	1
110	он не может	2	1
111	был бы не	1	1
112	– принадлежит к	1	1
113	это не есть	1	1
114	и там и	6	1
115	по природе своей	2	1
116	потому она может	1	1
117	но и он	1	1
118	как бы не	2	1
119	во втором случае	1	1
120	сам по себе	1	1
121	в себе самом	1	1
122	в иных случаях	1	1
123	что он сам	1	1
124	хотя и в	1	1
125	во многих отношениях	1	1
126	он ничего не	1	1
127	у него было	1	1
128	там и здесь	6	1
129	сам же он	1	1
130	социальной среды в	1	1
131	том что все	1	1
132	или лучше сказать	1	1
133	даже и в	1	1
134	но также и	2	1
135	по ту сторону	1	1
136	становится в центре	1	1
137	значит конечно что	1	1
138	и по отношению	1	1
139	может быть названа	1	1
140	кровь от крови	3	1
141	одну и ту	1	1
142	и в основе	1	1
143	со свободой и	1	1
144	в наше время	1	1
145	друг на друга	1	1
146	имел в виду	1	1
147	что вопрос о	1	1
148	достоевский в дневнике	1	1
149	они не могут	1	1
150	все это не	1	1
151	это значит что	3	1
152	свет и на	1	1
153	мы еще вернемся	2	1
154	но и это	1	1
155	что он мог	1	1
156	что он был	1	1
157	и в этой	5	1
158	в каком это	1	1
159	только может быть	1	1
160	прежде всего как	1	1
161	и в себе	1	1
162	никогда не может	2	1
163	сих пор не	1	1
164	для него есть	1	1
165	нем нет ничего	1	1
166	не проникает в	1	1
167	но он не	3	1
168	и потому она	1	1
169	в ней нет	1	1
170	мужчины и женщины	4	1
171	и для него	2	1
172	от плоти и	3	1
173	вместе с тем	5	1
174	вообще не существует	1	1
175	друг друга не	1	1
176	в дневнике писателя	4	1
177	и должно быть	1	1
178	тем что в	1	1
179	и есть та	1	1
180	большое место в	1	1
181	что иное как	4	1
182	он не только	2	1
183	плоти и кровь	3	1
184	и ту же	1	1
185	же этот процесс	1	1
186	ней нет ничего	1	1
187	с одним из	1	1
188	не находит себе	1	1
189	и землю и	1	1
190	под ним не	1	1
191	добро и зло	2	1
192	в себе и	2	1
193	может быть лишь	1	1
194	на протяжении всей	1	1
195	и не было	2	1
196	он мог бы	1	1
197	для себя и	1	1
198	для других –	1	1
199	все внешнее –	1	1
200	непосредственно примыкает к	1	1
201	в то время	2	1
202	отношению к нему	1	1
203	и кровь от	3	1
204	в самой жизни	1	1
205	ли может быть	2	1
206	не что иное	4	1
207	нас не было	2	1
208	по преимуществу во	1	1
209	они не имеют	1	1
210	и найдет свое	1	1
211	он ни был	1	1
212	подобно тому как	2	1
213	так же не	1	1
214	во всех этих	1	1
215	всего может быть	1	1
216	не сам по	1	1
217	не значит конечно	1	1
218	видел в ней	1	1
219	с самим собой	1	1
220	природной и социальной	1	1
221	в обычном смысле	1	1
222	у него нет	4	1
223	того чтобы сделать	1	1
224	– говорит герой	1	1
225	в котором не	1	1
226	выходит за пределы	1	1
227	слова для него	1	1
228	тем что он	2	1
229	плоть от плоти	3	1
230	шаг вперед в	1	1
231	всего того что	1	1
232	друг для друга	2	1
233	так как они	1	1
234	а вовсе не	1	1
235	и потому в	1	1
236	не способен понять	1	1
237	и в нем	3	1
238	у достоевского и	3	1
239	но и сама	1	1
240	жизни и в	1	1
241	это прежде всего	1	1
242	до конца и	1	1
243	после того как	2	1
244	но не только	1	1
245	а не о	1	1
246	обычном смысле слова	1	1
