N	2gram	Propp_Isto	VLabPisa
1	таким образом	21	32
2	в этом	20	29
3	не только	17	26
4	и в	44	26
5	и т	39	25
6	может быть	31	23
7	во сне	5	21
8	и не	19	20
9	хотя бы	2	20
10	художественного творчества	1	19
11	т е	27	18
12	не может	10	17
13	в процессе	1	17
14	т д	36	16
15	в его	16	15
16	в том	13	15
17	в силу	7	14
18	все это	4	13
19	прежде всего	7	13
20	в качестве	13	12
21	в частности	9	12
22	как это	5	12
23	что в	18	11
24	с другой	11	11
25	из них	4	11
26	то же	9	10
27	не могут	2	10
28	о том	11	10
29	но и	16	10
30	по этому	1	10
31	и др	6	10
32	для него	2	9
33	об этом	6	9
34	к этому	5	9
35	могут быть	9	8
36	говорит и	1	8
37	другой стороны	10	8
38	только в	8	8
39	на основании	1	8
40	все эти	11	8
41	вместе с	26	8
42	том что	12	8
43	ни один	1	8
44	было бы	2	8
45	в своем	3	8
46	в основном	5	7
47	это не	8	7
48	говорит о	4	7
49	не было	2	7
50	по отношению	2	7
51	очевидно что	3	7
52	тому что	1	7
53	как и	12	7
54	их в	7	7
55	во всех	3	7
56	а не	5	7
57	то что	16	7
58	главным образом	2	7
59	отношению к	2	7
60	же в	3	7
61	в нем	10	7
62	из этих	5	7
63	один из	6	6
64	у него	7	6
65	все же	17	6
66	приводит к	2	6
67	это и	3	6
68	он же	2	6
69	в искусстве	1	6
70	не в	11	6
71	между тем	1	6
72	так и	9	6
73	в себе	1	6
74	в зависимости	1	6
75	и его	15	6
76	в то	5	6
77	утверждать что	2	5
78	даже в	4	5
79	в результате	1	5
80	в их	1	5
81	в них	3	5
82	связи с	10	5
83	одним из	4	5
84	как говорит	3	5
85	зависимости от	1	5
86	к тому	1	5
87	перед нами	2	5
88	не является	1	5
89	он говорит	1	5
90	на основе	1	5
91	вот почему	2	5
92	и при	3	5
93	в одном	2	5
94	в пределах	5	5
95	же время	1	5
96	как бы	4	5
97	в целом	4	5
98	сказать что	2	5
99	и есть	3	5
100	показывают что	8	5
101	никогда не	5	5
102	в самом	1	4
103	ее в	8	4
104	только что	3	4
105	в ее	4	4
106	можно сказать	2	4
107	что для	1	4
108	в этой	5	4
109	следующим образом	1	4
110	что все	4	4
111	что он	29	4
112	равно как	1	4
113	в виду	1	4
114	по существу	2	4
115	с тем	9	4
116	с ними	4	4
117	в своей	3	4
118	роль в	3	4
119	должен быть	2	4
120	с его	3	4
121	чем же	1	4
122	в связи	6	4
123	это только	2	4
124	когда он	7	4
125	же говорит	1	4
126	в нашей	2	4
127	них не	2	4
128	в сознании	1	4
129	из его	2	4
130	одна из	6	4
131	и подобных	1	4
132	можно утверждать	1	4
133	отнюдь не	1	4
134	во время	12	4
135	и ее	1	4
136	и к	3	3
137	что они	3	3
138	видели что	2	3
139	что оно	4	3
140	и он	9	3
141	что у	6	3
142	мы знаем	12	3
143	мы имеем	22	3
144	естественно что	1	3
145	того что	3	3
146	никак не	1	3
147	в комнату	1	3
148	но как	2	3
149	него в	2	3
150	утверждает что	1	3
151	со своим	2	3
152	что и	11	3
153	у нас	1	3
154	сводится к	1	3
155	подобно тому	2	3
156	его в	17	3
157	в форме	5	3
158	если бы	5	3
159	или в	7	3
160	в другую	2	3
161	это мы	3	3
162	в конце	1	3
163	или иная	1	3
164	например в	11	3
165	момент в	1	3
166	между ними	2	3
167	и как	5	3
168	же и	1	3
169	в которых	4	3
170	том как	5	3
171	мира и	2	3
172	вовсе не	6	3
173	бы в	1	3
174	с этим	7	3
175	а в	9	3
176	попал в	3	3
177	что не	3	3
178	как о	1	3
179	в котором	2	3
180	даже и	2	3
181	она не	7	3
182	в противоположность	1	3
183	его не	3	3
184	но даже	2	3
185	того чтобы	3	3
186	для того	3	3
187	тому как	2	3
188	так называемые	1	3
189	всех других	1	3
190	как он	6	3
191	вслед за	1	3
192	далеко не	1	3
193	этот вопрос	2	3
194	так же	14	3
195	при помощи	11	3
196	человека и	2	3
197	как на	3	3
198	образом в	3	3
199	и от	1	3
200	точки зрения	3	3
201	жизни и	4	3
202	этих и	1	3
203	и по	3	3
204	всех этих	2	3
205	имеет свою	1	3
206	мы видели	9	3
207	в особенности	6	2
208	к сожалению	1	2
209	представить себе	1	2
210	и систему	1	2
211	у каждого	1	2
212	все его	2	2
213	том чтобы	3	2
214	из которых	7	2
215	они и	1	2
216	от его	1	2
217	они не	5	2
