N	3gram	Bakhtin_Fr	slovoVRo
1	не может быть	2	19
2	то же время	13	18
3	в то же	13	18
4	той или иной	2	15
5	с точки зрения	4	15
6	в отличие от	3	14
7	в узком смысле	2	14
8	в той или	2	13
9	или иной степени	1	13
10	в большинстве случаев	3	11
11	с одной стороны	4	11
12	более или менее	1	9
13	в этом случае	1	9
14	во всяком случае	2	8
15	зрения на мир	1	7
16	в значительной степени	2	7
17	и в особенности	1	7
18	но в то	7	7
19	слово в романе	1	6
20	так и в	1	6
21	как мы сказали	1	6
22	и в то	2	6
23	но все же	2	6
24	с другой стороны	5	6
25	большей или меньшей	3	6
26	в том что	2	5
27	по отношению к	2	5
28	хотя бы и	1	5
29	как мы уже	8	5
30	и там где	1	5
31	не только в	3	5
32	в этом отношении	4	5
33	может быть и	2	5
34	одной стороны и	2	4
35	для того чтобы	5	4
36	на первый план	1	4
37	до сих пор	6	4
38	в большей или	2	4
39	точки зрения на	1	4
40	и не может	1	4
41	а также и	4	4
42	в свою очередь	2	4
43	можно сказать что	2	4
44	таким образом в	1	4
45	в точном смысле	1	4
46	или меньшей степени	2	4
47	в новое время	1	4
48	и в сущности	1	4
49	во всех сферах	1	4
50	мы уже сказали	2	4
51	всегда в той	1	4
52	до известной степени	1	3
53	в собственном смысле	1	3
54	конечно не только	1	3
55	может быть только	1	3
56	между этими двумя	1	3
57	тех или иных	2	3
58	в данном случае	3	3
59	по ту сторону	1	3
60	в связи с	5	3
61	как и в	2	3
62	эпохи и в	1	3
63	со всех сторон	1	3
64	включает в себя	1	3
65	как мы видели	4	3
66	несколько слов о	1	3
67	это не значит	1	2
68	лежит на границе	1	2
69	в одном слове	1	2
70	в средние века	1	2
71	и в другом	1	2
72	меньше чем в	1	2
73	вовсе не в	2	2
74	так и от	1	2
75	и во всех	1	2
76	всех своих моментах	1	2
77	имеет дело не	1	2
78	в первом случае	1	2
79	в особенности на	1	2
80	значит конечно что	1	2
81	и др и	1	2
82	и с другой	1	2
83	мир и на	1	2
84	и в этом	1	2
85	сих пор не	1	2
86	до конца ни	1	2
87	и в романе	2	2
88	дело не с	1	2
89	в их целом	1	2
90	но прежде всего	1	2
91	но и в	4	2
92	же время он	1	2
93	точном смысле слова	1	2
94	о том что	3	2
95	в мировой литературе	3	2
96	и в них	1	2
97	и не было	2	2
98	требует от нас	1	2
99	во франции в	2	2
100	в то время	1	2
101	во всех своих	1	2
102	же время это	3	2
103	или во всяком	1	2
104	но конечно не	2	2
105	именно там где	1	2
106	на том же	1	2
107	его отношение к	2	2
108	мы не знаем	1	2
109	можно было бы	2	2
110	во всех этих	1	2
111	не значит конечно	1	2
112	в таком же	1	2
113	с самого начала	1	2
114	между тем как	1	2
115	тем что он	1	2
116	и в частности	1	2
117	мы уже говорили	5	2
118	на протяжении всего	2	2
119	то время как	1	2
120	и следовательно в	1	2
121	мы видели что	1	1
122	бы и не	1	1
123	все то что	2	1
124	и на почве	1	1
125	это как бы	1	1
126	то есть свой	1	1
127	в направлении к	1	1
128	в конечном счете	1	1
129	в применении к	1	1
130	в той же	5	1
131	языка и стиля	1	1
132	мы видим что	2	1
133	к действительности и	1	1
134	однако отметить что	1	1
135	до конца в	2	1
136	переходим ко второму	1	1
137	поэтому и в	2	1
138	своей книге о	1	1
139	с большей или	1	1
140	менее всего может	1	1
141	в xix веке	3	1
142	у рабле очень	1	1
143	века не было	1	1
144	однако и здесь	1	1
145	в первый раз	2	1
146	до наших дней	5	1
147	из древнейших образов	1	1
148	во всех отношениях	1	1
149	хотя может быть	1	1
150	в том числе	4	1
151	борьба с ними	1	1
152	присутствовал при этом	1	1
153	его контексте и	1	1
154	слово в этом	1	1
155	не знаем в	1	1
156	наконец необходимо особо	1	1
157	и вообще в	2	1
158	со всею силою	1	1
159	время это и	1	1
160	несет на себе	1	1
161	точном смысле но	1	1
162	слова все это	1	1
163	на мир и	1	1
164	которая могла бы	1	1
165	в том случае	1	1
166	и в более	1	1
167	в особенности в	1	1
168	а также в	1	1
169	очень далек от	1	1
170	мы уже указывали	2	1
171	как бы две	1	1
172	но в романе	1	1
173	как мы видим	2	1
174	для правильного понимания	2	1
175	так и по	2	1
176	один из древнейших	1	1
177	нам важна здесь	1	1
178	том числе и	3	1
179	само по себе	1	1
180	язык и стиль	1	1
181	каждого из этих	1	1
182	при этом и	1	1
183	слов и выражений	3	1
184	и по своей	2	1
185	и прежде всего	3	1
186	мы все время	1	1
187	том что в	1	1
188	гл xviii здесь	1	1
189	что они не	1	1
190	именно для того	1	1
191	его слова в	1	1
192	как раз это	1	1
193	то ни было	1	1
194	не знает ни	1	1
195	и нуждается в	1	1
196	необходимо однако отметить	1	1
197	понимании и оценке	1	1
198	нам уже приходилось	1	1
199	не входит в	1	1
200	своему смыслу и	1	1
201	самом же деле	1	1
202	в сущности и	1	1
203	поэтому они не	2	1
204	в своей книге	3	1
205	на самом же	1	1
206	все дело в	1	1
207	протяжении всего xvii	1	1
208	в них он	1	1
209	сервантес и др	1	1
210	бы то ни	1	1
211	и еще не	1	1
212	все эти явления	1	1
213	для этой цели	1	1
214	в его целом	3	1
215	но это не	1	1
216	не видят и	1	1
217	в последнем счете	1	1
218	образов этого романа	1	1
219	раз и навсегда	1	1
220	шире и глубже	4	1
221	века и в	2	1
222	там где он	1	1
223	в меру своей	1	1
224	роман в его	1	1
225	в одном из	1	1
226	необходимо особо отметить	1	1
227	между людьми и	1	1
228	влияние на его	1	1
229	и особенно в	1	1
230	и до наших	1	1
231	в самую гущу	1	1
232	образы в литературе	1	1
233	на них и	2	1
234	каждый из этих	1	1
235	в том чтобы	1	1
236	с претензиями на	1	1
237	заключается в том	1	1
238	то есть все	1	1
239	в чем же	1	1
240	с одним из	1	1
241	героем и автором	1	1
242	и в дальнейшем	1	1
243	имеем в виду	2	1
244	и в отношении	1	1
245	в эту игру	2	1
246	в свое время	1	1
247	форм человеческого слова	1	1
248	мы остановимся здесь	1	1
249	все более и	1	1
250	но и не	1	1
251	и ее требования	1	1
252	к одному из	1	1
253	во всем своем	1	1
254	свою жизнь в	1	1
255	важно для понимания	1	1
256	одной из них	1	1
257	и так сказать	2	1
258	да и в	1	1
259	связи с этим	1	1
260	было с точки	1	1
261	более и более	1	1
262	к нему и	1	1
263	там где нет	1	1
264	одна из самых	1	1
265	при известных условиях	1	1
266	в них не	1	1
267	сочетают в себе	1	1
268	с этими словами	1	1
269	путем перевода их	2	1
270	узком смысле слова	2	1
271	дело в том	2	1
272	как и все	5	1
273	оно так сказать	1	1
274	как раз в	3	1
275	подобно тому как	2	1
276	этим не исчерпывается	1	1
277	одной и той	2	1
278	ни с одним	1	1
279	с таким же	1	1
280	в его контексте	1	1
281	уже говорили что	1	1
282	в основном на	1	1
283	в котором в	1	1
284	мы имеем в	2	1
285	и все остальные	3	1
286	и его современников	3	1
287	всего может быть	1	1
288	к слову в	1	1
289	всего xvii века	1	1
290	сказать несколько слов	1	1
291	и все его	1	1
292	и до конца	8	1
293	и xx веков	1	1
294	приведенные нами примеры	1	1
295	создают вокруг себя	1	1
296	не может дать	1	1
297	в xvii веке	7	1
298	в сущности только	3	1
299	эпоху не только	1	1
300	xix и xx	1	1
301	и др которые	1	1
302	что в романе	1	1
303	том случае если	1	1
304	языка но и	1	1
305	и на его	1	1
306	и клеветы на	1	1
307	ровно ничего не	1	1
308	много лишнего ненужного	1	1
309	в нем и	1	1
310	в таких случаях	1	1
311	большинстве случаев не	1	1
312	нельзя забывать при	2	1
313	смысл и значение	1	1
314	и потому не	1	1
315	также и в	1	1
316	прежде всего в	1	1
317	его смысла и	1	1
318	нет и не	1	1
319	и той же	2	1
320	средние века и	1	1
321	в нем есть	1	1
322	свой смысл и	1	1
323	на смертном одре	1	1
324	в самом языке	1	1
325	и дон-кихот с	1	1
