N	2gram	Bakhtin_fo	Problema
1	и в	84	182
2	то есть	42	165
3	и не	19	152
4	вовсе не	20	145
5	то что	13	144
6	не только	16	104
7	потому что	11	89
8	в этом	41	88
9	может быть	18	82
10	в том	16	81
11	том что	7	81
12	только в	12	73
13	сказать что	4	72
14	но и	14	70
15	в виде	1	69
16	у нас	2	68
17	также и	6	68
18	и даже	5	66
19	по себе	3	64
20	о том	4	57
21	а не	7	56
22	так и	17	56
23	но в	16	55
24	так что	4	52
25	ни в	9	51
26	для нас	2	50
27	в себе	7	48
28	отнюдь не	7	48
29	и вообще	3	48
30	смысле слова	4	47
31	при помощи	1	47
32	было бы	2	46
33	прежде всего	28	45
34	в своей	2	45
35	что в	9	44
36	в его	19	44
37	не в	10	43
38	все эти	12	43
39	то же	18	42
40	как раз	13	42
41	таким образом	14	42
42	если мы	2	42
43	и что	1	40
44	и то	5	40
45	что он	2	40
46	так как	12	40
47	что мы	2	40
48	во всяком	5	39
49	не может	8	39
50	и тем	1	39
51	в этой	3	39
52	как бы	11	39
53	той или	3	38
54	в данном	4	38
55	бесконечный ряд	1	38
56	хотя бы	2	37
57	в нем	28	37
58	того что	5	37
59	точки зрения	14	36
60	есть нечто	1	36
61	еще не	8	36
62	и все	10	36
63	когда мы	2	35
64	и т	21	35
65	в виду	5	34
66	уже не	5	34
67	и с	10	34
68	как и	15	34
69	же самое	2	33
70	в таком	4	33
71	не является	4	33
72	т д	3	33
73	или иной	4	33
74	здесь не	5	32
75	в то	13	32
76	но не	9	32
77	так же	7	31
78	в своем	8	31
79	связи с	14	31
80	в конце	11	31
81	но это	1	31
82	все это	10	31
83	ясно что	2	30
84	и для	12	30
85	с другой	4	30
86	в настоящее	1	30
87	в связи	13	29
88	все же	12	29
89	можно сказать	2	29
90	перед нами	1	29
91	как мы	19	29
92	об этом	3	29
93	данном случае	2	28
94	мы не	4	28
95	а в	6	28
96	есть только	2	28
97	и о	1	28
98	и это	5	27
99	и как	12	27
100	хотя и	5	27
101	ничего не	9	27
102	в результате	6	26
103	другой стороны	1	26
104	да и	4	26
105	вместе с	9	26
106	еще и	3	26
107	это не	8	26
108	и его	26	26
109	мы можем	2	25
110	и на	13	25
111	с точки	9	25
112	всяком случае	1	25
113	с тем	5	24
114	на самом	1	24
115	тем более	4	24
116	в нашем	3	24
117	не имеет	5	24
118	по своему	3	23
119	только и	5	23
120	на то	1	23
121	при этом	8	23
122	тут же	1	23
123	в качестве	6	23
124	и притом	1	23
125	конце концов	1	23
126	а только	2	23
127	то и	1	23
128	мы находим	2	23
129	есть не	4	23
130	и к	4	22
131	вещи и	3	22
132	раз и	3	22
133	только на	3	22
134	никогда не	8	22
135	и является	2	22
136	всех этих	9	22
137	тоже не	1	22
138	нет ничего	4	22
139	есть в	3	22
140	значит что	2	22
141	его в	8	22
142	и от	3	22
143	и есть	3	22
144	что и	5	22
145	в самом	9	21
146	сама по	1	21
147	что всякий	1	21
148	мы должны	2	21
149	и ее	4	21
150	говорить о	1	21
151	разного рода	2	21
152	для себя	8	21
153	а также	5	21
154	и только	3	21
155	именно в	5	20
156	для того	12	20
157	но как	1	20
158	и потому	4	20
159	о чем	4	20
160	тем что	4	20
161	несмотря на	1	20
162	как о	1	20
163	или в	3	20
164	это значит	3	19
165	кроме того	7	19
166	в них	11	19
167	с ним	5	19
168	самом деле	2	19
169	в каком	2	19
170	уже в	5	19
171	то в	2	19
172	в отношении	5	19
173	он не	6	19
174	это есть	1	19
175	если не	3	19
176	если бы	6	19
177	как в	10	19
178	жизни и	12	19
179	в этих	6	18
180	того же	9	18
181	не было	8	18
182	и ни	1	18
183	мы и	4	18
184	не существует	1	18
185	в ее	6	18
186	того чтобы	11	18
187	в ней	4	18
188	что они	3	17
189	во всех	13	17
190	значение и	7	17
191	но уже	1	17
192	и здесь	2	17
193	гораздо более	1	17
194	есть именно	2	17
195	мы уже	17	17
196	совсем не	4	17
197	что здесь	2	17
198	это и	1	17
199	совершенно не	3	17
200	как это	2	16
201	он и	1	16
202	самое время	3	16
203	же в	6	16
204	но все	6	16
205	в одно	3	16
206	к тому	6	16
207	между собою	1	16
208	далеко не	3	16
209	и сам	2	15
210	с этим	11	15
211	в чем	3	15
212	всякого рода	3	15
213	в той	5	15
214	у него	8	15
215	что не	3	15
216	и более	3	15
217	здесь в	6	15
218	в частности	11	15
219	об его	1	14
220	людей и	2	14
221	уже и	1	14
222	что все	4	14
223	с другими	3	14
224	сих пор	4	14
225	этом случае	1	14
226	нас не	1	14
227	а это	1	14
228	все равно	1	14
229	в котором	8	14
230	говорит о	1	14
231	нас в	3	14
232	до сих	4	14
233	в дальнейшем	10	14
234	за пределы	1	14
235	нет никакой	1	14
236	же и	2	13
237	из них	8	13
238	тому что	1	13
239	действительности и	1	13
240	сами по	2	13
241	бы и	1	13
242	или другой	1	13
243	мы имеем	2	13
244	в их	9	13
245	всегда есть	1	13
246	или даже	1	13
247	здесь только	2	13
248	в области	1	13
249	уже давно	1	13
250	в других	9	13
251	в целях	1	13
252	иной раз	2	13
253	учение о	1	13
254	мы в	1	13
255	дело в	3	13
256	на земле	2	12
257	в другом	2	12
258	он сам	2	12
259	с одной	5	12
260	в которой	3	12
261	время как	5	12
262	в самой	3	12
263	для них	3	12
264	то время	4	12
265	на первый	2	12
266	является только	1	12
267	в литературе	17	12
268	в начале	3	12
269	и очень	1	12
270	не являются	3	12
271	что этот	1	12
272	в смысле	5	12
273	что это	1	12
274	нисколько не	1	12
275	в целом	2	12
276	своему содержанию	1	11
277	о которых	1	11
278	и следовательно	5	11
279	могли бы	1	11
280	нет никакого	1	11
281	жизни в	11	11
282	тот же	4	11
283	в таких	2	11
284	одной стороны	3	11
285	оказывается что	2	11
286	по поводу	1	11
287	не о	2	11
288	без всякой	1	11
289	не могут	4	11
290	и у	8	11
291	мы говорим	1	11
