N	3gram	Voloshinov	formyVre
1	то же время	7	21
2	в то же	9	18
3	как мы уже	3	15
4	в связи с	2	15
5	с точки зрения	5	15
6	для того чтобы	7	12
7	но и в	3	12
8	не только в	3	11
9	и в то	2	10
10	до сих пор	1	10
11	и того же	1	9
12	одного и того	1	9
13	в большинстве случаев	1	8
14	не может быть	2	7
15	в этом отношении	2	7
16	прежде всего в	4	7
17	и в этом	1	6
18	и в особенности	1	6
19	в том что	1	5
20	той или иной	4	5
21	как и в	1	5
22	одно и то	5	5
23	и то же	5	5
24	мы имеем в	1	5
25	и не только	2	5
26	вполне понятно что	1	4
27	по отношению к	2	4
28	и во всех	1	4
29	одних и тех	1	4
30	но все же	3	4
31	с другой стороны	1	4
32	в последнем счете	1	4
33	равно как и	2	4
34	связи с этим	2	4
35	и тех же	1	4
36	в этом случае	3	4
37	но все эти	1	3
38	и как бы	2	3
39	все то что	2	3
40	с нашей точки	1	3
41	по сравнению с	1	3
42	нашей точки зрения	1	3
43	но при этом	2	3
44	в зависимости от	7	3
45	между этими двумя	1	3
46	как мы увидим	2	3
47	как раз и	1	3
48	то же самое	4	3
49	вместе с тем	2	3
50	в другом месте	1	3
51	в точном смысле	2	3
52	но в то	2	3
53	о том что	2	3
54	с самого начала	4	3
55	жизни и в	1	3
56	тот или иной	2	3
57	в дальнейшем мы	1	2
58	борьбы с природой	1	2
59	хлеб и вино	1	2
60	можно сказать что	2	2
61	уже говорили в	1	2
62	но для того	3	2
63	и чаще всего	1	2
64	как мы видим	1	2
65	в одних и	1	2
66	все же и	1	2
67	здесь как бы	1	2
68	вовсе не является	1	2
69	в нашем случае	1	2
70	само собой разумеется	2	2
71	в свою очередь	4	2
72	нет ничего что	1	2
73	не было бы	2	2
74	и та же	1	2
75	бросается в глаза	1	2
76	всякой связи с	1	2
77	жизни и это	1	2
78	во всех своих	3	2
79	в виду что	1	2
80	мы будем говорить	2	2
81	слова то есть	1	2
82	того что было	1	2
83	к тому что	2	2
84	самом широком смысле	1	2
