N	4gram	Ircho_Kome	Vladivir
1	в то же время	5	9
2	в том что в	1	5
3	в то время как	6	5
4	не что иное как	1	4
5	не говоря уже о	4	4
6	только в том случае	1	3
7	в том что он	4	3
8	и в том числе	1	3
9	обращает на себя внимание	4	2
10	в дружеских отношениях с	1	2
11	сводится к тому что	1	2
12	в связи с этим	1	2
13	бы то ни было	4	2
14	в том случае если	1	2
15	до сих пор не	1	2
16	и на этот раз	2	2
17	по поводу того что	1	1
18	с этой точки зрения	1	1
19	за три года до	1	1
20	состоит в том что	1	1
21	и во всяком случае	1	1
22	и в философии и	1	1
23	за несколько месяцев до	1	1
24	выходит далеко за пределы	1	1
25	между прочим еще и	1	1
26	в самой общей форме	1	1
27	мало чем отличается от	1	1
28	как мы уже знаем	1	1
29	в один ряд с	1	1
30	и к тому же	1	1
31	и те и другие	1	1
32	мы имеем дело с	1	1
33	в конце концов в	1	1
34	на себя внимание отсутствие	1	1
35	но это вовсе не	1	1
36	ни в чем не	1	1
37	в философии и в	1	1
38	чего нельзя сказать о	1	1
39	в том же году	1	1
40	и в конце концов	1	1
41	за всю свою жизнь	1	1
42	как это было у	1	1
43	так же как и	1	1
44	это вовсе не означает	1	1
45	до конца и в	1	1
46	насколько можно судить по	1	1
47	то что у него	1	1
