N	3gram	Losev_Prob	Problema
1	не может быть	5	11
2	но отнюдь не	2	7
3	с точки зрения	9	6
4	и прежде всего	3	5
5	в отличие от	2	5
6	в художественном произведении	1	4
7	в данном случае	12	4
8	с другой стороны	11	4
9	в том что	17	3
10	на самом деле	5	3
11	можно было бы	6	3
12	в этом смысле	5	3
13	в самом деле	1	3
14	тем не менее	23	3
15	в основе своей	1	3
16	с одной стороны	2	3
17	бы то ни	5	3
18	в то же	10	3
19	художественное произведение в	1	3
20	так и в	2	2
21	начало и конец	1	2
22	момент художественного произведения	1	2
23	и в частности	4	2
24	за их пределы	1	2
25	той или иной	16	2
26	то или иное	3	2
27	и тем самым	3	2
28	в какой мере	1	2
29	того или иного	5	2
30	не только в	2	2
31	но и в	2	2
32	в чем не	2	2
33	конечно и не	1	2
34	есть таким образом	1	2
35	то же самое	17	2
36	сказать и о	2	2
37	для того чтобы	4	2
38	можно сказать что	2	2
39	то ни было	4	2
40	то есть чисто	2	2
41	на первый план	3	2
42	формы и содержания	1	2
43	и в то	2	2
44	художественном произведении как	1	2
45	ни в чем	2	2
46	впервые делает возможным	1	2
47	форма не может	1	2
48	и не может	1	2
49	мы имеем дело	2	2
50	и т д	20	1
51	хотя и не	2	1
52	сами по себе	8	1
53	в узком смысле	1	1
54	не было бы	3	1
55	также и на	1	1
56	и не к	1	1
57	не в наличии	1	1
58	что бы то	1	1
59	вообще не могли	1	1
60	есть перестает быть	1	1
61	и не столь	1	1
62	произведения в которых	1	1
63	и есть именно	1	1
64	до сих пор	4	1
65	одной стороны и	1	1
66	в том и	1	1
67	как бы сопротивляется	1	1
68	чего бы то	2	1
69	в себе все	1	1
70	и тем не	6	1
71	есть не что	6	1
72	широком смысле слова	2	1
73	имеют дело с	1	1
74	не что иное	6	1
75	и как бы	2	1
76	и с точки	2	1
77	то есть в	5	1
78	строгом смысле слова	1	1
79	в других областях	1	1
80	в первом случае	1	1
81	не чем иным	2	1
82	дело в том	4	1
83	иметь в виду	2	1
84	созерцании художественного произведения	1	1
85	точка зрения на	1	1
86	которых идет речь	1	1
87	равно как и	2	1
88	смысле слова но	3	1
89	подобно тому как	2	1
90	относится не к	1	1
91	художественного произведения но	1	1
92	или иной области	1	1
93	тем что оно	1	1
94	первый план в	1	1
95	о том как	4	1
96	том смысле что	4	1
97	если бы мы	1	1
98	образ и в	1	1
99	отнюдь не является	3	1
100	необходимо подчеркнуть что	1	1
101	в истории философии	1	1
102	но можно ли	1	1
103	на то что	2	1
104	та или иная	4	1
105	смысле слова и	3	1
106	как мы это	1	1
107	смысле этого слова	1	1
108	что иное как	6	1
109	и нисколько не	1	1
110	имеют в виду	1	1
111	именно как слово	1	1
112	мы вообще не	1	1
113	к выводу что	1	1
114	то имеют в	1	1
115	в том смысле	4	1
116	при этом условии	1	1
117	при созерцании художественного	1	1
118	по себе не	1	1
119	и может быть	2	1
120	все они суть	1	1
121	к целому ряду	1	1
122	которые могут быть	1	1
123	по сравнению с	3	1
124	как таковое в	1	1
125	не было этого	1	1
126	а в том	1	1
127	и в других	2	1
128	здесь прежде всего	1	1
129	художественное произведение как	1	1
130	не имели бы	1	1
131	в нем не	1	1
132	то что является	2	1
133	имеется в виду	6	1
134	независимо от их	1	1
135	а вовсе не	3	1
136	чем иным как	2	1
137	все это можно	1	1
138	ни в какой	1	1
139	у нас в	2	1
140	но несмотря на	1	1
141	не может обойтись	2	1
142	философия с ее	1	1
143	только в его	1	1
144	не есть ни	4	1
145	содержания и формы	1	1
146	как бы они	1	1
147	не выходит за	2	1
148	хотя бы только	1	1
149	в свое время	1	1
150	далеко не все	1	1
151	они отнюдь не	1	1
152	ли мы в	1	1
153	выходит и за	1	1
154	выходит за пределы	1	1
155	еще не вполне	1	1
156	как и в	2	1
157	в связи с	9	1
158	она как бы	1	1
159	то есть как	1	1
160	то есть перестает	1	1
161	и не в	2	1
162	ясно что в	2	1
163	и потому в	1	1
164	и для всякой	1	1
165	к тому что	1	1
166	художественного произведения в	1	1
167	самом же деле	7	1
168	с самим собою	2	1
169	и независимо от	2	1
170	мы еще не	1	1
171	то есть являются	1	1
172	к вопросу о	1	1
173	т д мы	1	1
174	конечно не в	1	1
175	содержание может быть	1	1
176	только в пределах	2	1
177	на самом же	7	1
178	может обойтись без	2	1
179	и в его	3	1
180	в таких случаях	2	1
181	самом деле и	1	1
182	произведения и его	1	1
183	а следовательно и	1	1
184	при этом в	1	1
185	хотя бы и	2	1
186	произведении как о	1	1
187	художественное произведение и	1	1
188	не обходится без	2	1
189	с тем что	1	1
190	вопрос о том	1	1
191	мы можем назвать	1	1
192	то есть не	5	1
193	в ней как	1	1
194	и закон их	1	1
195	во что бы	1	1
196	что не имеет	1	1
197	отметить что содержание	1	1
198	в настоящее время	4	1
199	таким образом и	1	1
200	в то время	6	1
201	таким образом в	1	1
202	образом и в	1	1
203	это и есть	3	1
204	то время как	6	1
205	не нуждается в	1	1
206	может быть лишь	1	1
207	на этот вопрос	1	1
208	и за пределы	2	1
209	то что не	1	1
210	характерно и для	1	1
211	в другом случае	2	1
212	себе и не	1	1
213	и в этом	6	1
214	то ни стало	1	1
215	едва ли кто-нибудь	1	1
216	не говоря уже	1	1
217	может быть и	3	1
