N	4gram	Losev_Prob	VeschiIm
1	не что иное как	5	12
2	и т д и	4	11
3	т д и т	3	10
4	д и т д	2	10
5	есть не что иное	5	8
6	одно и то же	1	5
7	и тем не менее	8	5
8	ни в каком случае	6	4
9	значит ли это что	1	4
10	дело в том что	3	4
11	это значит что мы	1	4
12	в то время как	2	4
13	то это значит что	2	3
14	свидетельствует о том что	3	3
15	а тем не менее	2	3
16	можно ли сказать что	3	3
17	указывает на то что	3	3
18	и в то же	1	3
19	не есть она сама	1	2
20	мы имеем дело не	1	2
21	по крайней мере в	2	2
22	не есть ни просто	1	2
23	в каком случае не	4	2
24	или по крайней мере	4	2
25	заключается в том что	2	2
26	имеем дело не с	1	2
27	не есть ни только	1	2
28	можно сказать даже больше	1	2
29	то что не есть	1	2
30	не может быть никакого	1	2
31	мы должны сказать что	1	1
32	это значит не только	1	1
33	и в самом деле	1	1
34	это не значит что	1	1
35	не только не есть	1	1
36	на самом же деле	1	1
37	по себе отнюдь не	1	1
38	без труда заметим что	1	1
39	взятая сама по себе	6	1
40	себе отнюдь не есть	1	1
41	и даже больше того	1	1
42	свой собственный смысл и	1	1
43	взятый сам по себе	1	1
44	в этом смысле и	2	1
45	не только то что	1	1
46	одной стороны и с	1	1
47	это такой смысл который	1	1
48	ничего не говорит о	1	1
49	с самого же начала	1	1
50	только сущность ни только	1	1
51	сущность ни только явление	1	1
52	когда мы говорим что	2	1
53	пусть хотя бы и	1	1
54	то что он обозначает	1	1
55	ни то ни другое	1	1
56	с тем или другим	1	1
57	и возможно при помощи	1	1
58	с одной стороны и	2	1
59	каком случае не есть	1	1
60	вовсе не есть только	2	1
61	и должно быть в	1	1
62	уж во всяком случае	1	1
63	предстают перед нами как	1	1
64	до сих пор мы	3	1
65	только и возможно при	1	1
66	одного и того же	2	1
67	но раз уж мы	1	1
68	еще ничего не говорит	1	1
69	имеют свой собственный смысл	1	1
70	и следовательно вообще не	1	1
71	то же самое время	4	1
72	никак нельзя сказать что	1	1
73	мы без труда заметим	1	1
74	о том о чем	1	1
75	но даже и в	1	1
76	и с другой стороны	1	1
77	не только потому что	1	1
78	ни только сущность ни	1	1
79	не есть ни то	1	1
80	но еще и потому	1	1
81	уже одно то что	1	1
82	говорили о смысле вещи	1	1
83	можно только тогда когда	1	1
84	мы еще не знаем	1	1
85	в то же самое	4	1
86	и уж тем более	5	1
87	она содержит в себе	1	1
88	не может не быть	1	1
89	только один из моментов	1	1
90	если мы скажем что	2	1
91	по самому своему смыслу	2	1
92	ни при каких условиях	1	1
93	только на то что	1	1
94	это совершенно не важно	1	1
95	но в то же	1	1
96	относится к смысловой сфере	1	1
97	каком случае не может	3	1
98	и т д все	1	1
99	мы говорили о смысле	1	1
100	т д все это	1	1
101	да и то это	1	1
102	от самой вещи и	1	1
103	не только понятие но	1	1
104	есть ни то ни	1	1
105	указание на то что	1	1
106	тоже никуда не годится	1	1
107	а это значит что	1	1
108	вещь есть именно вещь	1	1
109	есть ни только сущность	1	1
110	при современном состоянии науки	2	1
111	еще и потому что	1	1
112	не только не мешает	2	1
113	есть то что не	1	1
114	и в этом отношении	1	1
115	тем не менее сущность	1	1
116	случае не может считаться	2	1
117	также и то что	2	1
118	если бы оно было	1	1
119	в себе не содержит	2	1
120	один и тот же	1	1
121	что бы то ни	2	1
