N	4gram	Propp_Isto	Marksizm
1	бы то ни было	1	12
2	и не может быть	1	5
3	как мы уже знаем	1	4
4	в том что он	1	4
5	с одной стороны и	1	3
6	один и тот же	1	3
7	одна и та же	1	2
8	так же как и	1	2
9	его за руку и	1	1
10	с этой точки зрения	3	1
11	но тем не менее	2	1
12	как мы видели не	1	1
13	друг с другом и	1	1
14	иначе обстоит дело с	1	1
15	ничем не отличается от	1	1
16	не может выйти за	1	1
17	в более или менее	1	1
18	до сих пор мы	2	1
19	мы видим таким образом	1	1
20	вместе с тем и	1	1
21	с другой стороны оно	1	1
22	во всех этих случаях	6	1
23	в тех случаях когда	6	1
24	нами в предыдущей главе	1	1
25	видим таким образом что	1	1
26	с другой же стороны	1	1
27	с другой стороны и	2	1
28	более или менее случайно	1	1
29	с одной стороны эти	1	1
30	это не совсем так	1	1
31	только после этого мы	1	1
