N	3gram	Losev_Vesc	Stilisti
1	в то же	5	9
2	для того чтобы	2	7
3	в зависимости от	1	7
4	то же время	4	7
5	с точки зрения	6	5
6	одно и то	5	5
7	и то же	5	5
8	в свою очередь	5	4
9	то или иное	1	4
10	ту или иную	3	4
11	то же самое	1	4
12	то что мы	3	4
13	но и в	1	3
14	внутренней и внешней	1	3
15	в конце концов	2	3
16	тех или иных	2	3
17	не только в	5	3
18	в этом случае	1	3
19	но все же	2	3
20	в той же	1	3
21	мы видели что	3	2
22	что у нас	1	2
23	в самом деле	7	2
24	есть не что	8	2
25	все то что	2	2
26	вместе с тем	3	2
27	и том же	1	2
28	же самое время	1	2
29	мы видим что	2	2
30	не может быть	22	2
31	о том что	4	2
32	можно сказать что	3	2
33	и как бы	1	2
34	и кроме того	2	2
35	мы будем говорить	1	2
36	не было бы	1	2
37	что было в	1	2
38	одном и том	1	2
39	не что иное	12	2
40	смысле этого слова	1	2
41	но в то	1	2
42	мы не знаем	1	2
43	только потому что	1	2
44	и в то	3	2
45	равно как и	4	2
46	как бы мы	1	2
47	в связи с	1	2
48	к тому что	2	2
49	что иное как	12	2
50	что же такое	4	2
51	в этом отношении	2	2
52	и не только	6	2
53	тот или иной	1	2
54	или хотя бы	1	2
55	мы все же	1	1
56	в том что	9	1
57	но то что	3	1
58	и вот это	1	1
59	не есть какое-то	1	1
60	когда мы говорили	1	1
61	на одно и	1	1
62	с кем и	1	1
63	но нет никакого	1	1
64	реально существует и	1	1
65	представим себе что	1	1
66	и это чрезвычайно	1	1
67	ничем не различаются	1	1
68	мы как бы	1	1
69	только одна из	1	1
70	дело не с	2	1
71	присмотримся ближе к	1	1
72	на гораздо более	1	1
73	но почему же	1	1
74	к одному и	1	1
75	по крайней мере	10	1
76	и тому же	1	1
77	совсем другое дело	1	1
78	и в особенности	1	1
79	ее не только	1	1
80	и когда происходит	1	1
81	то что именно	1	1
82	ни в какой	1	1
83	бы в этом	1	1
84	что эта очевидность	1	1
85	в собственном смысле	3	1
86	хотя бы и	2	1
87	в себе и	1	1
88	если мы возьмем	3	1
89	что это значит?	4	1
90	на то или	1	1
91	с которой мы	1	1
92	и во всех	1	1
93	и не было	1	1
94	тем не менее	11	1
95	почему же мы	1	1
96	вместе с развитием	1	1
97	не поймут и	1	1
98	все еще не	1	1
99	только в том	1	1
100	если мы попробуем	1	1
101	вещи и как	1	1
102	в одном и	2	1
103	на вопрос о	1	1
104	тот же самый	1	1
105	более или менее	4	1
106	по сравнению с	7	1
107	независимо от того	1	1
108	в качестве одного	1	1
109	но даже и	2	1
110	в реальной жизни	1	1
111	так и останется	1	1
112	одного и того	1	1
113	не будет уже	1	1
114	таким же точно	1	1
115	из них в	1	1
116	до сих пор	1	1
117	они находятся в	1	1
118	именно потому что	1	1
119	у нас есть	1	1
120	являются не просто	1	1
121	и здесь мы	1	1
122	ничего не значит	2	1
123	не мешает нам	1	1
124	было бы неуместно	1	1
125	содержит в себе	11	1
126	ни от чего	3	1
127	тем же самым	1	1
128	имя может стать	1	1
129	само по себе	4	1
130	как мы видим	1	1
131	не иначе как	1	1
132	даже и в	1	1
133	является не просто	1	1
134	одному и тому	1	1
135	ничто не мешает	2	1
136	то что же	2	1
137	может обойтись без	1	1
138	а затем и	2	1
139	не только не	4	1
140	хотя бы в	2	1
141	и того же	1	1
142	не может обойтись	1	1
143	и есть не	3	1
144	не может не	3	1
145	уже в самой	1	1
146	хотя бы только	1	1
147	что у них	1	1
148	определенной форме и	1	1
149	как раз и	2	1
150	без всякого сомнения	1	1
151	и все же	1	1
152	та или иная	1	1
153	это отнюдь не	1	1
154	не нуждается в	1	1
155	один шаг чтобы	1	1
156	с другой стороны	3	1
157	вопрос о том	2	1
158	точки зрения и	1	1
159	как только он	1	1
160	если не будет	2	1
161	только тогда когда	2	1
162	из всего предыдущего	1	1
163	таким образом нам	1	1
164	же точно образом	1	1
165	тех или других	4	1
166	на эту тему	1	1
167	можно было бы	3	1
168	мы не можем	3	1
169	что несмотря на	1	1
170	и не может	1	1
171	и в этом	2	1
172	прежде всего на	1	1
