N	2gram	Voloshinov	Tragedij
1	и в	32	18
2	в романе	2	10
3	в этом	27	9
4	не только	18	8
5	и на	8	7
6	достоевский в	1	7
7	и не	42	7
8	может быть	50	7
9	и с	4	7
10	как бы	31	7
11	он сам	1	7
12	что он	5	6
13	у него	2	6
14	же время	7	6
15	в образе	1	6
16	но в	13	6
17	и его	33	6
18	это не	5	5
19	несмотря на	1	5
20	что это	3	5
21	так и	21	5
22	к жизни	2	5
23	все же	13	5
24	в дальнейшем	3	5
25	то же	19	5
26	как и	19	5
27	не может	40	5
28	в то	7	5
29	что в	5	4
30	в себе	5	4
31	и даже	4	4
32	все это	4	4
33	прежде всего	19	4
34	и все	8	4
35	еще не	7	4
36	но и	17	4
37	том что	12	4
38	и что	2	4
39	так же	10	4
40	то что	12	4
41	в этой	3	4
42	что я	1	4
43	в нем	17	4
44	но это	1	4
45	в целом	2	4
46	и он	4	3
47	что с	1	3
48	должно быть	4	3
49	в основном	10	3
50	уже в	3	3
51	в его	10	3
52	для него	18	3
53	в своем	3	3
54	с ним	1	3
55	о чем	1	3
56	в конце	5	3
57	и как	8	3
58	как в	5	3
59	то есть	2	3
60	при этом	13	3
61	на страницах	1	3
62	как это	2	3
63	тем самым	1	3
64	с ее	2	3
65	мог бы	2	3
66	отнюдь не	14	3
67	все эти	8	3
68	к нему	5	3
69	в самом	14	2
70	не так	2	2
71	и то	4	2
72	в душе	3	2
73	и здесь	9	2
74	это был	1	2
75	в том	13	2
76	он и	2	2
77	с тем	1	2
78	в ее	9	2
79	что и	5	2
80	ни в	7	2
81	бы и	2	2
82	но при	3	2
83	к области	1	2
84	в русском	1	2
85	что все	3	2
86	не могут	4	2
87	в виде	1	2
88	его в	7	2
89	как же	5	2
90	не в	13	2
91	но этого	1	2
92	в первом	3	2
93	но все	4	2
94	было в	1	2
95	еще в	2	2
96	в силах	1	2
97	в таком	8	2
98	между этими	2	2
99	этими двумя	2	2
100	как говорит	1	2
101	вопрос о	6	2
102	состоит из	1	2
103	и это	6	2
104	нет в	2	2
105	под влиянием	1	2
106	уже не	2	2
107	к тому	8	2
108	о том	4	2
109	не имеет	6	2
110	что эти	1	2
111	и я	1	2
112	в данном	8	2
113	ее к	1	2
114	отличие от	7	2
115	и личность	1	2
116	он был	2	2
117	потому что	2	2
118	так что	2	2
119	он не	5	2
120	если б	2	2
121	в частности	2	2
122	на меня	1	2
123	но они	2	2
124	в это	1	2
125	в одном	2	2
126	и до	4	2
127	она все	1	2
128	в отличие	7	2
129	его за	1	2
130	отношение к	1	2
131	до конца	6	2
132	столь же	2	2
133	что она	1	2
134	одна из	6	2
135	с его	6	2
136	а как	7	2
137	тем что	3	2
138	не просто	2	2
139	и ее	4	2
140	никогда не	7	2
141	ничего не	9	2
142	друг друга	10	2
143	в той	6	1
144	для самого	1	1
145	в особенности	1	1
146	все в	2	1
147	ситуации и	3	1
148	встреча не	1	1
149	он очень	1	1
150	им как	2	1
151	то в	3	1
152	от нее	2	1
153	с помощью	11	1
154	в кругу	1	1
155	от него	4	1
156	этом случае	3	1
157	могут быть	4	1
158	только не	1	1
159	проникает в	1	1
160	не нашел	1	1
161	социальной жизни	3	1
162	мы видим	2	1
163	что оно	3	1
164	быть по	1	1
165	по природе	1	1
166	рассмотрению и	1	1
167	таким образом	29	1
168	мы отметим	1	1
169	опирается на	2	1
170	по всем	2	1
171	мог быть	1	1
172	только что	2	1
173	также что	1	1
174	того как	1	1
175	к этой	2	1
176	если он	2	1
177	почти не	2	1
178	перестает быть	2	1
179	с одной	2	1
180	и вот	2	1
181	его с	1	1
182	должна быть	6	1
183	с этой	2	1
184	и при	3	1
185	и должно	1	1
186	в применении	1	1
187	в стиле	1	1
188	синтеза и	1	1
189	психика не	1	1
190	то для	1	1
191	что эта	1	1
192	к истории	2	1
193	подчеркнуть что	1	1
194	романа в	1	1
195	того что	5	1
196	– но	2	1
197	тем не	3	1
198	в недрах	1	1
199	думается нам	1	1
200	о нем	1	1
201	не как	5	1
202	так можно	1	1
203	и добро	1	1
204	и всегда	2	1
205	является чисто	1	1
206	он повторяет	1	1
207	одно из	1	1
208	как он	3	1
209	на общество	1	1
210	xix века	4	1
211	нет это	2	1
212	же не	2	1
213	в результате	9	1
214	проблема индивидуального	1	1
215	в виду	2	1
216	иными словами	2	1
217	и один	1	1
218	смысле этого	7	1
219	из ее	1	1
220	и женщины	1	1
221	только в	14	1
222	него нет	1	1
223	не столько	5	1
224	по себе	5	1
225	в самой	1	1
226	отметим что	1	1
227	значение выходящее	2	1
228	а на	1	1
229	говорит он	2	1
230	и притом	1	1
231	не было	6	1
232	ко всем	1	1
233	в духе	2	1
234	но он	1	1
235	здесь мы	7	1
236	мы понимаем	1	1
237	и чужой	2	1
238	наших дней	1	1
239	я вдруг	1	1
240	в россии	1	1
241	на нее	2	1
242	одним из	4	1
243	мысль о	1	1
244	же по	1	1
245	на себя	1	1
246	что не	4	1
247	никакого значения	1	1
248	откуда же	1	1
249	не есть	6	1
250	xviii века	1	1
251	именно в	6	1
252	повиновения и	1	1
253	вообще не	2	1
