N	4gram	Voloshinov	Vladivir
1	дело в том что	1	11
2	в то же время	6	9
3	в том что в	1	5
4	и в то же	1	5
5	не что иное как	1	4
6	на самом же деле	2	3
7	во что бы то	1	3
8	как мы уже сказали	1	3
9	что бы то ни	1	3
10	в том что он	2	3
11	начала и до конца	1	3
12	заключается в том что	2	3
13	бы то ни стало	1	3
14	один и тот же	3	2
15	или по крайней мере	1	2
16	и ни в чем	1	2
17	одно и то же	1	2
18	бы то ни было	2	2
19	и тем не менее	2	2
20	но в то же	3	2
21	до сих пор не	1	2
22	есть не что иное	1	2
23	далек от того чтобы	1	1
24	и в таком случае	1	1
25	ни в каком случае	2	1
26	как раз и не	2	1
27	в том что она	2	1
28	в самом деле ведь	1	1
29	на протяжении всей его	1	1
30	и в данном случае	1	1
31	не выходит за пределы	1	1
32	но тем не менее	1	1
33	уже в течение первого	1	1
34	как мы видели чисто	1	1
35	никогда и нигде не	1	1
36	можно сказать что на	1	1
37	тем не менее он	1	1
38	в каком случае не	1	1
39	нет и не может	2	1
40	одной и той же	3	1
41	то что он сам	1	1
42	в собственном смысле слова	1	1
43	а может быть и	1	1
44	и потому не может	1	1
45	приходит к выводу что	1	1
46	но во всяком случае	3	1
47	только с точки зрения	1	1
48	том что он не	1	1
49	все больше и больше	1	1
50	не чем иным как	2	1
51	как мы уже знаем	1	1
52	мы уже знаем что	1	1
53	что можно сказать о	1	1
54	протяжении всей его жизни	1	1
55	оно было для него	1	1
56	в конце концов и	1	1
57	что это вовсе не	1	1
58	ни в чем не	4	1
59	говорить о том что	2	1
60	в самом деле если	1	1
61	и не может быть	3	1
62	что же это за	1	1
63	бросается в глаза при	1	1
