N	2gram	Bakhtin_Pr	OGranits
1	и в	83	13
2	и его	13	12
3	прежде всего	20	9
4	может быть	23	8
5	и не	41	8
6	не может	18	8
7	и пр	1	7
8	в его	15	7
9	и т.п	42	7
10	и их	6	7
11	точки зрения	17	7
12	таким образом	9	6
13	не только	14	6
14	мы должны	4	6
15	стилистических приемов	1	6
16	только в	10	6
17	то что	14	6
18	как бы	27	6
19	языка и	1	5
20	хотя бы	6	5
21	с точки	13	5
22	и т.д	5	5
23	в процессе	4	5
24	но ведь	3	5
25	все же	3	5
26	и наконец	4	5
27	в каждом	5	4
28	мы можем	9	4
29	не является	1	4
30	произведения как	1	4
31	вполне понятно	2	4
32	мы не	7	4
33	то же	10	4
34	еще и	4	4
35	было бы	6	4
36	все это	11	4
37	в сознании	2	4
38	слов и	1	4
39	лишь в	1	4
40	в своей	5	4
41	на фоне	1	4
42	в выборе	1	4
43	в двух	3	4
44	но мы	1	4
45	но в	12	4
46	вопроса о	1	4
47	с этим	3	3
48	что в	5	3
49	к одному	2	3
50	понятно что	1	3
51	и то	2	3
52	т.п и	1	3
53	связана с	3	3
54	и уже	2	3
55	так и	9	3
56	не как	5	3
57	говорить о	2	3
58	одно и	1	3
59	есть прежде	1	3
60	в одном	4	3
61	за пределы	7	3
62	отношению к	5	3
63	по отношению	6	3
64	превращается в	5	3
65	слово в	5	3
66	в пределах	8	3
67	в их	7	3
68	в ее	3	3
69	здесь мы	3	3
70	не в	10	3
71	в которой	2	3
72	и все	14	3
73	но для	2	3
74	в себе	10	3
75	так как	12	3
76	языка как	1	3
77	все вопросы	1	3
78	вряд ли	2	3
79	я хочу	1	3
80	да и	3	3
81	но и	16	3
82	и для	5	3
83	как и	13	3
84	ничего общего	1	3
85	точку зрения	1	3
86	никогда не	10	3
87	в области	6	2
88	своего рода	7	2
89	истории литературы	1	2
90	в самом	7	2
91	во всем	5	2
92	нет ничего	3	2
93	и к	13	2
94	что они	2	2
95	может иметь	1	2
96	материалом для	1	2
97	форм и	2	2
98	и отчасти	2	2
99	мы видим	2	2
100	иное как	1	2
101	в данном	1	2
102	мы уже	9	2
103	предметного значения	1	2
104	а как	4	2
105	в своих	4	2
106	в этом	24	2
107	и композиции	1	2
108	этой проблемы	1	2
109	что иное	1	2
110	в общем	2	2
111	в целях	1	2
112	данном случае	1	2
113	героя и	3	2
114	на язык	4	2
115	в языке	1	2
116	в произведении	3	2
117	мог бы	1	2
118	входит в	1	2
119	наконец в	3	2
120	не чем	1	2
121	и при	2	2
122	который мы	1	2
123	роль в	1	2
124	в другом	1	2
125	мы считаем	2	2
126	при этом	6	2
127	несмотря на	3	2
128	между тем	2	2
129	в полном	1	2
130	для него	1	2
131	и стиль	1	2
132	речи не	1	2
133	и истории	2	2
134	и помимо	1	2
135	вся область	2	2
136	и тем	4	2
137	в руках	1	2
138	с помощью	4	2
139	и может	1	2
140	смысле слова	2	2
141	те же	1	2
142	связанные с	3	2
143	ее в	4	2
144	не исчерпывается	1	2
145	в том	22	2
146	в которую	1	2
147	с этой	1	2
148	что эта	1	2
149	произведения мы	1	2
150	и является	1	2
151	в тех	2	2
152	в отношении	3	2
153	к анализу	1	2
154	чем же	1	2
155	конечно в	2	2
156	другой стороны	3	2
157	сознания и	1	2
158	во времени	1	2
159	не что	1	2
160	не на	1	2
161	отношений между	2	2
162	от этого	1	2
163	так же	4	2
164	в них	4	2
165	самого начала	5	2
166	а в	4	2
167	связанных с	2	2
168	если бы	1	2
169	от всех	2	2
170	и делают	1	2
171	элемента в	1	2
172	а также	4	2
173	соответствии с	2	2
174	еще в	1	2
175	в ней	8	2
176	с самого	4	2
177	нужно отметить	2	2
178	тем что	2	2
179	и др	18	2
180	могут быть	5	2
181	вовсе не	12	2
182	между собою	2	2
183	данных писателей	1	2
184	помимо этого	1	2
185	двух разных	2	2
186	его на	1	2
187	чем иным	1	2
188	учение о	1	2
189	в связи	2	2
190	в зависимости	3	2
191	во всей	5	2
192	с ними	2	2
193	материал в	1	2
194	может стать	4	2
195	все эти	9	2
196	с другой	4	2
197	как в	10	2
198	иным как	1	2
199	не менее	4	2
200	нуждается в	1	2
201	не имеет	1	2
202	там где	3	2
203	в структуре	4	2
204	том что	9	2
205	в нем	21	2
206	уже в	3	2
207	и следовательно	1	2
208	зависимости от	3	2
209	а не	19	2
210	всей своей	2	2
211	в чем	1	2
212	в целом	3	2
213	и ее	8	2
214	тот же	2	2
215	к тому	2	2
216	есть не	1	2
217	кажется что	3	2
218	слова и	5	2
219	не касаемся	2	2
220	этот материал	1	2
221	бы в	2	2
222	символики и	2	2
223	более того	9	2
224	в дальнейшем	8	1
225	этого термина	1	1
226	в особенности	2	1
227	мы вряд	1	1
228	понять и	2	1
229	но у	1	1
230	касаемся здесь	3	1
231	в некоторых	7	1
232	всего в	1	1
233	в моменте	1	1
234	этого и	1	1
235	в каждой	1	1
236	появляется и	2	1
237	переходим к	1	1
238	языка в	1	1
239	литературы в	4	1
240	они проникнуты	1	1
241	к речи	1	1
242	особенности и	1	1
243	обычно в	3	1
244	выражение в	1	1
245	князь мышкин	1	1
246	стать не	1	1
247	ее и	1	1
248	о влиянии	2	1
249	зрения и	2	1
250	для всех	2	1
251	это конечно	3	1
252	только к	1	1
253	и других	12	1
254	и он	5	1
255	один из	7	1
256	данное слово	2	1
257	идеологической жизни	1	1
258	перейти в	1	1
259	и здесь	4	1
260	вообще в	2	1
261	равно и	2	1
262	художественного образа	3	1
263	то это	4	1
264	явления как	1	1
265	выходит за	1	1
266	как возможность	1	1
267	она и	1	1
268	отличие от	1	1
269	в последнем	1	1
270	вопрос о	1	1
271	слово но	1	1
272	что мы	2	1
273	на этом	4	1
274	к слову	3	1
275	не оправданное	1	1
276	они не	5	1
277	ведь именно	1	1
278	контекста и	1	1
279	которую мы	1	1
280	строя и	1	1
281	зрения своего	2	1
282	на нем	1	1
283	мышкин и	1	1
284	указанная нами	1	1
285	так за	1	1
286	которая как	1	1
287	стиля но	1	1
288	эта особенность	1	1
289	даже и	3	1
290	сознания с	1	1
291	которые не	2	1
292	указать на	1	1
293	должно быть	4	1
294	того как	4	1
295	моменты в	1	1
296	выносится за	1	1
297	в самых	2	1
298	слову в	1	1
299	произведений которые	1	1
300	и социальной	2	1
301	сводятся к	1	1
302	не могу	3	1
303	и вот	1	1
304	категорий мы	1	1
305	это все	2	1
306	языковые особенности	1	1
307	но при	2	1
308	высказывания и	2	1
309	более или	3	1
310	внимание на	1	1
311	автор оказывается	1	1
312	теперь мы	4	1
313	потому что	9	1
314	отношения не	1	1
315	на первом	1	1
316	должны быть	2	1
317	и если	4	1
318	бы по	1	1
319	же как	1	1
320	или иных	2	1
321	осмыслены и	1	1
322	и более	3	1
323	но такая	1	1
324	мы имеем	4	1
325	и у	8	1
326	также и	5	1
327	ту же	2	1
328	это и	1	1
329	уже у	3	1
330	для того	1	1
331	тому что	1	1
332	узком смысле	1	1
333	все то	4	1
334	xvii века	3	1
335	есть его	1	1
336	не соприкасается	1	1
337	с предельным	1	1
338	которых он	1	1
339	он и	2	1
340	главное и	1	1
341	вне этого	1	1
342	важна не	1	1
343	как выражение	1	1
344	ними и	1	1
345	не всегда	3	1
346	в своем	2	1
