N	3gram	Voloshinov	Narrotol
1	в том что	9	18
2	в данном случае	4	17
3	в отличие от	2	11
4	по отношению к	11	11
5	о том что	3	9
6	не может быть	14	8
7	тем не менее	4	8
8	той или иной	1	8
9	то же время	6	8
10	в то же	6	8
11	в этом отношении	4	8
12	можно сказать что	5	6
13	с одной стороны	2	6
14	для того чтобы	3	5
15	но при этом	1	5
16	в свою очередь	4	5
17	но и в	1	5
18	на самом деле	4	5
19	и все же	1	5
20	в конечном счете	3	4
21	к тому что	2	4
22	во всяком случае	8	4
23	ведь есть же	1	3
24	в самом деле	10	3
25	и не может	3	3
26	друг на друга	1	3
27	до сих пор	3	3
28	иметь в виду	1	3
29	в зависимости от	4	3
30	то же самое	2	3
31	а также и	2	3
32	едва ли не	1	3
33	того или иного	1	3
34	к себе самому	1	3
35	обратим внимание на	1	3
36	с точки зрения	15	3
37	дело в том	1	3
38	все то что	3	2
39	и в то	1	2
40	они и не	1	2
41	из этих двух	1	2
42	далеко не всегда	3	2
43	и то же	1	2
44	в таком случае	4	2
45	в себе самом	1	2
46	а между тем	1	2
47	так и по	1	2
48	можно ли признать	1	2
49	внешнего и внутреннего	1	2
50	картины мира в	1	2
51	не только не	1	2
52	чем иным как	2	2
53	а с другой	2	2
54	и у нас	1	2
55	хотя и не	1	2
56	не в его	3	2
57	прежде всего на	1	2
58	но все же	1	2
59	но и не	1	2
60	в нашем сознании	1	2
61	все же не	1	2
62	одно и то	1	2
63	можно было бы	1	2
64	так же как	1	2
65	только потому что	1	2
66	он и не	1	2
67	на первый взгляд	1	2
68	что иное как	1	2
69	как бы в	1	2
70	а во время	1	2
71	и тот же	3	1
72	о них в	1	1
73	мы уже знаем	3	1
74	отнюдь не является	3	1
75	до известной степени	1	1
76	то что он	1	1
77	социальной ситуации в	1	1
78	так и его	1	1
79	в большинстве случаев	5	1
80	позицию по отношению	1	1
81	в постель к	1	1
82	в этом смысле	2	1
83	по сравнению с	1	1
84	ничего не говорит	1	1
85	для него уже	1	1
86	во всех его	1	1
87	то или иное	2	1
88	на него и	1	1
89	все что находится	1	1
90	однако и здесь	1	1
91	и со стороны	1	1
92	в предыдущей главе	2	1
93	только часть целого	2	1
94	находится за пределами	1	1
95	всех без исключения	1	1
96	не отличается от	2	1
97	сказать и о	2	1
98	следует заметить что	1	1
99	при всей ее	1	1
100	этом отношении совершенно	1	1
101	сам по себе	4	1
102	так и в	3	1
103	но не только	1	1
104	друг с другом	1	1
105	в особенности в	1	1
106	физическое так и	1	1
107	теперь уже не	1	1
108	здесь имеет место	1	1
109	таким образом что	1	1
110	что все эти	3	1
111	бросается в глаза	1	1
112	по аналогии с	1	1
113	каждого из этих	1	1
114	если можно так	1	1
115	было для него	1	1
116	в чем не	4	1
117	том что в	1	1
118	потому что оно	1	1
119	который в данном	1	1
120	точки зрения в	1	1
121	и не мог	1	1
122	с ним было	1	1
123	из них не	1	1
124	можно не только	1	1
125	так как это	1	1
126	со всеми уже	1	1
127	то ни было	2	1
128	и даже не	1	1
129	в целом и	1	1
130	относится и к	1	1
131	как раз и	2	1
132	что с точки	1	1
133	о которой он	1	1
134	только то что	3	1
135	он сам называет	1	1
136	бы то ни	3	1
137	из того что	1	1
138	да и не	1	1
139	не то что	1	1
140	имея в виду	1	1
141	в чем же	2	1
142	что можно сказать	1	1
143	или хотя бы	1	1
144	и потому не	1	1
145	можно так выразиться	1	1
146	и т д	1	1
147	человека так у	1	1
148	есть не что	1	1
149	и тем не	2	1
150	в слове и	1	1
151	ни о каких	1	1
152	внутреннюю и внешнюю	3	1
153	как со стороны	1	1
154	в противоречие с	1	1
155	по крайней мере	1	1
156	в данный момент	1	1
157	все что можно	1	1
158	даже если это	1	1
159	к этому времени	2	1
160	один и тот	3	1
161	но в целом	1	1
162	что же касается	3	1
163	также и тех	1	1
164	и не было	1	1
165	все что может	2	1
166	того и другого	1	1
167	не имея возможности	1	1
168	в то время	1	1
169	на этот вопрос	3	1
170	принимают участие в	1	1
171	и того и	1	1
172	точки зрения на	1	1
173	что к этому	1	1
174	данном случае в	1	1
175	не найдя для	1	1
176	всяком случае в	1	1
177	как и на	1	1
178	не что иное	1	1
179	говорит нам о	1	1
180	его жизни и	2	1
181	так и со	1	1
182	как и все	1	1
183	ответ на этот	1	1
184	как мы видели	8	1
185	в другом человеке	1	1
186	и все его	2	1
187	мы не знаем	1	1
188	ему в голову	1	1
189	внутренней точки зрения	1	1
190	это уже не	1	1
191	точка зрения внешне	1	1
192	с самого начала	5	1
193	точки зрения настоящего	1	1
194	том что он	2	1
195	в своем собственном	1	1
196	единого в своей	1	1
197	в его душе	1	1
198	том что с	1	1
199	не может обойтись	1	1
200	не оставляет места	1	1
201	в хх веке	1	1
202	того что может	1	1
203	как это делает	1	1
204	то что мы	2	1
205	нам до сих	1	1
206	в основе своей	1	1
207	в следующей главе	3	1
208	что и в	2	1
209	это прежде всего	2	1
210	и от всей	1	1
211	нет и не	3	1
212	упускать из виду	1	1
213	ни в чем	4	1
214	мы не можем	3	1
215	что с ним	1	1
216	может быть и	6	1
