N	3gram	Losev_Prob	VrazhdaK
1	и все же	1	5
2	в то же	10	4
3	в связи с	9	3
4	имел в виду	1	3
5	в том что	17	2
6	не может быть	5	2
7	он не только	1	2
8	с точки зрения	9	2
9	дневник лишнего человека	1	2
10	только при помощи	4	1
11	это то что	2	1
12	но для нас	1	1
13	тем самым он	1	1
14	не было бы	3	1
15	общего ни с	1	1
16	войне и мире	1	1
17	но при этом	1	1
18	в котором он	1	1
19	еще не знали	1	1
20	в свете этой	1	1
21	в войне и	1	1
22	и гораздо больше	1	1
23	в то время	6	1
24	далеко не все	1	1
25	в конце концов	4	1
26	одно и то	4	1
27	речь идет о	1	1
28	равно как и	2	1
29	это не просто	1	1
30	о том как	4	1
31	в той же	1	1
32	точно так же	5	1
33	так же как	3	1
34	но это не	1	1
35	на то что	2	1
36	быть и речи	1	1
37	и в то	2	1
38	и во всем	1	1
39	ничего общего ни	1	1
40	по крайней мере	9	1
41	и никогда не	1	1
42	что они не	1	1
43	в этом смысле	5	1
44	заключается в том	5	1
45	что в нем	1	1
46	имеется в виду	6	1
47	и то что	8	1
48	не только не	5	1
49	о том что	8	1
50	я не знаю	1	1
51	до сих пор	4	1
52	нет ничего общего	1	1
53	на этот раз	3	1
54	или по крайней	6	1
55	во всяком случае	8	1
56	у тургенева и	1	1
57	а следовательно и	1	1
58	что у человека	2	1
59	тем не менее	23	1
60	к вопросу о	1	1
61	как он сам	1	1
62	на первый план	3	1
63	с другой стороны	11	1
64	в известном смысле	1	1
65	что это за	3	1
66	в литературе и	1	1
67	связи с этим	1	1
68	в третий раз	1	1
69	это и есть	3	1
70	на первый взгляд	3	1
71	и то же	5	1
72	между прочим и	1	1
73	тем что он	1	1
74	все же не	1	1
75	и не может	1	1
76	и в этом	6	1
77	может быть и	3	1
