N	2gram	Vygotskiy_	Stilisti
1	и в	37	42
2	как бы	16	30
3	не только	29	28
4	и т.п	5	25
5	прежде всего	12	22
6	и т.д	15	21
7	хотя бы	7	18
8	внутренней речи	14	18
9	то же	12	16
10	но и	23	16
11	социального общения	1	14
12	и не	15	14
13	может быть	19	13
14	не может	16	13
15	как и	20	12
16	что мы	9	11
17	мы уже	7	11
18	точки зрения	49	11
19	ситуации и	1	10
20	в этом	32	10
21	в себе	8	10
22	и как	7	10
23	общественной жизни	3	10
24	мы должны	11	10
25	как мы	11	10
26	отнюдь не	2	10
27	мы не	13	9
28	при этом	6	9
29	все же	6	9
30	язык и	1	9
31	то что	32	9
32	для того	19	9
33	в то	7	9
34	таким образом	39	8
35	так как	11	8
36	с тем	8	8
37	речевого общения	1	8
38	и это	3	8
39	в ней	2	8
40	тем самым	8	8
41	что же	3	8
42	с его	7	8
43	ничего не	6	8
44	и на	8	7
45	так и	12	7
46	слов и	1	7
47	мы можем	11	7
48	только в	8	7
49	в которой	6	7
50	зависимости от	8	7
51	и его	10	7
52	потому что	11	7
53	того чтобы	23	7
54	другими словами	1	7
55	и тем	8	7
56	же время	2	7
57	было бы	12	7
58	и той	2	7
59	той же	4	7
60	и от	4	7
61	в зависимости	8	7
62	а не	5	7
63	никогда не	8	7
64	во всех	4	6
65	в его	16	6
66	не в	9	6
67	в нем	2	6
68	в конце	2	6
69	в процессе	19	6
70	но ведь	2	6
71	и так	1	6
72	на его	1	6
73	бы в	5	6
74	точкой зрения	1	6
75	в свою	4	6
76	речи и	41	6
77	с помощью	16	6
78	одно и	2	6
79	в форме	1	6
80	или как	1	6
81	когда мы	2	6
82	в этой	13	6
83	точку зрения	8	6
84	слова в	2	6
85	мы будем	2	6
86	или иной	3	6
87	в области	4	6
88	в той	1	5
89	в самом	16	5
90	уже в	8	5
91	и их	5	5
92	с точки	34	5
93	те же	2	5
94	не является	16	5
95	все время	8	5
96	в общественной	1	5
97	внутренняя речь	7	5
98	самом деле	8	5
99	но все	3	5
100	и с	10	5
101	но в	9	5
102	тому что	6	5
103	вместе с	14	5
104	точек зрения	1	5
105	своей жизни	1	5
106	того или	1	5
107	а с	8	5
108	мы увидим	3	5
109	и следовательно	3	5
110	слова и	5	5
111	как это	6	5
112	и является	2	5
113	а в	4	5
114	же самое	4	5
115	и мимики	1	5
116	в нашем	3	5
117	в сознании	2	5
118	и то	3	5
119	же мы	1	5
120	т.д и	2	5
121	независимо от	10	5
122	и наконец	3	5
123	мы видели	8	5
124	одной и	2	4
125	всего в	3	4
126	были бы	2	4
127	и к	9	4
128	мы видим	7	4
129	один из	3	4
130	всех своих	2	4
131	слов в	1	4
132	что это	8	4
133	на него	3	4
134	что такое	1	4
135	все это	9	4
136	в качестве	12	4
137	или иную	1	4
138	в одном	5	4
139	слова как	3	4
140	если бы	10	4
141	и все	7	4
142	с самого	9	4
143	во внутренней	1	4
144	в слове	2	4
145	так сказать	1	4
146	к своему	2	4
147	у нас	1	4
148	в словах	3	4
149	да и	1	4
150	как только	3	4
151	уже не	2	4
152	к тому	10	4
153	о том	14	4
