N	2gram	Bakhtin_Fr	PoTuStor
1	может быть	4	17
2	и в	67	16
3	и пр	1	12
4	таким образом	20	9
5	в этом	27	9
6	прежде всего	19	9
7	мы можем	5	9
8	и только	2	9
9	точки зрения	7	8
10	и с	18	8
11	не может	9	8
12	и его	19	8
13	не только	23	7
14	сказать что	12	7
15	с его	11	7
16	и к	7	6
17	при этом	5	6
18	для него	4	6
19	самом деле	6	6
20	и это	5	6
21	конечно не	5	6
22	с точки	5	6
23	ни в	5	5
24	все эти	12	5
25	только для	4	5
26	в чем	6	5
27	еще не	5	5
28	как бы	18	5
29	ту сторону	1	5
30	отношение к	1	5
31	нуждается в	3	5
32	в него	1	5
33	а потому	2	4
34	все что	3	4
35	для всех	4	4
36	и на	12	4
37	так как	16	4
38	все это	15	4
39	в его	17	4
40	мысли и	6	4
41	так и	14	4
42	на самом	8	4
43	по ту	1	4
44	его в	10	4
45	и даже	6	4
46	и все	18	4
47	с ними	1	4
48	только в	6	4
49	и не	23	4
50	но мы	3	4
51	можно сказать	4	4
52	с самого	3	4
53	но и	23	4
54	хотя бы	2	4
55	и их	6	4
56	самого начала	3	4
57	в этой	13	4
58	как мы	16	4
59	в нем	20	4
60	с ее	7	4
61	в один	2	4
62	и ее	2	4
63	и наконец	5	4
64	но в	20	4
65	и вот	4	3
66	до сих	3	3
67	на язык	1	3
68	в том	16	3
69	мы знаем	1	3
70	те же	1	3
71	с другими	3	3
72	на этой	3	3
73	между ними	4	3
74	в конечном	1	3
75	их в	2	3
76	отношения к	1	3
77	и как	7	3
78	что в	14	3
79	и она	3	3
80	том что	13	3
81	большинстве случаев	6	3
82	вместе с	5	3
83	на этом	7	3
84	мира и	10	3
85	и оно	1	3
86	во всех	20	3
87	но оно	4	3
88	во всяком	1	3
89	и потому	1	3
90	в основе	6	3
91	и притом	2	3
92	тех же	1	3
93	как это	5	3
94	только на	1	3
95	в одном	7	3
96	чем не	3	3
97	а в	4	3
98	в большинстве	6	3
99	то что	9	3
100	и др	11	3
101	могут быть	1	3
102	и есть	5	3
103	сих пор	3	3
104	в общем	5	3
105	жизни и	11	3
106	в области	2	3
107	во время	15	3
108	в самом	7	2
109	в свое	1	2
110	сущность его	1	2
111	мы видим	6	2
