N	2gram	Voloshinov	Mirosoze
1	и в	13	97
2	может быть	8	64
3	не только	6	63
4	в этом	2	55
5	но и	3	54
6	а не	2	53
7	в нем	2	49
8	не может	8	49
9	и не	8	39
10	никогда не	3	38
11	в ней	2	37
12	потому что	1	37
13	не было	1	36
14	не в	3	34
15	и есть	1	33
16	для него	2	31
17	как и	3	29
18	прежде всего	9	29
19	и он	1	27
20	в мире	1	27
21	но в	4	27
22	человека и	1	26
23	в своей	4	25
24	и это	1	25
25	переходит в	1	24
26	и все	3	24
27	и достоевский	1	23
28	в своем	1	23
29	что в	3	23
30	что он	1	22
31	в самом	2	21
32	в себе	3	20
33	отношение к	1	20
34	как бы	6	19
35	до конца	1	19
36	в его	7	18
37	том что	2	16
38	в том	2	16
39	то что	6	16
40	было бы	4	16
41	и его	12	16
42	быть может	1	15
43	не знает	1	15
44	в этой	1	15
45	в конце	1	14
46	нет ничего	2	14
47	так как	3	14
48	и вот	1	13
49	в них	2	12
50	к нему	1	12
51	и у	1	12
52	но не	1	12
53	смысле слова	2	12
54	все это	4	12
55	и к	2	11
56	хотя бы	5	11
57	в которой	3	11
58	только в	6	11
59	как в	2	11
60	и там	1	11
61	но это	1	11
62	и для	3	11
63	менее всего	1	11
64	то же	4	10
65	так же	2	10
66	для человека	1	10
67	один из	1	10
68	не имеет	2	10
69	это и	1	10
70	связана с	3	10
71	в самой	1	10
72	есть не	2	10
73	к тому	2	9
74	он весь	1	9
75	не мог	2	9
76	должно быть	1	9
77	вместе с	1	9
78	а в	2	9
79	лишь в	4	9
80	от него	1	8
81	тем что	2	8
82	вопрос о	1	8
83	за пределы	3	8
84	в отношении	2	8
85	еще в	2	8
86	того чтобы	1	8
87	нет и	1	8
88	с его	1	8
89	они не	1	8
90	уже в	2	8
91	только и	4	8
92	для того	1	8
93	во всем	2	7
94	если он	1	7
95	не существует	1	7
96	точки зрения	7	7
97	она есть	1	7
98	те же	2	7
99	что она	1	7
100	на этом	1	7
101	себя и	1	7
102	мог бы	2	7
103	но если	1	7
104	не могу	1	7
105	также и	1	7
106	есть прежде	3	6
107	с этой	2	6
108	не как	3	6
109	людей и	1	6
110	всего в	1	6
111	его в	1	6
112	совсем не	1	6
113	можно было	1	6
114	по своей	1	6
115	и здесь	1	6
116	его на	2	6
117	если бы	2	6
118	в которых	1	6
119	в образе	1	6
120	в ее	3	6
121	влечет к	1	6
122	того как	1	6
123	и более	1	6
124	на все	1	6
125	быть и	1	6
126	на то	1	6
127	еще не	1	5
128	бы в	2	5
129	которые не	1	5
130	мысли и	1	5
131	одно из	1	5
132	и как	1	5
133	с этим	3	5
134	для этого	1	5
135	чем его	1	5
136	до того	1	5
137	сказать что	1	5
138	к которому	1	5
139	все время	1	5
140	и вместе	1	5
141	от этого	2	5
142	которая есть	1	5
143	вопроса о	4	5
144	должны быть	1	5
145	в то	1	5
146	и этот	2	5
147	да и	3	5
148	его и	1	5
149	то он	1	5
150	в основе	1	5
151	и если	1	5
152	тот же	2	5
153	которых он	1	5
154	так и	3	5
155	в их	3	5
156	сознания но	1	5
157	думать что	2	5
158	в разных	1	4
159	в своих	2	4
160	в такой	1	4
161	жизни он	1	4
162	не всегда	1	4
163	по отношению	3	4
164	не что	2	4
165	себе в	1	4
166	него не	1	4
167	что они	2	4
168	ее и	1	4
169	мы видим	2	4
170	что иное	2	4
171	в каждом	4	4
172	и через	1	4
173	лежит в	1	4
174	тому что	1	4
175	в чем	2	4
176	мысль что	1	4
177	и что	1	4
178	и никогда	1	4
179	для них	1	4
180	и тот	1	4
181	в начале	1	4
182	как о	1	4
183	вряд ли	3	4
184	никто не	1	4
185	я хочу	3	4
186	к другому	1	4
187	же есть	1	4
188	перейти в	1	4
189	и тогда	1	4
190	и до	1	4
191	в истории	1	4
192	только с	1	4
193	как к	1	4
194	могут быть	2	4
195	мы не	4	4
196	сознания и	2	4
197	все равно	1	4
198	в эпоху	1	4
199	все эти	2	4
200	особенно в	1	4
201	и их	7	4
202	отношению к	3	4
203	иное как	2	4
204	этого необходимо	1	3
205	в виду	1	3
206	ко всем	1	3
207	все же	5	3
208	но у	1	3
209	то это	1	3
210	даже и	1	3
211	входит в	2	3
212	в этот	2	3
213	в одном	3	3
214	превращается в	3	3
215	конечно не	1	3
216	не вполне	1	3
217	к этому	1	3
218	на том	1	3
219	одним из	1	3
220	но ведь	5	3
221	же как	1	3
222	но когда	1	3
223	ту же	1	3
224	между тем	2	3
225	эти слова	1	3
226	и тем	2	3
227	истории и	1	3
228	и самый	1	3
229	для себя	2	3
230	и должно	2	3
231	учение о	2	3
232	со всеми	1	3
233	духа но	1	3
234	в пределах	3	3
235	уж конечно	1	3
236	только одно	1	3
237	в значительной	1	3
238	есть одно	1	3
239	роль в	2	3
240	это все	1	3
241	когда в	1	3
242	которую он	1	3
243	а лишь	1	3
244	что же	3	3
245	тому как	1	3
246	из него	1	3
247	выходит за	1	3
248	обратиться к	1	3
249	и то	3	3
250	это особенно	1	3
251	она никогда	1	3
252	от всех	2	3
253	движение в	1	3
254	и эта	5	3
255	долгое время	1	3
256	об этом	1	3
257	в самых	1	3
258	что всякий	1	3
259	мы должны	6	3
260	лишь как	1	3
261	писателей и	1	3
262	но для	3	3
263	тем как	1	2
264	созерцать его	1	2
265	не столько	3	2
266	то не	1	2
267	по себе	1	2
268	уже на	1	2
269	не менее	2	2
270	в действительности	2	2
271	которой он	1	2
272	привела к	1	2
273	с другой	2	2
274	под ним	1	2
275	революции в	1	2
276	во всей	2	2
277	не будут	1	2
278	того же	1	2
279	такой степени	1	2
280	что ведь	1	2
281	такого рода	1	2
282	что такое	1	2
283	основании что	1	2
284	связи с	1	2
285	про себя	1	2
286	и именно	1	2
287	и характер	1	2
288	разных местах	1	2
289	цели которая	1	2
290	уже к	1	2
291	что эта	2	2
292	когда мы	1	2
293	том основании	1	2
294	столь же	1	2
295	бы быть	1	2
296	что без	1	2
297	его к	1	2
298	а как	2	2
299	и ее	2	2
300	может в	2	2
301	и который	1	2
302	находятся в	1	2
303	подобно тому	1	2
304	связанная с	1	2
305	если не	1	2
306	самом деле	3	2
307	от своего	2	2
308	их в	1	2
309	ему в	1	2
310	исключительно как	1	2
311	что мы	1	2
312	не имеют	1	2
313	историческая судьба	1	2
314	можно лишь	1	2
315	быть не	1	2
316	и уже	3	2
317	у других	1	2
318	в новых	1	2
319	он все	1	2
320	жизнь как	1	2
321	этого слова	1	2
322	только потому	1	2
323	возможности но	1	2
324	выражения в	1	2
325	и уж	1	2
326	этом отношении	1	2
327	он и	1	2
328	в вечности	1	2
329	ее в	2	2
330	на самом	1	2
331	же не	1	2
332	есть акт	1	2
333	с их	1	2
334	в свои	1	2
335	раз навсегда	1	2
336	за которым	1	2
337	им и	1	2
338	к одному	3	2
339	и других	1	2
340	ни один	3	2
341	к тем	1	2
342	отношений между	2	2
343	на всю	1	2
344	как то	1	2
345	и часто	1	2
346	и о	1	2
347	в понимании	1	2
348	очень трудно	1	2
349	она существует	1	2
350	как для	1	2
351	себе а	1	2
352	для всех	1	1
353	существует лишь	1	1
354	одно несомненно	1	1
355	только что	1	1
356	и над	1	1
357	этот момент	1	1
358	это обычно	1	1
359	примыкает к	1	1
360	своей истории	1	1
361	которое может	2	1
362	о всемирном	1	1
363	одно дело	1	1
364	другой стороны	2	1
365	но что	1	1
366	понимается как	1	1
367	могу поверить	1	1
368	связь с	1	1
369	в борьбе	1	1
370	в материал	2	1
371	судьба этой	1	1
372	из нее	1	1
373	мира это	1	1
374	психологизма и	1	1
375	ведь и	1	1
376	на эту	1	1
377	является для	1	1
378	в природе	1	1
379	его творческого	1	1
380	и истории	2	1
381	других представителей	1	1
382	для исследования	2	1
383	моменты в	1	1
384	позитивизмом и	1	1
385	все устойчивые	1	1
386	эта душа	1	1
387	но может	1	1
388	осуществляется в	1	1
389	представляется не	1	1
390	душа и	1	1
391	всегда связана	1	1
392	этом мы	1	1
393	но даже	1	1
394	одной стороны	2	1
395	в другом	2	1
396	и должна	1	1
397	свободы которую	1	1
398	мы все	1	1
399	с проблемой	1	1
400	говорить о	3	1
401	борьбе с	1	1
402	и при	2	1
403	идеологию и	1	1
404	художественном творчестве	1	1
405	отношений и	1	1
406	быть понята	1	1
407	формы все	1	1
408	тех случаях	1	1
409	и говорил	1	1
410	с большим	1	1
411	или нет?	1	1
412	наконец его	1	1
413	в зависимости	2	1
414	связи со	1	1
415	традиций и	1	1
416	для понимания	1	1
417	по поводу	1	1
418	является представителем	1	1
419	и становится	1	1
420	в какую-то	1	1
421	гоголь и	1	1
422	о влиянии	1	1
423	этом нужно	1	1
424	она и	1	1
425	произведения и	1	1
426	сознания с	1	1
427	и свободной	1	1
428	указать на	1	1
429	с одной	2	1
430	есть его	1	1
431	с точки	5	1
432	что мир	1	1
433	были высказаны	1	1
434	связей и	1	1
435	сильнее и	1	1
436	природе не	1	1
437	идеализма и	1	1
438	и последнее	1	1
439	существует только	1	1
440	как же	1	1
441	сознания не	1	1
442	и чисто	1	1
443	на себя	1	1
444	мы это	1	1
445	или иная	1	1
446	с одним	1	1
447	отличие от	1	1
448	себя как	1	1
449	свои права	1	1
450	в ряду	1	1
451	зрения и	1	1
452	больше и	1	1
453	должно было	1	1
454	в себя	1	1
455	не знала	1	1
456	из одного	1	1
457	и своей	1	1
458	материалом для	2	1
459	о системе	1	1
460	находит свое	1	1
461	последняя проблема	1	1
462	мы уже	2	1
463	когда я	1	1
464	две формы	1	1
465	ведь этот	1	1
466	и речи	1	1
467	аналогия между	1	1
468	мост между	1	1
469	на самый	1	1
470	общего не	1	1
471	кажется что	2	1
472	на нем	1	1
473	в системе	1	1
474	от одного	1	1
475	в тех	2	1
476	организации в	2	1
477	но так	2	1
478	этот вопрос	1	1
479	ведь в	1	1
480	и глубоко	1	1
481	мы со	2	1
482	природы и	1	1
483	и др	2	1
484	дойти до	1	1
485	роль играет	1	1
486	к живому	1	1
487	с ее	1	1
488	и чем	1	1
489	искусства в	1	1
490	что до	1	1
491	к более	1	1
492	своего рода	2	1
493	в столь	1	1
494	выйти за	1	1
495	с миром	1	1
496	как свое	1	1
497	мы чувствуем	1	1
498	нужно сказать	1	1
499	в другой	1	1
500	и творческого	1	1
501	этот не	1	1
502	сложность и	1	1
503	переходит из	1	1
504	не на	2	1
505	все то	1	1
506	дантовского неба	1	1
507	исторической преемственности	1	1
508	заключается в	1	1
509	с ними	2	1
510	подхода к	1	1
511	что такой	1	1
512	мыслей и	1	1
513	ли вообще	1	1
514	зависимости от	2	1
515	всей своей	2	1
516	ничего общего	3	1
517	что вообще	1	1
518	которую не	1	1
519	силой своей	1	1
520	чем же	2	1
521	не является	4	1
522	уже из	1	1
523	соединяются в	1	1
524	сознание что	1	1
525	и социальной	1	1
526	мира если	2	1
527	наконец в	2	1
528	не должно	1	1
529	тех пор	4	1
530	остается только	1	1
531	сознании и	1	1
532	в которую	2	1
533	может лишь	1	1
534	вступает в	1	1
535	что влияние	1	1
536	и наиболее	2	1
537	вслед за	2	1
538	в решении	1	1
539	в совершенно	1	1
540	же время	1	1
541	и наоборот	1	1
542	литературы в	1	1
543	несмотря на	2	1
