N	2gram	Propp_Isto	Komedia
1	и в	43	77
2	и не	16	47
3	в том	13	44
4	том что	12	42
5	о том	4	33
6	т е	36	33
7	но и	24	32
8	может быть	22	30
9	из них	7	29
10	таким образом	15	29
11	в то	2	28
12	и его	10	28
13	в этом	25	27
14	потому что	8	27
15	что он	17	26
16	к тому	9	26
17	тому же	4	25
18	не только	28	25
19	вместе с	12	25
20	так как	13	24
21	в дом	13	23
22	как и	9	23
23	ни в	2	23
24	в доме	14	23
25	что в	29	23
26	в самом	1	22
27	что и	17	22
28	если бы	7	22
29	то же	11	21
30	ясно что	2	21
31	так и	6	21
32	а в	13	21
33	в его	7	20
34	к этому	10	19
35	во время	8	19
36	со стороны	3	19
37	в этой	7	18
38	тем что	8	17
39	в нем	11	17
40	и здесь	8	17
41	и т	33	17
42	еще не	15	17
43	при этом	4	16
44	все же	13	16
45	не менее	6	16
46	у него	4	16
47	сих пор	7	16
48	он не	11	16
49	и сам	1	16
50	до сих	7	16
51	тот же	2	16
52	не в	9	15
53	в своем	2	15
54	точки зрения	3	15
55	его в	7	15
56	в которой	1	15
57	на себя	5	15
58	между тем	2	15
59	один из	7	15
60	и на	7	15
61	было бы	5	15
62	прежде всего	3	15
63	и с	10	14
64	столь же	1	14
65	к нему	12	14
66	в свою	5	14
67	все это	4	14
68	об этом	8	14
69	только что	3	13
70	самом деле	1	13
71	о чем	1	13
72	в них	6	13
73	в одном	9	13
74	что она	8	13
75	как раз	1	13
76	мы можем	10	13
77	так что	8	13
78	то что	20	13
79	но в	15	13
80	в котором	5	12
81	так же	16	12
82	с другой	10	12
83	несмотря на	1	12
84	хотя и	4	12
85	в качестве	4	12
86	как это	5	12
87	из которых	1	12
88	как в	6	12
89	уже в	1	12
90	в начале	2	12
91	не может	8	12
92	но не	10	12
93	и даже	4	11
94	с тем	3	11
95	по отношению	2	11
96	наряду с	4	11
97	что его	2	11
98	с ним	1	11
99	то время	2	11
100	должны были	4	11
101	как мы	11	11
102	на этот	1	11
103	и для	3	11
104	из дому	4	11
105	в частности	6	11
106	к ней	4	11
107	одного из	2	11
108	с этим	13	10
109	он был	1	10
110	свою очередь	1	10
111	на него	4	10
112	тут же	4	10
113	с одной	2	10
114	к себе	3	10
115	в чем	4	10
116	как бы	5	10
117	и что	6	10
118	и все	4	10
119	более чем	1	10
120	одной из	1	10
121	с его	1	10
122	ничего не	12	10
123	из дома	3	10
124	мы не	3	10
