N	3gram	Losev_Vesc	Freidism
1	с точки зрения	6	15
2	не может быть	22	14
3	в самом деле	7	10
4	в том что	9	9
5	во всяком случае	2	8
6	и прежде всего	1	7
7	в то же	5	6
8	то же время	4	6
9	может быть и	1	6
10	можно сказать что	3	5
11	в свою очередь	5	4
12	тем не менее	11	4
13	сам по себе	4	4
14	в зависимости от	1	4
15	в данном случае	2	4
16	на первый план	1	4
17	в этом отношении	2	4
18	и тот же	1	3
19	все то что	2	3
20	только то что	3	3
21	для того чтобы	2	3
22	о том что	4	3
23	один и тот	1	3
24	в собственном смысле	3	3
25	до сих пор	1	3
26	все это –	2	3
27	бы то ни	12	3
28	мы видели что	3	3
29	внутренней и внешней	1	3
30	прежде всего к	1	3
31	но в то	1	3
32	быть и речи	1	3
33	мы не можем	3	3
34	и не может	1	3
35	и тем не	5	2
36	ни о каком	2	2
37	ни в каком	6	2
38	точка зрения на	1	2
39	равно как и	4	2
40	в применении к	2	2
41	и может быть	1	2
42	в этом смысле	2	2
43	на все лады	1	2
44	заключается в том	3	2
45	в чем же	5	2
46	то или иное	1	2
47	ни в какой	1	2
48	с другой –	1	2
49	и не подозревает	1	2
50	хотя бы и	2	2
51	вовсе не в	1	2
52	в конце концов	2	2
53	а следовательно и	2	2
54	для этого нужно	2	2
55	но мы не	1	2
56	и пр и	1	2
57	это – только	1	2
58	в каком случае	4	2
59	что же такое	4	2
60	сказать не может	1	2
61	по меньшей мере	1	2
62	у нас в	2	2
63	что и в	1	2
64	том что он	2	2
65	для него только	1	2
66	то ни было	12	2
67	то обстоятельство что	1	2
68	к тому что	2	2
69	самом же деле	1	2
70	это и есть	4	2
71	на самом же	1	2
72	с одной стороны	3	2
73	то что мы	3	2
74	как раз и	2	2
75	и пр –	1	2
76	то же самое	1	2
77	и т д	36	1
78	быть не может	1	1
79	что он не	1	1
80	в этом случае	1	1
81	своих прежних работах	2	1
82	и вот это	1	1
83	и у нас	1	1
84	вещи и явления	1	1
85	на себя и	1	1
86	от них и	1	1
87	как будто бы	1	1
88	– только одна	1	1
89	себя с ним	1	1
90	что она не	1	1
91	том что это	1	1
92	своем месте мы	1	1
93	и даже не	3	1
94	каком случае не	2	1
95	то что он	2	1
96	и имен и	1	1
97	и только в	1	1
98	т д таким	1	1
99	только одна из	1	1
100	но и в	1	1
101	от того что	4	1
102	одна из основных	1	1
103	как мы знаем	1	1
104	по крайней мере	10	1
105	в данный момент	1	1
106	по сравнению с	7	1
107	то что как	1	1
108	того что мы	1	1
109	была бы совершенно	1	1
110	что бы то	1	1
111	только в свете	1	1
112	ровно ничего что	1	1
113	то что является	4	1
114	имеется в виду	1	1
115	для него не	1	1
116	– не только	1	1
117	ее – не	1	1
118	между ними существует	1	1
119	однако и здесь	1	1
120	и потому со	1	1
121	сама с собою	1	1
122	и вот когда	1	1
123	и мыслим и	1	1
124	– одна из	1	1
125	в себе и	1	1
126	в себе то	1	1
