N	3gram	Vygotskiy_	Morfolog
1	мы видим что	2	11
2	в этом случае	4	10
3	не может быть	5	9
4	в связи с	8	9
5	по отношению к	3	7
6	мы увидим ниже	1	6
7	с точки зрения	11	6
8	тем не менее	6	6
9	связи с этим	2	5
10	подобно тому как	1	5
11	как мы увидим	2	5
12	с другой стороны	5	5
13	а также и	1	5
14	в том что	41	4
15	независимо от того	3	4
16	не могут быть	1	4
17	к тому что	1	4
18	но все же	1	4
19	на то что	5	3
20	о том что	3	3
21	в собственном смысле	12	3
22	как и в	3	3
23	для того чтобы	14	3
24	в то время	5	3
25	бы то ни	1	3
26	состоит в том	4	3
27	прежде всего следует	1	3
28	в том случае	2	3
29	далеко не все	1	3
30	собственном смысле слова	3	3
31	то время как	5	3
32	о том как	1	2
33	мы увидим что	1	2
34	то что в	3	2
35	тем и другим	1	2
36	этих случаях нет	1	2
37	более или менее	3	2
38	мы не сумеем	1	2
39	друг на друга	3	2
40	том случае если	2	2
41	он может быть	1	2
42	не что иное	2	2
43	в обоих случаях	2	2
44	можно было бы	8	2
45	точно так же	4	2
46	и таким образом	1	2
47	в данном случае	1	2
48	но так как	2	2
49	то ни было	1	2
50	не входит в	1	2
51	во всяком случае	10	2
52	что иное как	2	2
53	к вопросу о	1	2
54	с этого момента	1	2
55	с одной стороны	8	2
56	в этом отношении	9	2
57	вне связи с	1	2
58	оно может быть	1	2
59	друг к другу	1	2
60	что эти формы	1	1
61	реакции на это	1	1
62	вывод который можно	1	1
63	при помощи которых	1	1
64	есть не что	1	1
65	в свою очередь	3	1
66	и тот же	6	1
67	которые не могут	1	1
68	к тому или	3	1
69	те случаи когда	1	1
70	они представляют собой	1	1
71	и даже не	1	1
72	с этим мы	1	1
73	вслед за этим	1	1
74	что там где	1	1
75	мы скажем что	1	1
76	для решения задачи	2	1
77	в применении к	1	1
78	что они имеют	2	1
79	иногда может быть	1	1
80	могут иметь различное	1	1
81	бы сказать что	5	1
82	с такой же	1	1
83	какого бы то	1	1
84	они даны в	2	1
85	тесно связаны между	1	1
86	то же в	1	1
87	причины так и	1	1
88	то мы увидим	1	1
89	можно сомневаться в	1	1
90	перед нами в	2	1
91	могут рассматриваться как	1	1
92	один и тот	6	1
93	здесь как и	1	1
94	от того как	2	1
95	с этой точки	4	1
96	может войти в	1	1
97	отношении друг к	1	1
98	ответить на этот	1	1
99	из этих двух	1	1
100	но это нисколько	1	1
101	можно сказать что	1	1
102	иметь различное значение	1	1
103	в какой степени	2	1
104	только в том	4	1
105	но если мы	1	1
106	также и не	1	1
107	не представляет собой	1	1
108	далеко не всегда	1	1
109	в этом и	2	1
110	и что следовательно	1	1
111	здесь мы имеем	2	1
112	могло бы быть	1	1
113	более и более	1	1
114	тех или иных	1	1
115	со всеми другими	2	1
116	и то же	6	1
117	на этот вопрос	2	1
118	как мы уже	3	1
119	и как они	1	1
120	они ни были	1	1
121	мы будем говорить	1	1
122	является то что	4	1
123	друг с другом	10	1
124	мы имели возможность	5	1
125	все эти процессы	1	1
126	а затем уже	2	1
127	видим таким образом	5	1
128	до сих пор	3	1
129	совершенно ясно что	1	1
130	все же в	2	1
131	не потому что	1	1
132	все более и	1	1
133	так как это	2	1
134	что под этим	1	1
135	помимо того что	1	1
136	ни одна из	1	1
137	двух точек зрения	1	1
138	с помощью этого	3	1
139	совершенно иное чем	1	1
140	как причины так	1	1
141	одно и то	6	1
142	операции при помощи	1	1
143	таким образом что	6	1
144	между собой и	2	1
145	той или иной	2	1
146	это мы видим	1	1
147	сомневаться в том	1	1
148	это нисколько не	1	1
149	так как они	2	1
150	в этой области	2	1
151	если бы мы	2	1
152	так например в	1	1
153	является одновременно и	1	1
154	вовсе не необходимо	2	1
155	с логической неизбежностью	2	1
156	во всех этих	1	1
157	которые могут быть	1	1
158	и в нашем	1	1
159	можно сравнить с	1	1
160	бы они ни	1	1
161	во всей своей	1	1
162	всех этих случаях	1	1
163	мы должны будем	1	1
164	с самого начала	6	1
165	из них не	1	1
166	том что он	1	1
167	что в основе	7	1
168	обоих случаях значение	1	1
169	не имеет ничего	1	1
170	это означает что	2	1
171	в совершенно другом	1	1
172	по своему строению	2	1
173	в высшей степени	11	1
174	и в некоторых	1	1
175	точки зрения совершенно	1	1
176	этой точки зрения	4	1
177	и здесь этот	1	1
178	мы увидим дальше	1	1
179	ход но не	1	1
180	другой стороны они	1	1
181	один из них	1	1
182	как бы в	1	1
183	это значит что	6	1
184	но они могут	1	1
185	и в качестве	1	1
186	в целом и	2	1
187	или во всяком	1	1
188	то что они	3	1
189	приводит к тому	1	1
190	является одним из	1	1
191	так и здесь	1	1
192	из которых каждый	2	1
193	ли можно сомневаться	1	1
194	так же и	1	1
195	что и в	6	1
196	таким же способом	1	1
197	самая постановка вопроса	1	1
198	самого начала в	1	1
199	после того как	1	1
200	мы не можем	2	1
201	мы видим таким	5	1
