N	3gram	Vygotskiy_	Narrotol
1	в том что	30	18
2	в данном случае	3	17
3	не только в	5	13
4	в отличие от	3	11
5	по отношению к	2	11
6	к тому же	1	9
7	о том что	15	9
8	не может быть	4	8
9	той или иной	2	8
10	то же время	1	8
11	в то же	1	8
12	в этом отношении	3	8
13	состоит в том	2	6
14	мы имеем дело	1	6
15	можно сказать что	3	6
16	во времени и	1	6
17	с одной стороны	15	6
18	для того чтобы	41	5
19	в свою очередь	1	5
20	на самом деле	8	5
21	подобно тому как	1	5
22	и все же	1	5
23	имеем дело с	1	5
24	в конечном счете	2	4
25	к тому что	8	4
26	на другой день	1	4
27	во всяком случае	1	4
28	заключает в себе	6	3
29	в самом деле	8	3
30	а в том	1	3
31	до сих пор	9	3
32	иметь в виду	3	3
33	речь идет о	1	3
34	в зависимости от	7	3
35	то же самое	8	3
36	едва ли не	1	3
37	в ответ на	1	3
38	того или иного	1	3
39	на то что	25	3
40	обратим внимание на	1	3
41	с точки зрения	5	3
42	дело в том	2	3
43	как раз в	2	3
44	несет в себе	1	3
45	и то что	4	3
46	и не в	1	2
47	бы и не	1	2
48	все то что	6	2
49	и в то	1	2
50	и т п	5	2
51	мы узнаем что	1	2
52	не в том	1	2
53	более или менее	1	2
54	и то же	4	2
55	в частности в	1	2
56	одного и того	2	2
57	что у него	1	2
58	сами по себе	2	2
59	а между тем	1	2
60	а стало быть	1	2
61	не могло быть	1	2
62	не только не	4	2
63	как если бы	1	2
64	и того же	2	2
65	и т.п и	1	2
66	на то чтобы	1	2
67	а с другой	5	2
68	это то что	1	2
69	по этой причине	1	2
70	а не все	1	2
71	раз в том	1	2
72	характеры действующих лиц	2	2
73	мысль о том	1	2
74	прежде всего на	1	2
75	но и здесь	1	2
76	в том смысле	1	2
77	именно то что	5	2
78	в нашем сознании	1	2
79	все же не	1	2
80	и для нас	3	2
81	что она в	1	2
82	одно и то	3	2
83	можно было бы	4	2
84	так же как	3	2
85	только потому что	1	2
86	ни о чем	1	2
87	на одном полюсе	3	2
88	тому что он	2	2
89	в русской литературе	1	2
90	что иное как	2	2
91	как бы в	3	2
92	в своем воображении	1	2
93	к себе и	1	2
94	в том именно	1	1
95	как она есть	2	1
96	но то же	1	1
97	одной стороны и	1	1
98	именно это и	1	1
99	которое никак не	1	1
100	и когда он	2	1
101	и тот же	2	1
102	и как бы	4	1
103	в письме к	1	1
104	вслед за этим	1	1
105	в одинаковой степени	1	1
106	не могло бы	1	1
107	таким образом для	1	1
108	о том как	1	1
109	никак не может	3	1
110	до известной степени	1	1
111	то что он	5	1
112	же не может	1	1
113	одной из этих	1	1
114	том что искусство	1	1
115	на том что	1	1
116	то что даже	1	1
117	в этом смысле	3	1
118	по сравнению с	4	1
119	бы перед нами	1	1
120	то что не	1	1
121	и в другом	1	1
122	самом деле в	1	1
123	то или иное	1	1
124	что они все	1	1
125	в первый раз	1	1
126	мы никак не	1	1
127	об этом не	1	1
128	не говоря о	1	1
129	потому что в	4	1
130	друг от друга	2	1
131	является ли это	1	1
132	то что могло	1	1
133	этом отношении совершенно	1	1
134	сам по себе	4	1
135	что один из	1	1
136	но не только	1	1
137	друг с другом	6	1
138	в том случае	1	1
139	непременно должен был	1	1
140	в особенности в	1	1
141	означает что в	1	1
142	здесь имеет место	1	1
143	таким образом что	6	1
144	сомневаться в том	1	1
145	само по себе	3	1
146	в полной мере	1	1
147	в чем не	1	1
148	том что в	2	1
149	в том или	1	1
150	в своем роде	1	1
151	потому что оно	1	1
152	том что на	2	1
153	сохраняет при этом	1	1
154	необходимо должно быть	1	1
155	иначе говоря всякое	1	1
156	в которых он	1	1
157	так как это	6	1
158	что в основе	1	1
159	то ни было	1	1
160	в первой главе	1	1
161	его жизни но	1	1
162	но в этом	1	1
163	какой бы то	1	1
164	а не в	1	1
165	его дочь и	1	1
166	что с точки	1	1
167	только то что	1	1
168	с другой стороны	8	1
169	не решиться на	1	1
170	бы то ни	1	1
171	из того что	3	1
172	да и не	1	1
