N	4gram	Vygotskiy_	Formalny
1	в то же время	1	20
2	бы то ни было	1	7
3	и пр и пр	1	7
4	и в то же	1	6
5	с одной стороны и	3	5
6	все более и более	3	4
7	какого бы то ни	1	3
8	на самом же деле	1	3
9	сводится к тому чтобы	1	3
10	вместе с тем и	1	3
11	между звуком и значением	1	3
12	один и тот же	1	3
13	в том числе и	3	3
14	то же время не	1	3
15	с этой точки зрения	1	2
16	что в данном случае	1	2
17	в свою очередь является	1	2
18	так и со стороны	1	2
19	но с точки зрения	1	2
20	мы имеем в виду	1	2
21	и в этом отношении	1	2
22	в зависимости от того	1	2
23	и с точки зрения	1	2
24	но тем не менее	1	1
25	с точки зрения этих	1	1
26	но мы видели что	1	1
27	это не могло не	1	1
28	он не может быть	1	1
29	в зависимости от этого	3	1
30	независимо друг от друга	2	1
31	в собственном смысле этого	3	1
32	одно и то же	2	1
33	они с одной стороны	1	1
34	не потому что он	2	1
35	о котором мы говорили	1	1
36	до сих пор почти	1	1
37	в ту или другую	1	1
38	дело в том что	2	1
39	между ними не может	1	1
40	столько же сколько и	1	1
41	с другой стороны в	1	1
42	смысле этого слова а	1	1
43	ту или другую сторону	1	1
44	ни в коем случае	1	1
45	то что он не	1	1
46	одной и той же	2	1
47	в том и заключается	1	1
48	с социологической точки зрения	1	1
49	ничего не объясняет но	1	1
50	в собственном смысле слова	4	1
51	последовательно и до конца	1	1
52	по самому своему существу	1	1
53	в виду прежде всего	1	1
54	в полном согласии с	2	1
55	если мы обратимся к	1	1
56	состоит в том чтобы	1	1
57	именно в этом пункте	2	1
58	и заключается в том	1	1
59	или во всяком случае	2	1
60	мы не можем согласиться	1	1
61	в самом деле что	1	1
62	мы можем подвести итоги	1	1
63	в коем случае не	1	1
64	в том чтобы раскрыть	1	1
65	между этими двумя крайними	2	1
66	речи и т д	1	1
67	пр и пр в	1	1
68	для того чтобы стать	1	1
69	не в связи с	1	1
70	но вместе с тем	4	1
71	собственном смысле этого слова	3	1
72	заключается в том чтобы	3	1
73	с точки зрения этой	1	1
74	все что мы знаем	1	1
75	но что же это	1	1
76	речи но все же	1	1
77	не можем согласиться с	1	1
78	по мере того как	1	1
