N	4gram	Vygotskiy_	Marksizm
1	в то же время	1	15
2	бы то ни было	1	12
3	на самом же деле	1	5
4	и пр и пр	1	5
5	так как если бы	1	4
6	как если бы он	2	4
7	как мы уже знаем	1	4
8	в том что он	1	4
9	с одной стороны и	3	3
10	все более и более	3	3
11	одной и той же	2	3
12	один и тот же	1	3
13	в том числе и	3	3
14	одно и то же	2	3
15	в той или иной	1	3
16	какого бы то ни	1	2
17	ни в коем случае	1	2
18	части нашей работы мы	1	2
19	так же как и	4	2
20	находит свое выражение в	1	2
21	несмотря на то что	1	2
22	в собственном смысле слова	4	2
23	но с точки зрения	1	1
24	с этой точки зрения	1	1
25	но тем не менее	1	1
26	никогда не может быть	1	1
27	с точки зрения той	1	1
28	смысле этого слова как	1	1
29	но для того чтобы	1	1
30	до самого последнего времени	1	1
31	для того чтобы показать	3	1
32	какой мере не является	1	1
33	того чтобы показать что	2	1
34	в свою очередь является	1	1
35	и вовсе не в	1	1
36	прежде всего в том	1	1
37	являются с точки зрения	1	1
38	то же самое что	1	1
39	мы видим таким образом	4	1
40	создает в высшей степени	1	1
41	как мы увидим в	1	1
42	вместе с тем и	1	1
43	в сущности ничего не	2	1
44	дело в том что	2	1
45	указывает на то что	3	1
46	чтобы убедиться в этой	1	1
47	в тех областях где	1	1
48	в тех случаях когда	1	1
49	с точки зрения теоретической	1	1
50	совершенно независимо от того	1	1
51	само по себе лишено	1	1
52	по отношению к себе	1	1
53	в одной и той	1	1
54	лишь в тех случаях	1	1
55	в какой мере не	1	1
56	всего в том что	1	1
57	видим таким образом что	3	1
58	приходит к выводу что	4	1
59	связаны друг с другом	1	1
60	его внутренней речи и	2	1
61	или во всяком случае	2	1
62	ни в какой мере	1	1
63	в тот или иной	1	1
64	в ту или другую	1	1
65	должен был бы прийти	1	1
66	с предшествующим и последующим	1	1
67	и та и другая	1	1
68	пр и пр в	1	1
69	в коем случае не	1	1
70	и с точки зрения	1	1
71	рядом друг с другом	1	1
72	приводит к тому что	1	1
73	само собой разумеется что	1	1
74	если мы примем это	1	1
