N	2gram	Propp_Isto	RusskieA
1	и в	41	79
2	в том	14	64
3	том что	18	59
4	что в	21	57
5	т е	34	54
6	не только	30	41
7	во время	7	38
8	так как	21	34
9	и другие	10	33
10	в этом	19	33
11	состоит в	1	32
12	как бы	8	31
13	но и	20	31
14	в других	6	30
15	как и	8	28
16	и на	12	28
17	может быть	19	28
18	в этот	1	26
19	и м	1	25
20	одна из	7	24
21	о том	15	23
22	и т	29	23
23	при этом	7	22
24	т д	25	21
25	там же	3	20
26	это не	14	20
27	е в	2	20
28	а в	12	20
29	как мы	6	20
30	из них	2	19
31	представляют собой	5	18
32	все это	9	18
33	с тем	8	17
34	таким образом	15	17
35	то что	12	17
36	вместе с	17	17
37	об этом	7	17
38	показывает что	12	17
39	потому что	13	17
40	во многих	2	16
41	мы не	10	16
42	или на	1	15
43	один из	7	15
44	в них	4	14
45	и с	4	14
46	не менее	5	14
47	тем не	4	14
48	как это	6	14
49	и что	15	14
50	мы видели	17	14
51	и не	12	14
52	для нас	8	14
53	у нас	4	14
54	в день	2	13
55	уже не	8	13
56	к этому	5	13
57	в некоторых	2	13
58	так что	6	13
59	в землю	1	13
60	и по	7	13
61	как в	17	13
62	в которых	2	13
63	еще не	13	13
64	не может	19	13
65	тем что	11	12
66	других местах	1	12
67	между собой	1	12
68	этом случае	4	12
69	этот обряд	2	12
70	мы имеем	27	12
71	в виде	5	12
72	а затем	1	11
73	мы увидим	6	11
74	в лесу	3	11
75	другие сроки	1	11
76	следующим образом	4	11
77	не имеет	6	11
78	но это	5	11
79	а на	2	11
80	далеко не	3	11
81	что на	1	11
82	все же	14	10
83	так например	5	10
84	это делалось	1	10
85	представляет собой	8	10
86	том чтобы	3	10
87	его в	7	10
88	что и	13	10
89	так и	8	10
90	или в	11	10
91	а также	2	10
92	по существу	5	10
93	и других	2	10
94	то же	12	9
95	о чем	2	9
96	видно что	7	9
97	что они	5	9
98	с ней	4	9
99	и все	6	9
100	данном случае	7	9
101	того как	5	9
102	земли и	3	9
103	на голову	1	9
104	но в	7	9
105	но не	8	9
106	в этих	16	8
107	представление о	9	8
108	что по	2	8
109	так же	6	8
110	после этого	8	8
111	связи с	3	8
112	на себя	3	8
113	во всех	8	8
114	что это	6	8
115	песни и	1	8
116	их в	3	8
117	не объясняет	1	8
118	того чтобы	1	8
119	как например	1	8
120	того что	7	8
121	ее в	3	8
122	в данном	8	8
123	не все	4	8
124	как уже	1	8
125	для того	2	8
126	же в	1	8
127	в это	3	7
128	в руках	2	7
129	в своем	3	7
130	на них	1	7
131	к нему	8	7
132	д фрэзер	1	7
133	не в	12	7
134	в свете	4	7
135	а с	3	7
136	не совсем	3	7
137	мы рассмотрим	6	7
138	было бы	4	7
139	главным образом	3	7
140	только в	10	7
141	с этого	1	7
142	еще в	3	7
143	связанные с	3	7
144	говорится что	1	7
145	из этих	6	7
146	а не	9	7
147	начиная с	2	7
148	ничего не	7	7
149	не можем	3	7
150	иногда и	1	7
151	животных и	1	7
152	и как	3	7
153	предположить что	6	7
154	в сибири	1	7
155	мы должны	7	7
156	из леса	1	7
157	по этому	3	7
158	как будто	4	7
159	для этого	1	7
160	в обряде	3	6
161	с собой	7	6
162	же как	6	6
163	этих обрядов	1	6
164	к тому	4	6
165	что этот	4	6
166	выше мы	4	6
167	не всегда	6	6
168	только на	2	6
169	но они	4	6
170	в одном	2	6
171	также на	1	6
172	уже указывалось	1	6
173	этого обряда	2	6
174	что она	6	6
175	после того	6	6
176	в качестве	5	6
177	в таком	1	6
178	тому что	2	6
179	также в	1	6
180	на земле	6	6
181	должно было	2	6
182	и у	3	6
183	и сл	2	6
184	после чего	5	6
185	должны были	4	6
186	в фольклоре	1	6
187	в этой	2	6
188	в нем	12	6
189	как знак	1	6
190	видели что	4	6
191	должен был	2	6
192	с ними	2	6
193	приводит к	1	6
194	на стол	1	6
195	и более	2	6
196	что здесь	10	6
197	друг друга	2	6
198	эти представления	7	6
199	и пр	2	6
200	в первый	1	6
201	не будем	2	6
202	или с	2	6
203	в их	4	6
204	на нее	1	6
205	все эти	8	6
206	так в	10	6
207	а иногда	1	6
208	связаны с	4	6
209	она не	3	6
210	но она	2	6
211	и их	1	6
212	этого обычая	4	6
213	и о	2	6
214	при изучении	2	6
215	и к	1	5
216	эта теория	1	5
217	в разных	1	5
218	что обряд	1	5
219	нас к	5	5
220	стоит в	3	5
221	эти обряды	2	5
222	некоторые другие	2	5
223	например в	6	5
224	тогда как	4	5
225	с этим	3	5
226	вопрос о	6	5
227	входит в	1	5
228	с другой	20	5
229	связь между	1	5
230	к ним	3	5
231	с целью	2	5
232	не было	3	5
233	в связи	3	5
234	в целях	2	5
235	мы уже	10	5
236	в тех	8	5
237	можно было	3	5
238	и др	4	5
239	на севере	1	5
240	чаще всего	8	5
241	там где	7	5
242	в то	6	5
243	прежде всего	6	5
244	в особенности	2	5
245	его с	2	5
246	тогда когда	3	5
247	с ним	9	5
248	что он	29	5
249	то и	6	5
250	в свою	1	5
251	к себе	4	5
252	или вообще	1	5
253	заметить что	1	5
254	но если	2	5
255	тот же	2	5
256	кладут в	2	5
257	в его	4	5
258	вывод что	1	5
259	состоял в	1	5
260	за этим	1	5
261	или даже	3	5
262	в русских	3	5
263	и потому	1	5
264	мыслительная основа	1	5
265	в народе	3	5
266	не с	2	5
267	этих случаях	18	5
268	их на	2	5
269	в целом	2	5
270	вплоть до	2	5
271	это представление	12	5
272	во всем	2	4
273	только тогда	1	4
274	или по	1	4
275	кроме того	6	4
276	не столько	4	4
277	их не	3	4
278	как они	1	4
279	но все	5	4
280	в народном	1	4
281	именно в	2	4
282	становятся в	1	4
283	всякого рода	1	4
284	во всяком	3	4
285	на этой	1	4
286	в котором	3	4
287	девушки в	2	4
288	при рассмотрении	1	4
289	но эти	3	4
290	из земли	3	4
291	на семи	1	4
292	чтобы они	1	4
293	под названием	1	4
294	во всей	1	4
295	от них	2	4
296	не просто	3	4
297	и из	2	4
298	что у	6	4
299	что иное	2	4
300	она в	4	4
301	как можно	1	4
302	но он	4	4
303	в древнем	1	4
304	так на	1	4
305	в руки	2	4
306	здесь мы	11	4
307	тем и	1	4
308	этот вопрос	3	4
309	не подтверждается	2	4
310	же а	1	4
311	природы и	1	4
312	но есть	5	4
313	могут быть	3	4
314	в доме	1	4
315	и от	5	4
316	показывают что	7	4
317	означает что	1	4
318	для объяснения	3	4
319	своего рода	7	4
320	и здесь	13	4
321	та же	5	4
322	за ним	3	4
323	они и	1	4
324	что этим	1	4
325	если в	3	4
326	в основном	2	4
327	и при	2	4
328	и другим	1	4
329	то время	4	4
330	вряд ли	1	4
331	этому же	1	4
332	он же	2	4
333	в основе	2	4
334	на основе	1	4
335	в середине	2	4
336	на землю	4	4
337	и до	2	4
338	связанных с	1	4
339	и там	6	4
340	и под	3	4
341	в образе	4	4
342	из девушек	1	4
343	этого слова	1	4
344	всяком случае	3	4
345	у них	3	4
346	и после	2	4
347	леса и	1	4
348	нас не	2	4
349	уже в	4	4
350	обряд и	1	4
351	его и	1	4
352	в таких	3	4
353	приводит нас	2	4
354	такой же	3	4
355	женщины и	2	4
356	по своему	1	4
357	в уже	1	4
358	обряда в	1	4
359	отличие от	1	4
360	в ней	4	4
361	дело не	5	4
362	связано с	7	4
363	по всей	2	4
364	к ней	3	4
365	которые в	3	4
366	и ее	6	4
367	можно будет	1	4
368	и тогда	1	4
369	других случаях	1	4
370	таким же	2	4
371	с религией	1	4
372	все что	4	3
373	к другу	1	3
374	эту ночь	1	3
375	же и	1	3
376	такая форма	2	3
377	выводу что	1	3
378	которые не	2	3
379	совершенно очевидно	2	3
380	говорит о	2	3
381	представлений о	4	3
382	в какой	1	3
383	церковь и	1	3
384	связь с	7	3
385	более или	3	3
386	из самых	2	3
387	есть в	1	3
388	дают возможность	1	3
389	можно объяснить	1	3
390	а именно	12	3
391	в одно	2	3
392	как только	5	3
393	на первый	6	3
394	от этого	2	3
395	и иногда	1	3
396	обращает на	1	3
397	интересами и	2	3
398	или ее	1	3
399	нами выше	3	3
400	сразу же	1	3
401	еще далеко	1	3
402	и такие	3	3
403	восходит к	3	3
404	эта связь	7	3
405	он был	2	3
406	представления о	13	3
407	только как	1	3
408	других народов	1	3
409	увидим что	2	3
410	в различных	3	3
411	по отношению	3	3
412	и те	2	3
413	до того	1	3
414	как на	3	3
415	на которой	1	3
416	носит характер	1	3
417	находится в	2	3
418	что все	1	3
419	точки зрения	4	3
420	что именно	2	3
421	тут же	2	3
422	для этой	2	3
423	в обрядах	1	3
424	никогда не	16	3
425	или под	1	3
426	на глазах	2	3
427	ее и	2	3
428	это сходство	1	3
429	с одной	12	3
430	мы знаем	4	3
431	обычно не	1	3
432	на него	3	3
433	хотя и	3	3
434	в ее	3	3
435	и через	2	3
436	можно больше	1	3
437	по содержанию	2	3
438	в воде	2	3
439	это конечно	2	3
440	тому же	1	3
441	ноги и	2	3
442	или не	1	3
443	в которой	2	3
444	и некоторые	2	3
445	же значение	1	3
446	из приведенных	1	3
447	очевидно что	1	3
448	с водой	2	3
449	большинстве случаев	1	3
450	окно и	2	3
451	в области	3	3
452	и это	9	3
453	такое объяснение	3	3
454	в эту	3	3
455	сих пор	5	3
456	в русской	8	3
457	на другой	2	3
458	приведем несколько	1	3
459	того в	1	3
460	почему именно	1	3
461	домой и	2	3
462	по наблюдениям	2	3
463	сюда же	2	3
464	совсем не	1	3
465	можно сделать	2	3
466	в форме	4	3
467	мы здесь	3	3
468	делалось для	1	3
469	нечто вроде	4	3
470	возможно что	4	3
471	его к	2	3
472	в окно	1	3
473	всех этих	6	3
474	раньше чем	4	3
475	на дворе	1	3
476	до сих	4	3
477	них в	1	3
478	то есть	1	3
479	имело место	1	3
480	также что	1	3
481	известно что	3	3
482	живет в	2	3
483	думает что	1	3
484	из которых	3	3
485	одного конца	1	3
486	к выводу	1	3
487	сводится к	3	3
488	обрядов и	1	3
489	что делалось	1	3
490	независимо от	3	3
491	если бы	3	3
492	представления не	3	3
493	в своей	4	3
494	можно назвать	1	3
495	относятся к	1	3
496	приведенных материалов	1	3
497	на колени	2	3
498	том как	3	3
499	на другие	1	3
500	на деревьях	1	3
501	смерти и	2	3
502	с точки	1	3
503	и поэтому	1	3
504	в отдельности	3	3
505	тех пор	1	3
506	этот случай	16	3
507	и наоборот	2	3
508	и во	1	3
509	на этот	4	3
510	не имели	1	3
511	здесь не	4	3
512	довольно много	2	3
513	увидим ниже	1	3
514	в другое	2	3
515	они были	1	3
516	говорилось выше	3	3
517	и то	3	3
518	только по	1	3
519	ее на	5	3
520	однако как	1	3
521	и этим	7	3
522	такое же	3	3
523	же не	2	3
524	ее к	2	3
525	на небо	10	3
526	с той	1	3
527	можно предположить	3	3
528	смерти в	2	3
529	на все	1	3
530	по его	2	3
531	или менее	3	3
532	в одной	3	3
533	жизнь и	1	3
534	мы рассмотрели	1	3
535	довольно часто	1	3
536	быть и	1	3
537	когда он	5	3
538	что касается	1	3
539	некоторые детали	1	3
540	по представлениям	1	3
541	есть и	6	3
542	как он	11	3
543	уже видели	3	3
544	но вместе	2	3
545	думать что	3	3
546	в большинстве	1	3
547	под землей	6	3
548	отношению к	3	3
549	на то	5	3
550	должны признать	1	3
551	и его	11	3
552	это в	3	3
553	и другое	4	3
554	мы наблюдаем	1	2
555	это на	1	2
556	другая форма	1	2
557	от него	6	2
558	несомненно что	1	2
559	они их	1	2
560	не единственный	1	2
561	к вечеру	1	2
562	петуха и	1	2
563	к дереву	1	2
564	к этой	2	2
565	с этой	7	2
566	жизнь но	1	2
567	под ним	1	2
568	силы на	1	2
569	женщин и	1	2
570	тем как	1	2
571	но тем	2	2
572	не как	1	2
573	время не	1	2
574	народ и	1	2
575	его от	1	2
576	другой стороны	17	2
577	но что	2	2
578	и которые	1	2
579	по себе	2	2
580	на основании	1	2
581	этим объясняется	2	2
582	от одного	1	2
583	равно как	1	2
584	как обычай	2	2
585	из всего	3	2
586	если он	5	2
587	принадлежат к	1	2
588	случай не	1	2
589	необходимо указать	1	2
590	его мнению	1	2
591	только женщины	1	2
592	на эту	1	2
593	когда в	3	2
594	по тому	1	2
595	смотрит в	1	2
596	но мы	3	2
597	сделать из	1	2
598	единственная форма	1	2
599	в дальнейшем	3	2
600	у которых	1	2
601	и дело	2	2
602	можно сказать	3	2
603	можно считать	1	2
604	описывается как	3	2
605	в приведенных	3	2
606	но даже	1	2
607	в античности	5	2
608	одной стороны	12	2
609	с обрядами	2	2
610	и должна	1	2
611	вот почему	1	2
612	с материалами	1	2
613	характер в	2	2
614	этой связи	2	2
615	в риме	1	2
616	между двумя	2	2
617	а когда	1	2
618	на которые	1	2
619	и когда	2	2
620	людей и	1	2
621	этим не	2	2
622	интересный и	1	2
623	был известен	1	2
624	себе в	3	2
625	так называемых	1	2
626	на ней	5	2
627	с другим	1	2
628	по всему	3	2
629	некоторое время	2	2
630	это означало	1	2
631	на кавказе	1	2
632	другие виды	1	2
633	сказать что	5	2
634	он так	1	2
635	тех случаях	7	2
636	через каждые	1	2
637	в сказке	57	2
638	только во	1	2
639	который в	1	2
640	же происходит	1	2
641	друг с	1	2
642	в реках	2	2
643	но так	4	2
644	это объяснение	1	2
645	все в	2	2
646	мы видим	14	2
647	и он	8	2
648	собой и	1	2
649	особую силу	1	2
650	к их	1	2
651	на которую	1	2
652	и свои	2	2
653	землю и	2	2
654	и всей	1	2
655	должно быть	1	2
656	мертвых и	3	2
657	собой в	1	2
658	наших целей	1	2
659	но еще	1	2
660	этой же	1	2
661	что при	3	2
662	деревьев и	1	2
663	место где	1	2
664	что такое	2	2
665	к празднику	1	2
666	и за	1	2
667	или иную	1	2
668	у него	16	2
669	что между	4	2
670	заупокойном культе	1	2
671	будет ниже	1	2
672	в несколько	1	2
673	они представляют	2	2
674	ее от	1	2
675	как по	1	2
676	или души	1	2
677	но совершенно	1	2
678	тот кто	5	2
679	одним из	1	2
680	заключить что	2	2
681	быть только	2	2
682	как его	2	2
683	на берег	1	2
684	в конце	4	2
685	на тот	2	2
686	очень ясно	4	2
687	игры были	1	2
688	этого дерева	1	2
689	между ними	1	2
690	глухую полночь	2	2
691	между прочим	3	2
692	и пляски	1	2
693	следовательно и	1	2
694	из одного	3	2
695	в чем	5	2
696	что их	1	2
697	под влиянием	2	2
698	в каждом	1	2
699	мы можем	11	2
700	не означает	1	2
701	они же	3	2
702	не составляет	1	2
703	однако такое	1	2
704	и даже	3	2
705	наши наблюдения	2	2
706	только с	1	2
707	две формы	2	2
708	три раза	2	2
709	не дает	1	2
710	для наших	1	2
711	ту же	3	2
712	не будут	2	2
713	не отличаются	1	2
714	в женщин	1	2
715	он не	8	2
716	и тем	4	2
717	более поздняя	3	2
718	что эта	1	2
719	разницей что	1	2
720	эти материалы	4	2
721	в приведенном	1	2
722	также не	3	2
723	в новое	1	2
724	он пишет	1	2
725	например по	1	2
726	когда мы	2	2
727	как известно	1	2
728	т п	1	2
729	не говорится	3	2
730	ту сторону	2	2
731	у некоторых	2	2
732	его как	2	2
733	друг другу	1	2
734	не пускает	1	2
735	по другим	1	2
736	широко распространено	1	2
737	это приводит	1	2
738	в себе	3	2
739	не значит	1	2
740	до смерти	1	2
741	был в	2	2
742	он показывает	7	2
743	в заключение	1	2
744	в силу	2	2
745	те кто	1	2
746	из этого	2	2
747	на место	2	2
748	значит что	3	2
749	представления и	1	2
750	для чего	1	2
751	души умерших	1	2
752	в него	4	2
753	не случайно	3	2
754	в один	2	2
755	в одну	3	2
756	воду в	1	2
757	от нее	2	2
758	не так	4	2
759	не единственная	2	2
760	выводы можно	1	2
761	в сказках	4	2
762	в состав	1	2
763	и должны	1	2
764	народа в	1	2
765	в самый	1	2
766	на западе	2	2
767	в жизни	2	2
768	к культу	1	2
