N	4gram	Propp_Isto	Dialekti
1	и т д и	1	14
2	одна и та же	1	8
3	в то время как	4	8
4	то это значит что	2	5
5	с этой точки зрения	3	4
6	это не значит что	1	4
7	и то и другое	2	4
8	ничем не отличается от	1	4
9	с одной стороны и	1	4
10	что миф не есть	1	4
11	и т д но	2	4
12	и т д в	3	3
13	и тем более не	1	3
14	мы уже знаем что	4	2
15	всегда так или иначе	1	2
16	это значит что она	1	2
17	так же как и	1	2
18	но тем не менее	2	1
19	предстала перед нами как	1	1
20	но они же должны	1	1
21	и т д или	2	1
22	легко может быть установлена	1	1
23	в данном случае в	1	1
24	и т д если	1	1
25	и вместе с тем	2	1
26	животных и т д	1	1
27	сами по себе не	1	1
28	все больше и больше	2	1
29	с точки зрения цели	1	1
30	бы то ни было	1	1
31	сказании о граде китеже	1	1
32	то же самое и	1	1
33	же как и в	1	1
34	т д и наконец	1	1
35	но как только мы	1	1
36	же можно сказать о	1	1
37	точно так же как	1	1
38	то же можно сказать	2	1
39	до сих пор мы	2	1
40	можно ли сказать что	1	1
41	с этой стороны для	1	1
42	и не может быть	1	1
43	а в том что	1	1
44	только в том чтобы	1	1
45	и дело не в	1	1
46	с другой стороны мы	1	1
47	о том что в	2	1
48	но мы уже знаем	3	1
49	все новые и новые	2	1
50	после того как все	1	1
51	в том что он	1	1
52	не нуждается ни в	1	1
53	как в мифе о	1	1
54	не имеет своего определенного	1	1
55	уже не в состоянии	1	1
56	же можно сказать что	1	1
57	по мере того как	1	1
