N	2gram	Vygotskiy_	Marksizm
1	точки зрения	15	69
2	может быть	34	64
3	и в	55	63
4	и не	19	55
5	как бы	33	53
6	не может	15	47
7	с точки	5	46
8	и его	10	41
9	в этом	30	39
10	таким образом	35	38
11	в процессе	1	33
12	как мы	6	32
13	в пределах	3	31
14	не только	24	29
15	речи в	1	29
16	то же	16	28
17	в нем	13	28
18	но и	16	27
19	связи с	2	25
20	речи и	2	25
21	самом деле	17	25
22	в самом	18	24
23	как и	9	24
24	прежде всего	6	24
25	только в	12	23
26	так и	6	23
27	и т.п	1	23
28	в том	50	22
29	то что	69	22
30	а не	16	22
31	при этом	11	20
32	так сказать	1	20
33	для него	5	20
34	если мы	24	20
35	не в	12	19
36	если бы	21	19
37	том что	46	19
38	в его	8	19
39	в ее	3	18
40	и для	13	18
41	но в	7	18
42	вовсе не	8	18
43	все же	11	17
44	в сущности	14	17
45	по отношению	3	16
46	ни было	1	16
47	речь в	2	16
48	слова и	2	16
49	и как	10	16
50	в то	6	16
51	с помощью	3	15
52	во всех	6	15
53	что он	30	15
54	же время	2	15
55	русском языке	1	15
56	в русском	1	15
57	отношению к	2	15
58	в данном	4	14
59	хотя бы	5	14
60	в контексте	1	14
61	в смысле	1	14
62	в своей	8	13
63	так же	19	13
64	то ни	1	13
65	что в	43	13
66	и здесь	11	13
67	не является	3	13
68	того чтобы	43	13
69	было бы	15	13
70	ничего не	4	13
71	мы не	8	13
72	слова в	1	13
73	для того	45	12
74	того же	5	12
75	бы то	1	12
76	в результате	6	12
77	между тем	4	12
78	он не	10	12
79	в основе	9	12
80	высшей степени	1	12
81	а в	7	12
82	в высшей	1	12
83	не столько	1	11
84	и того	2	11
85	к нему	1	11
86	мы уже	7	11
87	и что	45	11
88	и от	2	11
89	как система	1	11
90	до сих	9	11
91	и на	12	11
92	и все	15	11
93	как в	4	11
94	еще не	6	11
95	друг друга	1	11
96	так как	20	11
97	на самом	9	11
98	все эти	5	11
99	в ней	5	11
100	сих пор	9	11
101	именно в	9	10
102	во всяком	2	10
103	самого начала	5	10
104	с другой	12	10
105	сказать что	14	10
106	к этому	5	10
107	никогда не	15	10
108	в своем	12	10
109	его в	2	10
110	в таком	4	10
111	одна из	6	10
112	в каждом	2	10
113	здесь мы	2	10
114	совершенно не	11	10
115	конечно не	3	10
116	в отличие	3	10
117	с его	6	10
118	здесь в	2	10
119	и потому	8	10
120	с самого	5	10
121	отличие от	3	10
122	быть и	2	9
123	к тому	12	9
124	одного и	2	9
125	только на	4	9
126	в нашем	3	9
127	точка зрения	4	9
128	в себе	13	9
129	рядом с	6	9
130	и следовательно	3	9
131	и это	13	9
132	а как	3	9
133	мы видели	2	9
134	что это	15	9
135	ни в	5	9
