N	3gram	Bakhtin_Fr	Vladivir
1	в том что	4	29
2	о том что	4	22
3	что же касается	1	14
4	и то что	1	14
5	в то время	1	13
6	дело в том	2	13
7	во всяком случае	1	12
8	в связи с	2	12
9	содержит в себе	1	11
10	более или менее	3	11
11	в конце концов	5	11
12	к тому же	1	11
13	в то же	12	10
14	с точки зрения	4	10
15	то что он	1	9
16	в этом смысле	1	9
17	у него в	2	9
18	то же время	12	9
19	а также и	3	8
20	в эти годы	1	7
21	на первый план	2	7
22	в свое время	2	7
23	в это время	1	7
24	в данном случае	1	6
25	том что в	1	6
26	с другой стороны	2	6
27	и в этом	1	6
28	в настоящее время	1	6
29	никакого отношения к	1	6
30	как мы видели	4	6
31	том что он	1	6
32	в году в	1	6
33	на первом плане	1	5
34	и в его	2	5
35	и в том	1	5
36	то что в	2	5
37	не только в	1	5
38	что и в	1	5
39	как мы уже	4	4
40	в том же	1	4
41	в этом отношении	3	4
42	сам по себе	2	4
43	сказать что в	1	4
44	что в этом	1	4
45	заключается в том	1	4
46	в себе и	1	4
47	не что иное	1	4
48	мы будем говорить	1	4
49	можно было бы	2	4
50	что иное как	1	4
51	с одной стороны	3	4
52	кроме того и	1	3
53	своем учении о	1	3
54	в самом деле	3	3
55	в том числе	4	3
56	ничего общего с	1	3
57	свидетельствует о том	2	3
58	и в отношении	2	3
59	было для него	1	3
60	а с другой	1	3
61	по этому поводу	1	3
62	самом же деле	1	3
63	на самом же	1	3
64	во второй половине	1	3
65	в свою очередь	3	3
66	и до конца	4	3
67	в связи со	1	3
68	тем более что	1	3
69	в своем учении	1	3
70	него и в	1	3
71	так что в	1	3
72	с самого начала	1	3
73	с начала и	4	3
74	мы уже сказали	2	3
75	начала и до	4	3
76	но только в	1	2
77	одной стороны и	1	2
78	имеет ничего общего	1	2
79	в конце года	1	2
80	и с его	2	2
81	не подлежит никакому	1	2
82	нужно прибавить что	1	2
83	и не в	1	2
84	что он пишет	1	2
85	и по своим	1	2
86	мы уже видели	2	2
87	до некоторой степени	1	2
88	мы сейчас увидим	2	2
89	что у него	2	2
90	подлежит никакому сомнению	1	2
91	так и в	3	2
92	до сих пор	3	2
93	есть не что	1	2
94	с ним в	1	2
95	то есть о	2	2
96	и прежде всего	2	2
97	в июле года	1	2
98	к которой он	1	2
99	мы уже знаем	1	2
100	не имеет ничего	1	2
101	имел в виду	1	2
102	все дело в	1	2
103	только и может	1	2
104	в том и	1	2
105	к нему и	1	2
106	за то что	4	2
107	а так как	1	2
108	а в дальнейшем	1	2
109	в тех же	1	2
110	а следовательно и	2	2
111	как это было	1	2
112	но в то	3	2
113	есть прежде всего	1	2
114	для него это	1	2
115	и то обстоятельство	1	2
116	что в нем	1	2
117	с тем что	1	2
118	то обстоятельство что	1	2
119	как мы увидим	2	2
120	как мы сказали	1	2
121	по этому вопросу	1	2
122	в котором все	1	2
123	притом не только	1	2
124	это и есть	1	2
125	после того как	6	2
126	а в конце	1	2
127	в первых двух	2	1
128	как раз на	1	1
129	в частности к	1	1
130	него были и	1	1
131	все то что	3	1
132	о которой мы	1	1
133	конечно ни в	1	1
134	той же а	1	1
135	в себе в	1	1
136	характер но в	1	1
137	в той же	5	1
138	мы видим что	2	1
139	до известной степени	1	1
140	что уже в	1	1
141	как и вообще	1	1
142	к которому принадлежал	1	1
143	и отчасти в	1	1
144	июле года он	1	1
145	ничего подобного не	1	1
146	содержат в себе	1	1
147	рассуждение о том	1	1
148	не в этом	1	1
149	как и его	1	1
150	с представлением о	1	1
151	взятый сам по	1	1
152	есть не только	1	1
153	что я не	1	1
154	весьма часто и	1	1
155	из самых существенных	1	1
156	его образа жизни	1	1
157	и те и	2	1
158	и вся эта	1	1
159	потому что сам	1	1
160	что все это	2	1
161	и непосредственное влияние	1	1
162	за ними и	1	1
163	в виду вовсе	1	1
164	и многих других	1	1
165	и все это	2	1
166	вовсе не являются	1	1
167	в строгом смысле	1	1
168	не только с	2	1
169	и влияние на	1	1
170	при помощи которого	1	1
171	конечно не в	2	1
172	в его время	1	1
173	с тем чтобы	1	1
174	также и о	1	1
175	у него были	1	1
176	в одной плоскости	3	1
177	и в более	1	1
178	не потому что	1	1
179	том как бы	1	1
180	а также в	1	1
181	мысли и слова	1	1
182	потому что он	1	1
183	на земле в	1	1
184	той или иной	1	1
185	именно здесь в	1	1
186	всю человеческую жизнь	1	1
187	и тем самым	1	1
188	и столько же	1	1
189	прибавить что и	1	1
190	мир и все	1	1
191	не забудем что	1	1
192	в отношении него	1	1
193	до настоящего времени	1	1
194	в которых он	1	1
195	а за ними	1	1
196	в самом себе	1	1
197	не может иметь	1	1
198	уже знаем что	1	1
199	здесь как и	1	1
200	имеет дело с	1	1
201	нужно сказать что	3	1
202	он сам а	1	1
203	на языке самого	1	1
204	то же самое	1	1
205	как в его	1	1
206	но все же	1	1
207	не только во	2	1
208	как мы сейчас	2	1
209	а именно в	1	1
210	нет никаких оснований	1	1
211	приведем начало этой	1	1
212	эти труды были	1	1
213	о том как	3	1
214	не без основания	1	1
215	и потому не	1	1
216	в этой же	2	1
217	и в историческом	1	1
218	может и не	1	1
219	чувствует себя в	1	1
220	виду вовсе не	1	1
221	но он не	1	1
222	на другой день	1	1
223	те и другие	2	1
224	никогда не имел	1	1
225	вместе с ним	1	1
226	человека и его	1	1
227	в значительной мере	1	1
228	и во всяком	1	1
229	тем что в	1	1
230	но и в	2	1
231	то что тот	1	1
232	можно предполагать что	1	1
233	этом смысле оно	1	1
234	конце концов в	1	1
235	то есть через	1	1
236	во всем своем	1	1
237	в основе своей	1	1
238	еще не было	1	1
239	именно то что	1	1
240	на котором он	1	1
241	в средние века	9	1
242	мы уже касались	1	1
243	вероятно не были	1	1
244	и в особенности	1	1
245	во всем и	1	1
246	и для всех	1	1
247	о чем мы	1	1
248	и в ней	1	1
249	на этот вопрос	1	1
250	конце концов и	1	1
251	но все это	2	1
252	был самый настоящий	1	1
253	о том почему	1	1
254	но уже в	2	1
255	она менее всего	1	1
256	смысле этого слова	1	1
257	же время и	1	1
258	в особенности же	1	1
259	никогда не было	1	1
260	до конца его	1	1
261	в отрыве от	2	1
262	со всеми его	3	1
263	уже и в	1	1
264	как раз в	1	1
265	с этим не	1	1
266	и все его	1	1
267	потому что когда	1	1
268	точки зрения совершенно	1	1
269	в результате такого	1	1
270	он был также	1	1
271	что касается до	1	1
272	выходит за пределы	1	1
273	в новое время	1	1
274	то это было	1	1
275	и в литературе	2	1
276	в разных местах	1	1
277	как вы думаете	1	1
278	в дальнейшем на	1	1
279	все эти бесконечные	1	1
280	и не только	1	1
281	конце года он	1	1
282	другой день после	1	1
283	в следующем году	1	1
284	но и для	2	1
285	себе в своем	1	1
286	потому что они	1	1
287	несколько слов о	1	1
