N	3gram	Bakhtin_Fr	Vvedenie
1	для того чтобы	2	22
2	в том что	6	15
3	о том что	3	13
4	не может быть	5	10
5	но также и	1	10
6	до сих пор	7	7
7	в применении к	3	6
8	в самом деле	1	6
9	в то же	5	6
10	в этом случае	1	6
11	то же время	5	6
12	в том чтобы	1	5
13	на этот вопрос	2	5
14	с другой стороны	1	5
15	во всяком случае	2	5
16	и в том	2	4
17	по отношению к	2	4
18	с точки зрения	6	4
19	по сравнению с	2	4
20	и в особенности	1	4
21	не только в	5	4
22	в отличие от	4	4
23	но все же	3	4
24	с одной стороны	2	4
25	в этом отношении	5	4
26	не только как	1	4
27	может быть названо	1	4
28	той или иной	5	3
29	большей или меньшей	7	3
30	в чем же	1	3
31	в собственном смысле	3	3
32	в свое время	5	3
33	можно сказать что	3	3
34	в строгом смысле	1	3
35	дело в том	2	3
36	но в то	2	3
37	как мы видели	2	3
38	тех или иных	1	3
39	можно говорить о	1	3
40	также и в	1	3
41	в известном смысле	1	3
42	греков и римлян	1	3
43	в целом ряде	2	2
44	второй половины xix	2	2
45	в значительной мере	3	2
46	до наших дней	1	2
47	и той же	1	2
48	в известной мере	6	2
49	как мы уже	8	2
50	а между тем	1	2
51	в конце концов	1	2
52	потому что он	1	2
53	одной и той	1	2
54	что в нем	1	2
55	всяком случае не	1	2
56	как об особом	1	2
57	подобно тому как	2	2
58	не могут быть	2	2
59	в связи с	1	2
60	во второй половине	2	2
61	в другом месте	2	2
62	здесь не место	1	2
63	свое значение и	1	2
64	вовсе не в	2	2
65	только в форме	1	1
66	в эпоху возрождения	4	1
67	дошедшие до нас	1	1
68	в той или	5	1
69	в этой системе	1	1
70	как своего рода	1	1
71	и в целом	1	1
72	все то что	1	1
73	себе самому и	1	1
74	и др в	2	1
75	так как если	1	1
76	в одном месте	1	1
77	языка на котором	1	1
78	или иной степени	1	1
79	человека в его	1	1
80	и в разной	1	1
81	и именно как	1	1
82	но и в	5	1
83	одной из этих	1	1
84	из дошедших до	1	1
85	все это и	1	1
86	на самом деле	2	1
87	то или иное	1	1
88	сохраняет свое значение	1	1
89	и без того	1	1
90	в более широком	1	1
91	или иных отношениях	1	1
92	он вовсе не	1	1
93	в том числе	10	1
94	в средние века	12	1
95	этот вопрос мы	2	1
96	в самом его	2	1
97	того или иного	1	1
98	в большей или	7	1
99	в тех или	1	1
100	особое отношение к	1	1
101	не только с	1	1
102	в самом процессе	1	1
103	нужно сказать что	7	1
104	может быть только	1	1
105	находит свое выражение	1	1
106	все же в	2	1
107	в них и	1	1
108	но в общем	1	1
109	и в более	2	1
110	потому что в	1	1
111	не потому что	1	1
112	в особенности в	1	1
113	именно потому что	1	1
114	на то или	1	1
115	это в сущности	1	1
116	сказать что в	1	1
117	в настоящее время	1	1
118	во всех его	3	1
119	значение в истории	1	1
120	что одним из	1	1
121	как раз в	1	1
122	на соответствующие явления	1	1
123	ясно что из	1	1
124	чтобы убедиться в	1	1
125	же в них	1	1
126	ближе всего к	1	1
127	это не просто	1	1
128	до нас дошел	1	1
129	или меньшей степени	7	1
130	целом ряде других	1	1
131	имеем в виду	2	1
132	только потому что	1	1
133	и прежде всего	4	1
134	мы имеем в	1	1
135	античного мира в	1	1
136	свое выражение в	1	1
137	в германии в	1	1
138	в них в	1	1
139	по другим источникам	1	1
140	объединяются в одном	1	1
141	уже после смерти	1	1
142	том что он	1	1
143	дошедших до нас	2	1
144	он определяет как	1	1
145	как если бы	1	1
146	она была создана	1	1
147	можно охарактеризовать так	1	1
148	в нем все	1	1
149	на время в	1	1
150	языка но и	1	1
151	же время в	1	1
152	ни к какому	2	1
153	большую или меньшую	1	1
154	только то что	1	1
155	в предисловии к	1	1
156	один из наиболее	1	1
157	теми или иными	1	1
158	точки зрения на	1	1
159	формах и в	1	1
160	и в значительной	1	1
161	есть одновременно и	1	1
162	типа были в	1	1
163	имея в виду	1	1
164	в значительной степени	4	1
165	может быть никакой	1	1
166	это прежде всего	1	1
167	прежде всего в	1	1
168	но от этого	1	1
169	он есть и	1	1
170	всего того что	2	1
171	только с помощью	1	1
172	в разной степени	2	1
