N	4gram	Vygotskiy_	Tvorches
1	в то же время	1	24
2	и в то же	1	6
3	дело в том что	2	4
4	в том что в	1	3
5	в том числе и	3	2
6	заключается в том что	6	2
7	в то же самое	1	1
8	на самом же деле	1	1
9	но для того чтобы	1	1
10	но и потому что	1	1
11	не потому что он	2	1
12	а с другой стороны	3	1
13	означает в то же	1	1
14	все более и более	3	1
15	но с точки зрения	1	1
16	не в силах вывести	1	1
17	новую принципиально отличную от	1	1
18	и в самом деле	1	1
19	прочим в том что	1	1
20	в полном согласии с	2	1
21	в один ряд с	1	1
22	или во всяком случае	2	1
23	том же заколдованном кругу	1	1
24	ответ на этот вопрос	3	1
25	мы имеем в виду	1	1
26	бы то ни было	1	1
27	в том что этот	1	1
28	то же самое время	1	1
29	что с точки зрения	2	1
30	между прочим в том	1	1
31	говорить о том что	1	1
32	так же как и	4	1
33	если можно так выразиться	1	1
