N	2gram	Bakhtin_fo	Freidism
1	таким образом	14	34
2	и не	19	34
3	точки зрения	14	31
4	не может	8	30
5	и пр	2	29
6	в этом	41	28
7	может быть	18	28
8	и в	84	28
9	прежде всего	28	26
10	в его	19	25
11	и его	26	22
12	с помощью	5	20
13	мы можем	2	20
14	как бы	11	19
15	как мы	19	18
16	то что	13	17
17	к отцу	1	16
18	вовсе не	20	16
19	с точки	9	15
20	точка зрения	4	15
21	все эти	12	15
22	так как	12	15
23	с ним	5	14
24	в своей	2	14
25	так и	17	14
26	самом деле	2	14
27	и все	10	13
28	как и	15	13
29	по отношению	3	13
30	но в	16	13
31	во всех	13	13
32	в самом	9	12
33	то же	18	12
34	ни в	9	12
35	что он	2	12
36	том что	7	12
37	точку зрения	3	12
38	для него	5	12
39	все это	10	12
40	и потому	4	12
41	и наконец	6	12
42	мы видели	2	12
43	только в	12	11
44	сказать что	4	11
45	отношению к	5	11
46	его в	8	11
47	все что	2	10
48	один из	5	10
49	не только	16	10
50	и с	10	10
51	но и	14	10
52	конечно не	7	10
53	тот же	4	10
54	никогда не	8	10
55	в том	16	10
56	мы уже	17	10
57	он не	6	10
58	за пределы	1	10
59	не в	10	10
60	и на	13	9
61	те же	5	9
62	уже не	5	9
63	во всяком	5	9
64	совершенно не	3	9
65	мы не	4	9
66	с его	10	9
67	к этому	5	9
68	в чем	3	9
69	а не	7	9
70	мы должны	2	9
71	и др	13	9
72	могут быть	7	9
73	при этом	8	8
74	все же	12	8
75	еще не	8	8
76	с этим	11	8
77	было бы	2	8
78	и вот	2	8
79	а в	6	8
80	с другими	3	8
81	на этом	2	8
82	в ней	4	8
83	всяком случае	1	8
84	что в	9	7
85	и к	4	7
86	не могут	4	7
87	в жизни	6	7
88	роль в	12	7
89	так сказать	14	7
90	его жизни	11	7
91	хотя бы	2	7
92	в каком	2	7
93	если мы	2	7
94	до конца	5	7
95	что все	4	7
96	и для	12	7
97	из них	8	7
98	на протяжении	3	7
99	того что	5	7
100	не является	4	7
101	но не	9	7
102	я и	1	7
103	об этом	3	7
104	и у	8	7
105	с самого	3	7
106	в нем	28	7
107	быть и	4	7
108	в этой	3	7
109	отношение к	5	7
110	в себе	7	7
111	жизни и	12	7
112	и прежде	4	7
113	в то	13	7
114	и ее	4	7
115	более того	4	7
116	зрения на	1	6
117	учение о	1	6
118	одно из	3	6
119	в корне	2	6
120	но мы	1	6
121	к тому	6	6
122	можно сказать	2	6
123	в основе	9	6
