1	с точки зрения	3	5
2	до тех пор	1	4
3	не может быть	1	4
4	тех пор пока	1	3
5	есть прежде всего	1	3
6	с одной стороны	3	2
7	с другой стороны	1	2
8	в том что	4	2
9	в борьбе с	1	1
10	во всей полноте	1	1
11	мы не сумеем	1	1
12	мы все же	1	1
13	более или менее	1	1
14	и не может	1	1
15	же время в	1	1
16	в то же	7	1
17	то же время	7	1
18	в отличие от	1	1
19	для того чтобы	1	1
20	чуть ли не	1	1
21	в выборе и	1	1
22	та или иная	1	1
23	если бы мы	1	1
24	что в этом	1	1
25	гоголь и достоевский	1	1
26	но в то	1	1
27	том что в	1	1
28	не было бы	1	1
29	в собственном смысле	1	1
30	само по себе	1	1
31	в значительной мере	2	1
32	так же как	1	1
33	можно говорить о	1	1
