N	2gram	Propp_Isto	StatiiOP
1	и в	44	103
2	в том	13	89
3	том что	12	77
4	в этом	20	76
5	что в	18	74
6	не только	17	60
7	и т	39	51
8	о том	11	47
9	но и	16	46
10	то что	16	44
11	что он	29	42
12	в его	16	42
13	и не	19	41
14	может быть	31	38
15	т е	27	33
16	было бы	2	32
17	т д	36	32
18	в этой	5	31
19	вовсе не	6	31
20	тем что	12	29
21	все это	4	29
22	таким образом	21	28
23	а в	9	27
24	а не	5	27
25	но в	7	26
26	что это	8	25
27	так и	9	25
28	и его	15	24
29	все же	17	23
30	точки зрения	3	23
31	не в	11	23
32	так что	2	23
33	потому что	18	23
34	для того	3	22
35	в которой	4	22
36	как в	11	22
37	того что	3	22
38	прежде всего	7	22
39	у нас	1	22
40	в области	1	22
41	и пр	6	21
42	того чтобы	3	21
43	до сих	7	20
44	это не	8	20
45	в своей	3	19
46	сих пор	7	19
47	в то	5	19
48	только в	8	19
49	в котором	2	18
50	с другой	11	18
51	он не	5	18
52	об этом	6	18
53	не может	10	18
54	в самом	1	17
55	как на	3	17
56	между прочим	2	17
57	в русской	8	17
58	самом деле	2	17
59	как бы	4	17
60	в данном	3	17
61	в этих	7	16
62	с этим	7	16
63	сказать что	2	16
64	если бы	5	16
65	в ней	8	16
66	другой стороны	10	15
67	с тем	9	15
68	как и	12	15
69	из этих	5	15
70	у него	7	15
71	я не	1	15
72	и на	11	15
73	например в	11	15
74	для него	2	15
75	также и	2	15
76	то же	9	14
77	но все	8	14
78	так например	3	14
79	к тому	1	14
80	я думаю	1	14
81	с точки	1	14
82	между тем	1	14
83	и что	13	14
84	в течение	2	14
85	во всяком	1	13
86	в своем	3	13
87	из них	4	13
88	в качестве	13	13
89	а с	2	13
90	в конце	1	13
91	в нем	10	13
92	в языке	1	13
93	вместе с	26	13
94	со стороны	6	13
95	всяком случае	1	13
96	но это	10	13
97	что касается	2	13
98	жизни и	4	13
99	тому что	1	13
100	в своих	4	12
101	не менее	6	12
102	хотя бы	2	12
103	что у	6	12
104	обстоятельство что	1	12
105	ни в	2	12
106	так как	19	12
107	что они	3	12
108	в тексте	1	12
109	в них	3	11
110	в другом	2	11
111	никогда не	5	11
112	не было	2	11
113	ясно что	5	11
114	и с	8	11
115	и по	3	11
116	своего рода	1	11
117	из его	2	11
118	того как	8	11
119	вопрос о	5	11
120	все эти	11	11
121	это было	2	11
122	то обстоятельство	1	11
123	на то	3	11
124	думаю что	1	10
125	в виду	1	10
126	связь с	20	10
127	речь идет	1	10
128	так же	14	10
129	в целом	4	10
130	что такое	1	10
131	что и	11	10
132	xix века	1	10
133	это слово	1	10
134	но он	2	10
135	во всех	3	10
136	а как	3	10
137	в каком	1	10
138	в истории	7	10
139	же время	1	10
140	ничего не	4	10
141	ответ на	1	10
142	на вопрос	3	10
143	на самом	1	10
144	но не	8	10
145	в частности	9	10
146	и к	3	9
147	с этой	4	9
148	говорит о	4	9
149	интересно что	6	9
150	можно сказать	2	9
151	он был	2	9
152	в одном	2	9
153	говорит что	1	9
154	внимание на	1	9
155	несмотря на	3	9
156	и это	5	9
157	и тем	7	9
158	что эта	2	9
159	во время	12	9
160	вряд ли	1	9
161	не является	1	9
162	такого рода	2	9
163	что же	1	9
164	и для	3	9
165	для нас	6	9
166	что мы	4	9
167	там где	11	9
168	по этому	1	9
169	место в	1	9
170	в результате	1	8
171	и даже	4	8
172	связано с	7	8
173	по его	2	8
174	что она	3	8
175	к этому	5	8
176	связи с	10	8
177	одним из	4	8
178	и др	6	8
179	могут быть	9	8
180	к сожалению	1	8
181	должен был	1	8
182	в которых	4	8
183	не имеет	4	8
184	тем не	6	8
185	совершенно не	2	8
186	и более	3	8
187	мы имеем	22	8
188	при помощи	11	8
189	той же	2	8
190	в их	1	8
191	а также	5	8
192	дело не	1	8
193	по мнению	1	8
194	отношение к	3	8
195	и о	2	8
196	такой же	3	8
197	с которыми	1	7
198	о чем	6	7
199	по себе	2	7
200	года в	1	7
201	представление о	22	7
202	в это	3	7
203	и сейчас	3	7
204	не мог	3	7
205	не просто	1	7
206	того же	3	7
207	на почве	1	7
208	в ее	4	7
209	что все	4	7
210	как это	5	7
211	что для	1	7
212	из этого	3	7
213	раньше чем	7	7
214	во втором	1	7
215	то в	2	7
216	и то	5	7
217	то время	3	7
218	можно назвать	1	7
219	том как	5	7
220	еще не	16	7
221	очень мало	1	7
222	еще и	2	7
223	что здесь	9	7
224	одной из	3	7
225	на этот	2	7
226	связан с	7	7
227	данном случае	2	7
228	уже в	4	7
229	мы находим	1	7
230	в виде	13	7
231	но с	1	7
232	что этот	5	7
233	говорит об	2	7
234	тем более	1	7
235	не все	1	7
236	с самого	1	7
237	лишь в	2	7
238	отношению к	2	7
239	что за	2	6
240	же и	1	6
241	на его	1	6
242	в подлиннике	1	6
243	в некоторых	6	6
244	одно из	3	6
245	и сам	2	6
246	в жизни	1	6
247	по отношению	2	6
248	даже в	4	6
249	к нему	5	6
250	время как	3	6
251	же как	12	6
252	должно было	3	6
253	о которых	4	6
254	этот вопрос	2	6
255	его как	1	6
256	в себе	1	6
257	в особенности	6	6
258	и здесь	12	6
259	из которых	7	6
260	б в	2	6
261	и все	4	6
262	том смысле	2	6
263	не трудно	1	6
264	идет о	1	6
265	в свет	1	6
266	тем же	1	6
267	и во	1	6
268	с его	3	6
269	что с	2	6
270	мы не	6	6
271	ни на	1	6
272	независимо от	1	6
273	по существу	2	6
274	и я	1	6
275	должен быть	2	6
276	в одной	5	6
277	и вообще	3	6
278	этих двух	1	6
279	его не	3	6
280	что на	1	6
281	которая была	1	5
282	до него	4	5
283	при этом	4	5
284	как говорит	3	5
285	не как	5	5
286	целый ряд	4	5
287	в числе	2	5
288	давно уже	1	5
289	на эту	1	5
290	уже не	14	5
291	то это	8	5
292	одной стороны	7	5
293	во многих	1	5
294	но они	1	5
295	конечно не	1	5
296	самого начала	1	5
297	до того	1	5
298	и далее	1	5
299	без всякого	1	5
300	том чтобы	3	5
301	что эти	1	5
302	после того	4	5
303	с одной	7	5
304	хотя и	1	5
305	его в	17	5
306	на себя	4	5
307	что не	3	5
308	даже не	2	5
309	не был	1	5
310	не при	1	5
311	если не	4	5
312	в тех	4	5
313	возможно что	2	5
314	и почему	1	5
315	всех этих	2	5
316	не так	1	5
317	утверждать что	2	5
318	один из	6	5
319	должна быть	3	5
320	из таких	3	5
321	не на	1	5
322	за что	2	5
323	оно не	1	5
324	никто не	4	5
325	не знали	1	5
326	думать что	2	5
327	в очень	2	5
328	и если	1	5
329	не могло	2	5
330	которую он	1	5
331	не потому	5	5
332	не совсем	6	5
333	из истории	1	5
334	ее в	8	5
335	но если	2	5
336	в свое	2	5
337	это и	3	5
338	такое же	3	5
339	на нее	3	5
340	а то	1	5
341	вообще не	1	5
342	нас к	10	5
343	во многом	1	5
344	и потому	2	5
345	того или	1	5
346	и только	1	5
347	не по	3	5
348	как он	6	5
349	можно найти	4	5
350	на это	1	5
351	к ней	2	5
352	одного из	3	5
353	как будто	2	5
354	что было	1	4
355	находим в	1	4
356	и другие	5	4
357	все что	5	4
358	только что	3	4
359	которые не	2	4
360	из двух	2	4
361	что по	1	4
362	а именно	8	4
363	не имели	3	4
364	обращает на	1	4
365	языка в	1	4
366	не всегда	9	4
367	и те	1	4
368	нужно искать	1	4
369	на него	10	4
370	мы видим	12	4
371	и он	9	4
372	и эти	1	4
373	как можно	2	4
374	будто бы	2	4
375	очевидно что	3	4
376	в таком	2	4
377	в связи	6	4
378	одна из	6	4
379	на этом	5	4
380	не могут	2	4
381	в свете	5	4
382	и у	3	4
383	могло бы	1	4
384	что как	1	4
385	пребывания в	1	4
386	но как	2	4
387	очень часто	4	4
388	только с	1	4
389	в развитии	2	4
390	должны быть	2	4
391	и тот	1	4
392	иметь в	1	4
393	общего с	1	4
394	с которым	3	4
395	показывает что	7	4
396	для которых	1	4
397	в последнем	2	4
398	если в	4	4
399	известно что	3	4
400	сюда относится	1	4
401	в форме	5	4
402	они не	5	4
403	обращается к	2	4
404	в процессе	1	4
405	как о	1	4
406	это время	2	4
407	и так	1	4
