N	4gram	Bakhtin_Fr	formyVre
1	в то же время	14	18
2	одного и того же	1	9
3	и в то же	3	8
4	как мы уже сказали	3	6
5	как мы уже говорили	3	6
6	с одной стороны и	1	5
7	в том числе и	3	5
8	одно и то же	1	5
9	в связи с этим	3	4
10	до сих пор еще	2	3
11	в той или иной	1	3
12	ни в чем не	1	3
13	бы он ни был	1	3
14	можно прямо сказать что	1	3
15	в средние века и	1	3
16	особенно важное значение имеет	1	3
17	но в то же	6	3
18	так же как и	2	3
19	не может быть конечно	1	2
20	только и не столько	1	2
21	может быть конечно и	1	2
22	дело в том что	4	2
23	одна и та же	1	2
24	в пространстве и времени	1	2
25	быть конечно и речи	1	2
26	не может быть и	1	2
27	не только и не	1	2
28	может быть и речи	1	2
29	мы еще вернемся к	1	2
30	в соответствии с этим	1	2
31	стороны одного и того	1	2
32	торжество жизни над смертью	1	2
33	а также и в	1	2
34	тела и телесной жизни	3	1
35	принадлежит к самой природе	1	1
36	то же время он	1	1
37	ручей протекающий у сен-виктора	1	1
38	в большинстве случаев нет	1	1
39	в том что в	1	1
40	для того чтобы не	1	1
41	здесь в отличие от	1	1
42	в значительной мере и	1	1
43	существенную роль в нем	1	1
44	перестали быть тем чем	1	1
45	чем они были в	1	1
46	и сплошь во всех	1	1
47	той или иной форме	1	1
48	к самой природе его	1	1
49	в ее целом с	1	1
50	что в основе их	1	1
51	были в xvii веке	1	1
52	вместе с тем и	1	1
53	в то время когда	1	1
54	только во время еды	1	1
55	совершенно так же как	2	1
56	гаргантюа вместе с салатом	1	1
57	времени а следовательно и	1	1
58	и др все эти	1	1
59	одной и той же	1	1
60	в эпизоде с великаном	1	1
61	с другой стороны в	1	1
62	мы уже говорили что	1	1
63	находится в противоречии с	1	1
64	как и во всех	2	1
65	вена раздваивается повернул налево	1	1
66	в этом выражении за	1	1
67	средние века и в	1	1
68	раздваивается повернул налево и	1	1
69	жизни в ее целом	1	1
70	точки зрения на мир	2	1
71	в связи с проблемой	1	1
72	в этом отношении оно	1	1
73	переплетаются друг с другом	1	1
74	нечего и говорить о	1	1
75	ее целом с ее	1	1
76	одном и том же	1	1
77	после всего сказанного нами	2	1
78	с точки зрения этого	1	1
79	человеческое тело становится здесь	1	1
80	и это очень важно	1	1
81	в одном и том	1	1
82	быть тем чем они	1	1
83	что от его стихов	1	1
84	но вместе с тем	1	1
85	шута и дурака от	1	1
86	чем мы уже говорили	1	1
87	кн ii гл xv	1	1
88	и с точки зрения	2	1
89	повернул налево и вылез	1	1
90	но дело в том	1	1
91	кн i гл xxiii	1	1
92	говорили о том что	1	1
93	мира а также и	1	1
94	тем чем они были	1	1
95	о целомудренной эфесской матроне	1	1
96	кн i гл vi	1	1
97	i гл vi здесь	1	1
98	о чем мы уже	1	1
99	на другой день после	1	1
100	между вещами и явлениями	1	1
101	в эпизоде воспитания гаргантюа	1	1
102	без него не обходится	1	1
103	таких высоких материях и	1	1
104	о таких высоких материях	1	1
105	до сих пор не	1	1
106	то есть все то	1	1
