N	2gram	Bakhtin_Fr	VelikijI
1	во имя	1	32
2	и не	25	20
3	и в	68	16
4	так как	7	9
5	то что	11	9
6	в истории	5	8
7	еще не	3	8
8	и потому	6	7
9	что они	3	7
10	а не	6	7
11	к людям	1	6
12	хотя и	2	5
13	того что	3	5
14	все это	6	5
15	в боге	1	5
16	как бы	7	5
17	в мире	6	5
18	но и	17	5
19	все что	4	4
20	в котором	3	4
21	в этом	28	4
22	что мы	1	4
23	потому что	3	4
24	в его	21	4
25	и свободного	1	4
26	во мне	1	4
27	в ней	6	4
28	так и	8	4
29	и есть	5	4
30	и все	16	4
31	что не	1	4
32	в образе	1	4
33	что все	2	4
34	как и	17	4
35	что он	7	4
36	и я	1	4
37	в нем	12	4
38	во всех	8	3
39	что в	14	3
40	нет ничего	1	3
41	к счастью	1	3
42	бы и	1	3
43	и мы	2	3
44	в конце	8	3
45	должно быть	1	3
46	этого мира	1	3
47	в первый	2	3
48	хотя бы	2	3
49	в том	12	3
50	первый раз	2	3
51	тому что	1	3
52	не в	2	3
53	и что	2	3
54	что и	3	3
55	ни в	6	3
56	превращается в	4	3
57	в этих	8	3
58	в них	19	3
59	в вопросе	1	3
60	не было	7	3
61	лишь в	3	3
62	что во	1	3
63	в жизни	1	3
64	что я	2	3
65	по этому	1	3
66	и они	5	3
67	их в	7	3
68	в своей	11	3
69	и вечной	1	3
70	с его	6	3
71	от этого	2	3
72	не имеет	1	3
73	но это	5	3
74	и для	6	3
75	жизни и	6	3
76	в чем	3	3
77	все эти	16	3
78	тот же	4	3
79	но в	20	3
80	за то	2	3
81	никогда не	2	3
82	людей в	1	3
83	чудеса и	1	2
84	что было	3	2
85	всего в	1	2
86	государства и	1	2
87	во всяком	2	2
88	его и	1	2
89	ее и	1	2
90	вечность и	1	2
91	один из	9	2
92	превращаются в	2	2
93	не могли	1	2
94	в старой	1	2
95	в последнем	2	2
96	они и	4	2
97	и вечно	1	2
98	превратились в	1	2
99	на том	2	2
100	не так	3	2
101	того чтобы	6	2
102	это не	5	2
103	вместо того	1	2
104	между тем	3	2
105	не только	21	2
106	для него	7	2
107	с ним	3	2
108	смысл жизни	1	2
109	ее в	1	2
110	для нас	1	2
111	и то	2	2
112	и за	3	2
113	не с	1	2
114	прежде всего	23	2
115	для них	1	2
116	можно было	3	2
117	в форме	3	2
118	и это	5	2
119	от этих	1	2
120	мы не	3	2
121	конечно не	4	2
122	только в	9	2
123	все равно	1	2
124	под этим	1	2
125	те которые	1	2
126	а в	3	2
127	до того	2	2
128	в духе	11	2
129	человечества в	1	2
130	в прошлом	2	2
131	истории и	1	2
132	и сам	5	2
133	нет и	1	2
134	но не	4	2
135	тем что	6	2
136	в книгах	1	2
137	легенда о	1	2
138	и свободы	1	2
139	и во	6	2
140	значения и	1	2
141	с тем	1	2
142	и т	1	2
143	на тебя	2	2
144	одна из	3	2
145	во главе	1	2
146	для людей	1	2
147	мы слышим	8	2
148	его к	3	2
149	свободной и	1	2
150	не могут	1	2
151	да и	2	2
152	и новые	1	2
153	том что	6	2
154	мир и	2	2
155	так много	3	2
156	но мы	1	2
157	в себя	2	2
158	что их	1	2
159	уже не	2	2
160	вопросе о	1	2
161	мира в	2	2
162	не к	2	2
163	от своей	1	2
