N	3gram	Vygotskiy_	Tvorches
1	в то же	1	25
2	в том что	33	11
3	по нашему мнению	1	10
4	о том что	7	8
5	не может быть	4	6
6	в самом деле	6	5
7	в том же	1	5
8	по отношению к	19	5
9	до сих пор	3	4
10	с точки зрения	12	4
11	с самого начала	8	4
12	сами по себе	1	3
13	чуть ли не	1	3
14	том что в	2	3
15	в отличие от	3	3
16	в известной мере	1	3
17	это значит что	4	3
18	во всяком случае	2	3
19	едва ли не	1	3
20	с другой стороны	8	3
21	в этой связи	1	3
22	и все же	1	3
23	и не может	3	3
24	является одним из	2	3
25	что он не	3	2
26	это не значит	1	2
27	он еще не	1	2
28	в данном случае	3	2
29	и в другом	3	2
30	как и его	1	2
31	и приводит к	1	2
32	влечет за собой	1	2
33	для того чтобы	20	2
34	в том числе	2	2
35	тем не менее	1	2
36	не значит что	1	2
37	так и в	1	2
38	но при этом	2	2
39	и в конце	1	2
40	в конце концов	2	2
41	потому что он	7	2
42	в этой области	3	2
43	том числе и	2	2
44	он приходит к	1	2
45	а потому что	2	2
46	к тому же	1	2
47	не могут быть	3	2
48	в высшей степени	3	2
49	в известном смысле	7	2
50	таким образом и	1	2
51	не то что	4	2
52	по самой своей	2	2
53	в связи с	6	2
54	в свою очередь	4	2
55	вместе с тем	4	2
56	не только для	1	2
57	заключается в том	12	2
58	только то что	2	2
59	можно сказать что	7	2
60	на этот вопрос	5	2
61	на самом деле	3	2
62	именно в этом	3	2
63	так же как	9	2
64	не только в	1	2
65	в первую очередь	4	2
66	и что в	2	2
67	мы узнаем что	1	2
68	мы уже говорили	2	2
69	который в своей	1	1
70	потому что я	1	1
71	если можно так	1	1
72	но тем самым	1	1
73	в этот период	3	1
74	он говорит что	1	1
75	имеет в виду	1	1
76	и как бы	1	1
77	на всем протяжении	5	1
78	в противоречии с	1	1
79	же самое время	1	1
80	является как бы	1	1
81	о том как	3	1
82	в применении к	1	1
83	том смысле что	1	1
84	и по способу	1	1
85	и многие другие	1	1
86	это сказывается в	1	1
87	знает что он	2	1
88	не менее чем	1	1
89	ту же самую	3	1
90	ничего не говорит	1	1
91	один из них	2	1
92	значит что он	3	1
93	как частный случай	2	1
94	о том не	1	1
95	но мы знаем	1	1
96	мы говорим о	2	1
97	в первый раз	1	1
98	и те и	1	1
99	из-за того что	1	1
100	но для того	1	1
101	друг на друга	2	1
102	как бы не	1	1
103	что он был	1	1
104	бы что он	1	1
105	ли не первым	2	1
106	бы говорить о	1	1
107	мы знаем что	2	1
108	в психологическом отношении	1	1
109	потому что в	4	1
110	именно потому что	3	1
111	ничего общего с	3	1
112	а если мы	1	1
113	и потому что	1	1
114	чего он не	1	1
115	у нас до	1	1
116	в этом пункте	1	1
117	мы никогда не	1	1
118	могут быть названы	1	1
119	а во второй	1	1
120	и тем самым	3	1
121	сказывается в том	1	1
122	первую очередь по	1	1
123	а с другой	3	1
124	так как никто	1	1
125	по мере своего	2	1
126	то ни было	1	1
127	и того же	8	1
128	означало бы что	1	1
129	что это не	1	1
130	он принадлежит к	1	1
131	одновременно с этим	1	1
132	это означало бы	1	1
133	то же самое	7	1
134	которые сами по	1	1
135	имел в виду	1	1
136	к тому что	5	1
137	не может не	3	1
138	бы то ни	1	1
139	а тем самым	1	1
140	большей мере чем	1	1
141	потому что ему	1	1
142	можно так выразиться	1	1
143	к вопросу о	1	1
144	никогда не должны	1	1
145	и начинается с	1	1
146	представляет собой не	1	1
147	в том и	1	1
148	с первого взгляда	1	1
149	того или иного	1	1
150	означает в то	1	1
151	те и другие	11	1
152	той или иной	1	1
153	в основе этой	2	1
154	равно как и	1	1
155	только в двух	1	1
156	психологии и в	1	1
157	что они имеют	1	1
158	последние два месяца	1	1
159	отнюдь не означает	1	1
160	и только в	1	1
161	но и в	1	1
162	мы видим в	2	1
163	и ту же	1	1
164	в том смысле	1	1
165	решения этой задачи	1	1
166	имеем в виду	1	1
167	в другом месте	4	1
168	в которой он	1	1
169	традиционное представление о	1	1
170	в целом ряде	1	1
171	то что в	1	1
172	может быть в	1	1
173	все более и	3	1
174	как один из	1	1
175	только в качестве	1	1
176	с одной стороны	10	1
177	но с точки	1	1
178	никто не знает	1	1
179	да и в	1	1
180	в настоящее время	2	1
181	в то время	4	1
182	более и более	3	1
183	таким образом в	2	1
184	он обнаруживает в	1	1
185	то и другое	2	1
186	не столько на	1	1
187	тем что они	1	1
188	то что является	1	1
189	как и на	1	1
190	я не могу	1	1
191	и в их	1	1
192	не что иное	2	1
193	и никогда не	1	1
194	нас до сих	1	1
195	там где есть	1	1
196	теперь обратимся к	1	1
197	говорили что в	2	1
198	что дает нам	1	1
199	нам представляется что	1	1
200	но и на	1	1
201	как и толстой	1	1
202	в прямом смысле	1	1
203	ответ на этот	2	1
204	и отношений между	1	1
205	можно было бы	8	1
206	и это не	1	1
207	не только потому	1	1
208	мы имеем в	1	1
209	в них потребность	1	1
210	в этом случае	5	1
211	того чтобы изучить	1	1
212	есть прежде всего	1	1
213	же как и	2	1
214	глубокие изменения в	1	1
215	одного и того	8	1
216	потому и является	1	1
217	он говорит об	1	1
218	при этом она	1	1
219	что иное как	2	1
220	самом деле как	1	1
221	вопрос о том	4	1
222	и не только	1	1
223	чего я не	1	1
224	нее никогда не	1	1
225	на эту тему	1	1
226	того факта что	3	1
227	мы не можем	2	1
228	мере своего развития	1	1
229	если бы он	1	1
230	которые не имеют	1	1
231	и в процессе	1	1
232	язык в школе	1	1
