N	4gram	Vygotskiy_	Literetu
1	состоит в том что	7	8
2	не говоря уже о	1	6
3	с этой точки зрения	7	5
4	бы то ни было	1	4
5	с одной стороны и	2	3
6	в том числе и	2	3
7	только в том что	2	2
8	одно и то же	1	2
9	есть альфа и омега	1	1
10	не что иное как	2	1
11	не только по отношению	1	1
12	которые не могут быть	1	1
13	вопрос о том как	1	1
14	ничего не меняет в	1	1
15	состоит не столько в	1	1
16	все более и более	3	1
17	видит в том что	1	1
18	прежде всего в преодолении	1	1
19	в том что в	2	1
20	в этом случае мы	1	1
21	той простой причине что	1	1
22	одного и того же	8	1
23	начинается с того что	2	1
24	и вместе с тем	1	1
25	в такой же мере	3	1
26	в данном случае не	2	1
27	мы имеем дело в	1	1
28	в том что он	3	1
29	только по отношению к	1	1
30	по той простой причине	1	1
31	с того что у	1	1
32	в том что для	1	1
33	мы имеем дело с	1	1
34	и тем более не	1	1
