N	2gram	Vygotskiy_	Otkroven
1	о человеке	2	29
2	у него	6	22
3	человеческой природы	1	20
4	и в	65	19
5	и не	20	13
6	но и	6	13
7	в этом	37	12
8	а не	11	11
9	не только	16	11
10	не в	12	11
11	может быть	33	11
12	человека и	1	10
13	и все	14	10
14	в нем	8	10
15	потому что	26	9
16	прежде всего	2	9
17	не было	4	9
18	в самой	9	9
19	никогда не	9	9
20	и он	5	8
21	он был	3	8
22	нет ничего	1	7
23	от него	2	7
24	в его	11	7
25	он всегда	1	7
26	он не	11	7
27	но он	5	7
28	в глубине	1	7
29	до конца	5	7
30	все это	12	6
31	как и	12	6
32	в самом	41	5
33	в том	46	5
34	человеке и	2	5
35	для него	4	5
36	в этой	20	5
37	раскрывается в	1	5
38	а в	9	5
39	до самого	2	5
40	отношение к	2	5
41	о его	2	5
42	то что	61	5
43	все в	1	4
44	что в	36	4
45	и мысли	1	4
46	того чтобы	21	4
47	не может	17	4
48	человеческих отношений	1	4
49	что не	5	4
50	человек и	2	4
51	все эти	7	4
52	и его	8	4
53	о боге	1	4
54	с его	2	4
55	только одно	3	3
56	в русской	4	3
57	и от	1	3
58	до самой	1	3
59	все что	2	3
60	как художник	1	3
61	к гибели	1	3
62	что человек	1	3
63	и вот	6	3
64	хотя бы	3	3
65	это не	7	3
66	для того	18	3
67	с ним	6	3
68	мысли и	2	3
69	когда он	8	3
70	в этих	3	3
71	не могут	2	3
72	природы но	1	3
73	в своих	6	3
74	как бы	29	3
75	было бы	22	3
76	в себе	9	3
77	и есть	3	3
78	что он	23	3
79	никто не	1	3
80	это было	4	3
81	и ее	4	3
82	о том	17	3
83	того что	9	3
84	к нему	2	3
85	еще не	3	3
86	всего в	1	2
87	и к	5	2
88	как к	6	2
89	и потому	1	2
90	так и	3	2
91	что они	9	2
92	самое главное	1	2
93	и то	10	2
94	в душе	1	2
95	все же	10	2
96	что у	7	2
97	никогда и	1	2
98	не могли	5	2
99	так как	13	2
100	и очень	3	2
101	должно быть	1	2
102	к этой	3	2
103	в дневнике	3	2
104	к ней	3	2
105	и ни	1	2
106	уже в	1	2
107	ничто не	1	2
108	в другом	6	2
109	совсем не	3	2
110	так что	10	2
111	в своем	8	2
112	в этот	1	2
113	с тем	14	2
114	и из	1	2
115	с которой	1	2
116	в которой	8	2
117	ее в	7	2
118	не все	1	2
119	одно из	4	2
120	что и	7	2
121	которую он	2	2
122	от самого	1	2
123	можно ли	1	2
124	в истории	3	2
125	его в	5	2
126	должен был	4	2
127	ведь это	1	2
