N	4gram	Tiupa_Narr	Analitik
1	в то же время	7	14
2	состоит в том что	5	7
3	одного и того же	2	6
4	присутствия я в мире	1	5
5	в той или иной	1	5
6	мы имеем дело с	4	5
7	и не может быть	2	4
8	с той или иной	2	4
9	обращает на себя внимание	3	4
10	дело здесь не только	1	4
11	во времени и пространстве	5	4
12	в том или ином	1	4
13	дело в том что	2	3
14	здесь не только в	1	3
15	бы то ни было	1	3
16	той мере в какой	1	2
17	с этой точки зрения	1	2
18	мысль о том что	1	2
19	в той мере в	1	2
20	в поле зрения читателя	1	2
21	а в то же	1	2
22	лишь в самом начале	1	2
23	в войне и мире	2	2
24	один и тот же	1	2
25	какой бы то ни	1	2
26	представляет собой один из	1	2
27	исходя из того что	1	2
28	не следует смешивать с	1	2
29	одно и то же	2	2
30	и того и другого	1	2
31	к тому же в	2	2
32	то же время они	1	2
33	человеческого я в мире	2	2
34	присутствия человеческого я в	2	2
35	представляет собой своего рода	1	1
36	одна и та же	1	1
37	в полном его составе	1	1
38	с темной родинкой и	1	1
39	в свою очередь членится	1	1
40	участников коммуникации знание языка	1	1
41	оно живет в готовом	1	1
42	этого зеркала души вдруг	1	1
43	не было и не	1	1
44	заключительного телесного замечания которому	1	1
45	порядок фокусирующих восприятие определений	1	1
46	ощущаться завершенная и строго	1	1
47	ракурс видения в частности	1	1
48	которому казалось бы место	1	1
49	цепочки при таком гипотетическом	1	1
50	точке соприкосновения разных сознаний	1	1
51	мягкую белую шею с	1	1
52	души вдруг заслоняется крупным	1	1
53	фразы устанавливает задаваемый читателю	1	1
54	особенно в новейшее время	1	1
55	события событие о котором	1	1
56	и в самом деле	1	1
57	особенно в конце фразы	1	1
58	подхваченная и усиленная следующим	1	1
59	такого кадра входит лишь	1	1
60	том что одно и	2	1
61	полные розовые щеки на	1	1
62	рассказывания в этом последнем	2	1
63	планом заключительного телесного замечания	1	1
64	последнем мы и сами	2	1
65	самая тривиальная в общеязыковом	1	1
66	перед нами два события	1	1
67	в самом начале этой	1	1
68	слово есть выражение и	1	1
69	сами участвуем как слушатели-читатели	2	1
70	и социальные характеристики другие	1	1
71	щеки на мягкую белую	1	1
72	в том случае если	1	1
73	фокусирующих восприятие определений таков	1	1
74	того о ком или	1	1
75	есть на самом деле	1	1
76	живет в готовом стабильно	1	1
77	и того о ком	1	1
78	и событие самого рассказывания	1	1
79	свою очередь членится на	1	1
80	восприятия в каждый малый	1	1
81	входит лишь поименованное в	1	1
82	и продукт социального взаимодействия	1	1
83	читателя и того о	1	1
84	не для того чтобы	1	1
85	умирающего и воскресающего бога	1	1
86	в готовом стабильно дифференцированном	1	1
87	крупным планом заключительного телесного	1	1
88	автора слушающего читателя и	1	1
89	строго отграниченная система смыслов	1	1
90	все что может или	1	1
91	котором рассказано в произведении	1	1
92	произведении и событие самого	1	1
93	барышня с кротким мягким	1	1
94	значения общедоступные для участников	1	1
95	виде в каком она	1	1
96	она выявляется благодаря нашему	1	1
97	местоположением семантических единиц текста	1	1
98	единиц текста в начале	1	1
99	была бы постепенно снята	1	1
100	взаимодействия трех говорящего автора	1	1
101	отрезок времени в поле	1	1
102	или пожелает представить себе	1	1
103	видения в частности специфика	1	1
104	коммуникации знание языка знание	1	1
105	невместима в пределы одного	1	1
106	определений таков что душевная	1	1
107	таком гипотетическом порядке его	1	1
108	возможностей речи такова что	1	1
109	очень здоровая порядок фокусирующих	1	1
110	нами два события событие	1	1
111	розовые щеки на мягкую	1	1
112	геннепа и в тэрнера	1	1
113	обратим внимание на то	1	1
114	в качестве некоторого я	1	1
115	и строго отграниченная система	1	1
116	в той же мере	1	1
117	или движется один отдельный	1	1
118	деталями кадр внутреннего зрения	1	1
119	это была тихая добродушная	1	1
120	читателю ракурс видения в	1	1
121	к тому или иному	1	1
122	в него говорящего и	1	1
123	может или пожелает представить	1	1
124	слушающих их личностные и	1	1
125	дейк четко разграничивая употребление	1	1
126	характеристики другие аспекты социальной	1	1
127	жалостливая барышня с кротким	1	1
128	для участников коммуникации знание	1	1
129	в качестве одного из	1	1
130	представляет собой ни что	1	1
131	и усиленная следующим кадром	1	1
132	мягким взглядом очень здоровая	1	1
133	тривиальная в общеязыковом отношении	1	1
134	самое следует сказать и	1	1
135	частности специфика кадропорождающих возможностей	1	1
136	собой ни что иное	1	1
137	автором в кадры повествования	1	1
138	в том что одно	2	1
139	задаваемый читателю ракурс видения	1	1
140	в частности значения общедоступные	1	1
141	завершенная и строго отграниченная	1	1
142	заслоняется крупным планом заключительного	1	1
143	войне и мире толстого	1	1
144	на себя внимание и	1	1
