N	2gram	Bakhtin_Fr	Vladivir
1	и в	67	116
2	то что	9	71
3	и не	23	67
4	в году	6	65
5	у него	4	65
6	не только	23	65
7	в этом	27	53
8	в том	16	52
9	том что	13	51
10	что в	14	48
11	но и	23	47
12	в конце	12	41
13	в его	17	40
14	и с	18	39
15	то есть	49	37
16	и даже	6	36
17	сказать что	12	36
18	также и	11	36
19	там же	3	35
20	так что	1	35
21	потому что	8	33
22	что он	7	32
23	еще и	6	32
24	не может	9	31
25	о том	8	30
26	только в	6	30
27	как мы	16	29
28	никогда не	6	29
29	для него	4	29
30	вовсе не	19	27
31	а в	4	27
32	не было	3	26
33	в себе	3	25
34	но в	20	25
35	в то	17	25
36	и то	2	25
37	и его	19	25
38	а также	4	24
39	даже и	1	24
40	точки зрения	7	23
41	между прочим	1	23
42	он не	9	23
43	может быть	4	23
44	кроме того	11	22
45	он был	8	22
46	ни в	5	22
47	так как	16	22
48	в виде	1	22
49	об этом	5	22
50	в своей	6	21
51	вместе с	5	21
52	а именно	2	20
53	и что	3	20
54	в своем	13	20
55	прежде всего	19	20
56	не менее	4	19
57	в дальнейшем	2	19
58	и вообще	3	19
59	по поводу	5	19
60	как раз	5	19
61	тем не	1	19
62	таким образом	20	19
63	в течение	3	19
64	так и	14	19
65	и потому	1	19
66	как и	19	18
67	не мог	8	18
68	не в	8	18
69	не был	1	18
70	хотя и	6	18
71	как это	5	18
72	с его	11	18
73	то это	1	17
74	что и	8	17
75	в этой	13	17
76	и если	3	17
77	а не	6	17
78	необходимо сказать	1	17
79	у нас	3	17
80	все же	7	16
81	уже не	1	16
82	к тому	4	16
83	западной философии	1	16
84	и все	18	16
85	было бы	5	16
86	того что	4	16
87	в котором	3	16
88	и к	7	15
89	то же	18	15
90	в своих	1	15
91	под названием	3	15
92	к этому	4	15
93	в эти	2	15
94	несмотря на	3	15
95	в связи	5	15
96	до конца	2	15
97	но это	10	15
98	это было	4	15
99	того же	6	14
100	все эти	12	14
101	раз и	1	14
102	тут же	2	14
103	мы уже	13	14
104	и на	12	14
105	уже в	1	14
106	и как	7	14
107	во всем	1	13
108	в результате	5	13
109	с тем	3	13
110	можно сказать	4	13
111	так же	13	13
112	не просто	1	13
113	на этот	4	13
114	и от	6	13
115	что это	4	13
116	то время	4	13
117	да и	2	13
118	дело в	5	13
119	жизни и	11	13
120	только на	1	12
121	и это	5	12
122	и у	7	12
123	и по	3	12
124	в нем	20	12
125	то в	3	12
126	если не	1	12
127	ничего не	5	12
128	во всяком	1	12
129	есть только	1	12
130	связи с	7	12
131	учения о	2	12
132	при этом	5	11
133	более или	2	11
134	всякого рода	3	11
