N	2gram	Tiupa_Disk	Problemy
1	и в	27	106
2	и не	25	90
3	как бы	9	70
4	может быть	29	66
5	в его	9	56
6	в этом	29	52
7	в нем	16	51
8	не может	17	49
9	как и	27	44
10	что он	6	44
11	у достоевского	1	43
12	точки зрения	6	40
13	но и	22	40
14	для него	9	39
15	и его	4	39
16	а не	35	38
17	то же	12	36
18	не только	36	36
19	в пределах	4	35
20	то что	10	33
21	но в	15	33
22	прежде всего	17	32
23	он не	4	29
24	в то	8	29
25	чужого слова	1	29
26	все это	2	29
27	и все	5	28
28	в одном	5	27
29	не в	8	27
30	к другому	3	27
31	к себе	2	26
32	же время	9	26
33	в самом	4	25
34	и с	2	25
35	к нему	1	25
36	с точки	3	25
37	в сущности	3	25
38	себе самому	1	25
39	не как	5	24
40	вовсе не	1	24
41	героя и	2	24
42	самом деле	2	24
43	и на	8	23
44	слова и	2	23
45	по себе	3	22
46	в каждом	2	22
47	таким образом	4	22
48	там где	1	21
49	как мы	2	21
50	все же	8	20
51	никогда не	3	20
52	только в	9	20
53	потому что	7	20
54	что же	4	19
55	что в	8	19
56	достоевского в	1	19
57	с его	9	19
58	отношению к	13	19
59	слова в	2	19
60	уже не	7	18
61	по отношению	13	18
62	в себе	22	18
63	еще не	20	18
64	о нем	3	18
65	на самом	1	18
66	но не	17	18
67	все эти	2	18
68	и к	4	17
69	а в	5	17
70	в том	29	17
71	это не	5	17
72	так и	14	17
73	если бы	1	16
74	в своей	10	16
75	этом смысле	1	16
76	в другом	5	16
77	о мире	2	15
78	до конца	2	15
79	и наконец	2	15
80	и сам	2	14
81	в своем	11	14
82	как раз	1	14
83	в конце	1	14
84	а как	1	14
85	себя самого	2	14
86	я не	1	14
87	с другим	1	14
88	лишь в	4	14
89	но все	2	13
90	на него	2	13
91	точка зрения	3	13
92	с другими	1	13
93	его в	1	13
94	большинстве случаев	2	13
95	в мире	9	13
96	и это	3	13
97	героя в	6	13
98	себя и	2	13
99	перед нами	4	13
100	в большинстве	3	13
101	в целом	5	13
102	при этом	22	12
103	даже в	1	12
104	отношении к	1	12
105	и как	9	12
106	и даже	4	12
107	чужому слову	1	12
108	и слово	1	12
109	к тому	6	12
110	во всяком	3	12
111	в котором	7	12
112	к чужому	1	12
113	что и	5	12
114	не знает	4	12
115	так сказать	3	12
116	себе и	1	12
117	так что	1	12
118	и что	2	12
119	за пределы	2	12
120	было бы	1	12
121	между тем	5	12
122	одного сознания	1	12
123	как в	16	12
124	том что	27	12
125	но это	3	12
126	ничего не	1	12
127	слово в	1	12
128	в одной	4	12
129	тем что	4	11
130	их в	2	11
131	входит в	2	11
132	с другой	14	11
133	он сам	2	11
134	должно быть	2	11
135	это слово	1	11
136	в форме	2	11
137	не могут	2	11
138	бы и	1	11
139	самого героя	1	11
140	этого слова	1	11
141	она не	1	11
142	рассказа в	2	11
143	как будто	3	11
144	более того	2	11
145	в речах	1	10
146	самого начала	2	10
147	авторского слова	1	10
148	слово не	2	10
149	в произведении	3	10
150	что не	4	10
151	сих пор	1	10
152	до сих	1	10
153	для себя	6	10
154	в слове	1	10
155	приводит к	4	10
156	в творчестве	4	10
157	той же	2	10
158	к одному	2	10
159	далеко не	10	10
160	как не	3	10
161	отношение к	6	10
162	в той	2	9
163	зрения на	3	9
164	другой стороны	5	9
165	в них	6	9
166	хотя бы	3	9
167	хотя и	3	9
168	с самого	2	9
169	точек зрения	1	9
170	из одного	1	9
171	могут быть	5	9
172	всяком случае	2	9
173	ни в	7	9
174	самим собой	1	9
175	да и	2	9
176	романе достоевского	1	9
177	или в	2	9
178	раз и	1	9
179	и потому	3	9
180	человека в	6	9
181	же и	1	8
182	в результате	3	8
183	и до	2	8
184	о том	12	8
185	из них	6	8
186	и он	2	8
187	несмотря на	1	8
188	но как	2	8
189	одним из	2	8
190	здесь не	1	8
191	и от	2	8
192	мы должны	1	8
193	должна быть	2	8
194	что это	1	8
195	вот как	1	8
196	никак не	1	8
197	не на	3	8
198	с ними	1	8
199	наконец в	1	8
200	сознание и	1	8
201	из его	1	8
202	самого автора	1	8
203	как к	2	8
204	уже в	2	8
205	того что	4	8
206	это и	2	8
207	с их	3	8
208	и о	4	8
209	тем как	1	7
210	мысли и	2	7
211	в виду	2	7
212	на свой	1	7
213	на мир	1	7
214	в жизни	2	7
215	к самому	1	7
216	отличается от	3	7
217	и со	1	7
218	вопрос о	2	7
219	в себя	7	7
220	только на	2	7
221	сказать что	4	7
222	что она	1	7
223	что они	1	7
224	не было	9	7
225	не о	2	7
226	героя с	1	7
227	как его	2	7
228	лишь на	1	7
229	между ними	1	7
230	себя как	1	7
231	в этих	4	7
232	и следовательно	1	7
233	во всех	6	7
234	полифонического романа	2	7
235	если же	1	7
236	и др	3	7
237	его к	1	7
238	и ее	5	7
239	были бы	1	7
240	его с	2	7
241	например в	4	7
242	в процессе	6	7
243	его и	1	7
244	автора и	1	7
245	он в	1	7
246	на этот	1	7
247	но на	1	7
248	в их	5	7
249	в виде	1	7
250	мира и	3	7
251	к своему	2	7
252	и другого	2	7
253	как слово	1	7
254	и их	1	7
255	такой же	1	7
256	что было	1	6
257	во всем	2	6
258	в своих	6	6
259	в построении	2	6
260	не менее	6	6
261	на фоне	1	6
262	и нет	1	6
263	с этим	3	6
264	но эти	1	6
265	должна была	1	6
266	в рассказ	1	6
267	превращается в	1	6
268	как на	1	6
269	не становится	1	6
270	одна из	1	6
271	не мог	1	6
272	героя не	1	6
273	на почве	3	6
274	эта особенность	1	6
275	на этом	3	6
276	внутренней речи	5	6
277	а с	8	6
278	человека как	1	6
279	но зато	2	6
280	в этой	5	6
281	я в	2	6
282	себя в	8	6
283	рассказ в	2	6
284	во время	1	6
285	за ним	1	6
286	в плоскости	1	6
287	отношения к	2	6
288	может стать	1	6
289	в которых	5	6
290	в основе	11	6
291	изображения и	1	6
292	героя а	1	6
293	другого в	2	6
294	в отличие	13	6
295	и во	2	6
296	друг друга	2	6
297	его героев	1	6
298	о герое	1	6
299	но с	1	6
300	стремится к	3	6
301	на его	4	6
302	на них	1	6
303	отличие от	13	6
304	в начале	2	6
305	идет о	2	6
306	жизни и	2	6
307	на то	1	6
308	и только	1	6
309	для этого	1	6
310	но для	2	6
311	те же	1	5
312	не хочет	1	5
313	именно в	5	5
314	отношением к	1	5
315	с тем	1	5
316	по своим	4	5
317	мир и	1	5
318	на материале	1	5
319	к которому	2	5
320	того же	5	5
321	крайней мере	3	5
322	тому же	5	5
323	про себя	1	5
324	на себя	2	5
325	я и	3	5
326	в чем	2	5
327	в такой	1	5
328	той или	6	5
329	в уста	1	5
330	не могу	1	5
331	как объект	1	5
332	однако в	3	5
333	его как	3	5
334	бы его	1	5
335	что может	1	5
336	автора как	1	5
337	себе как	1	5
338	это он	1	5
339	один из	3	5
340	то есть	29	5
341	художественного творчества	1	5
342	сам по	1	5
343	подобно тому	4	5
344	обращено к	1	5
345	со всеми	1	5
346	поэтому и	1	5
347	все то	1	5
348	с таким	1	5
349	рассказчика и	3	5
350	на протяжении	2	5
351	вместе с	3	5
352	по крайней	3	5
353	но здесь	2	5
354	мы не	2	5
355	слов и	1	5
356	нет и	1	5
357	но именно	1	5
358	том же	1	5
359	в ее	4	5
360	и то	4	5
361	они не	2	5
362	того и	2	5
363	он как	1	5
364	слова но	1	5
365	в обычном	1	5
366	как можно	1	5
367	по своему	3	5
368	лежит в	1	5
369	он ни	2	5
370	но при	3	5
371	в ней	2	5
372	быть и	2	5
373	когда он	3	5
374	человека с	1	5
375	с человеком	3	5
376	или иной	8	5
377	тому как	5	5
378	мира в	6	5
379	оно стремится	1	4
380	мы и	1	4
381	с этой	2	4
382	по мере	2	4
383	более или	2	4
384	в первом	4	4
385	в одно	2	4
386	на друга	1	4
387	при всей	9	4
388	он был	1	4
389	автора в	2	4
390	друг на	1	4
391	или менее	2	4
392	такой как	1	4
393	понятно что	1	4
394	входят в	1	4
395	для понимания	2	4
396	от них	1	4
397	не то	2	4
398	установка на	1	4
399	поэтому в	2	4
400	тем не	1	4
401	которого он	1	4
402	что такое	1	4
403	личности в	3	4
404	связи с	4	4
405	в которой	2	4
406	характер и	3	4
407	то в	1	4
408	слово здесь	1	4
409	не есть	3	4
410	в сторону	4	4
411	оно не	2	4
412	если оно	1	4
413	он ничего	2	4
414	в рассказе	6	4
415	речи и	2	4
416	одно и	2	4
417	им и	1	4
418	но только	1	4
419	в едином	2	4
420	обращен к	1	4
421	с ее	3	4
422	всех этих	1	4
423	мы видели	1	4
424	образом и	1	4
425	он уже	1	4
426	с миром	2	4
427	романа в	1	4
428	из которых	1	4
429	речи как	2	4
430	и действительно	1	4
431	в словах	1	4
432	бы не	1	4
433	героев в	1	4
434	вследствие этого	4	4
435	то и	1	4
436	совпадает с	4	4
437	обойтись без	1	4
438	которую он	1	4
439	о своем	1	4
440	времени и	5	4
441	каждый из	2	4
442	сами по	2	4
443	к миру	1	4
444	мире в	1	4
445	как предмет	1	4
446	появляется в	1	4
447	в особом	2	4
448	во внутреннем	1	4
449	он должен	1	4
450	мир в	1	4
451	этом отношении	4	4
452	в формах	2	4
453	в литературе	2	4
454	что с	2	4
455	со своим	1	4
456	здесь в	4	4
457	такое слово	1	4
458	и без	2	4
459	слова не	3	4
460	к концу	1	4
461	войти в	1	4
462	это было	2	4
463	в каждой	3	4
464	об этом	3	4
465	особенно в	1	4
466	мысли в	1	4
467	это как	1	4
468	ни один	1	4
469	также и	6	4
470	еще в	6	4
471	стороны и	3	4
472	от того	1	4
473	герой не	1	4
474	как их	2	4
475	и прежде	2	4
476	это в	4	4
477	таким же	1	4
478	от времени	1	3
479	говорить о	3	3
480	может служить	2	3
481	о чем	4	3
482	в большей	1	3
483	говорит о	1	3
484	и само	2	3
485	есть в	3	3
486	к другим	3	3
487	приходит в	2	3
488	мысли о	2	3
489	является для	1	3
490	большей или	2	3
491	в записках	2	3
492	можно сказать	7	3
493	в данном	9	3
494	жизни а	2	3
495	что этот	1	3
496	отсюда и	1	3
497	между двумя	1	3
498	но они	3	3
499	о них	2	3
500	в различных	2	3
501	точке зрения	2	3
502	с авторской	1	3
503	и еще	1	3
504	одной из	4	3
505	и вообще	2	3
506	согласиться с	1	3
507	что даже	2	3
508	в структуре	1	3
509	всего в	2	3
510	по преимуществу	2	3
511	как такового	1	3
512	сознания с	2	3
513	романа как	1	3
514	и герой	3	3
515	пожалуй и	1	3
516	не должна	1	3
517	чем у	2	3
518	к чему	2	3
519	что его	1	3
520	установки и	1	3
521	будто бы	3	3
522	здесь же	1	3
523	в таком	1	3
524	не бывает	1	3
525	целом ряде	1	3
526	человек в	1	3
527	между собой	2	3
528	в смысле	1	3
529	вводит в	1	3
530	и мир	1	3
531	мы можем	1	3
532	эпистолярная форма	1	3
533	не дает	1	3
534	его жизнь	1	3
535	по своей	15	3
536	уст в	1	3
537	или меньшей	2	3
538	и мы	1	3
539	на который	1	3
540	и есть	2	3
541	теми же	1	3
542	значение в	1	3
543	и по	2	3
544	меньшей степени	1	3
545	чтобы не	2	3
546	и сами	1	3
547	своего рода	15	3
548	один голос	2	3
549	как таковой	1	3
550	в основном	1	3
551	том или	1	3
552	должны быть	3	3
553	и при	1	3
554	романа и	2	3
555	и делает	1	3
556	сводится к	7	3
557	себе не	4	3
558	том и	1	3
559	и одновременно	3	3
560	обращается к	1	3
561	не является	5	3
562	как целое	1	3
563	с авторским	1	3
564	который не	2	3
565	зрения как	1	3
566	высказывания и	3	3
567	глубокое и	1	3
568	тем же	1	3
569	мог бы	1	3
570	не за	1	3
571	со своими	1	3
572	выходит за	1	3
573	этом случае	3	3
574	данном случае	6	3
575	сам в	1	3
576	сколько в	1	3
577	что так	1	3
578	ее в	1	3
579	в других	1	3
580	в повести	1	3
581	раз в	1	3
582	однако не	1	3
583	этого не	1	3
584	и всякое	2	3
585	дело в	3	3
586	их взаимоотношения	1	3
587	если и	1	3
588	или даже	2	3
589	так в	1	3
590	на одном	1	3
591	но уже	3	3
592	которой он	1	3
593	которая как	1	3
594	чужой речи	2	3
595	того или	3	3
596	а к	3	3
597	он говорит	1	3
598	его произведениях	1	3
599	а его	1	3
600	к правде	1	3
601	я к	1	3
602	из этих	3	3
603	не с	4	3
604	его речи	1	3
605	нового времени	2	3
606	устной речи	1	3
607	только то	2	3
608	что из	1	3
609	двумя пределами	1	3
610	человек как	1	3
611	двуголосого слова	1	3
612	которые в	1	3
613	этот тон	1	3
614	что на	3	3
615	же в	1	3
616	все еще	1	3
617	то все	1	3
618	бытия в	1	3
619	себе а	1	3
620	мы обратимся	1	2
621	и другие	1	2
622	указывает на	2	2
623	и темперамента	1	2
624	самого себя	1	2
625	которая в	3	2
626	и имеет	1	2
627	степени как	1	2
628	одному из	1	2
629	одно из	4	2
630	не столько	3	2
631	от одного	1	2
632	по природе	6	2
633	к более	1	2
634	его на	1	2
635	чем теперь	1	2
636	а именно	1	2
637	собой не	1	2
638	роль в	10	2
639	из героев	1	2
640	установку на	2	2
641	культурной традиции	1	2
642	определяется не	2	2
643	своему герою	1	2
644	мир как	1	2
645	и того	6	2
646	во все	1	2
647	и взаимодействия	1	2
648	на языке	3	2
649	было в	4	2
650	не согласиться	1	2
651	время от	1	2
652	и иван	1	2
653	в противоположность	6	2
654	в нескольких	1	2
655	для определенного	1	2
656	не средство	1	2
657	не всегда	2	2
658	в этот	1	2
659	что вся	1	2
660	с помощью	1	2
661	себе вопрос	1	2
662	когда она	1	2
663	всего как	1	2
664	не об	1	2
665	обращаясь к	2	2
666	уже как	2	2
667	двух точек	1	2
668	отметить что	1	2
669	свою очередь	3	2
670	перед ним	2	2
671	слов о	1	2
672	принадлежащих к	2	2
673	пока еще	7	2
674	я с	2	2
675	а вот	1	2
676	в контексте	3	2
677	такая же	1	2
678	самого говорящего	2	2
679	быть в	1	2
680	в нашем	2	2
681	и завершающей	1	2
682	к этому	4	2
683	отказаться от	1	2
684	героя то	1	2
685	к этим	1	2
686	определение и	1	2
687	его жизненного	1	2
688	другим что	2	2
689	сводить к	1	2
690	к различным	2	2
691	собой и	1	2
692	но из	1	2
693	об одном	4	2
694	собой в	1	2
695	с одной	12	2
696	на том	2	2
697	значительной степени	3	2
698	а тогда	1	2
