N	2gram	Ircho_Kome	Myslijsy
1	потому что	19	182
2	и в	37	121
3	может быть	14	107
4	в том	24	103
5	то что	5	83
6	в слове	1	78
7	для нас	7	75
8	что в	11	73
9	и не	28	73
10	только в	3	72
11	не только	13	67
12	а не	5	67
13	таким образом	16	64
14	в этом	18	59
15	но и	18	59
16	том что	22	59
17	так как	16	59
18	то же	14	56
19	не в	7	54
20	если бы	18	53
21	в себе	4	53
22	по себе	1	52
23	не может	9	52
24	того что	1	47
25	в сознании	1	46
26	в душе	1	45
27	было бы	7	45
28	в нем	8	45
29	как и	10	42
30	так что	7	39
31	вместе с	16	39
32	что и	12	38
33	мы не	6	38
34	при этом	11	37
35	как в	4	37
36	так и	4	37
37	что мы	4	36
38	точно так	1	35
39	тем что	12	33
40	и что	8	32
41	по отношению	6	30
42	а в	12	30
43	что не	5	29
44	между тем	6	29
45	но не	9	29
46	вовсе не	6	28
47	мы можем	7	28
48	для него	1	28
49	с этим	5	27
50	могут быть	3	27
51	не было	6	26
52	независимо от	4	26
53	и т	5	26
54	то и	1	26
55	отношению к	4	26
56	в то	14	24
57	с тем	6	23
58	как бы	7	23
59	того как	5	23
60	от того	2	23
61	то это	5	22
62	с другой	5	22
63	не имеет	6	22
64	но в	7	22
65	и потому	2	21
66	не менее	9	21
67	мысль о	1	20
68	в одном	3	20
69	это не	3	20
70	в ней	7	20
71	и как	3	19
72	сказать что	4	19
73	с ним	10	19
74	того же	9	19
75	тем не	3	19
76	из этих	2	19
77	о том	21	19
78	тем самым	1	19
79	в самом	17	18
80	в таком	2	18
81	там же	1	18
82	для того	9	18
83	по поводу	1	18
84	не могут	2	18
85	очевидно что	1	18
86	бы не	3	18
87	в каком	1	18
88	что я	5	18
89	еще не	10	18
90	точки зрения	8	17
91	крайней мере	1	17
92	со стороны	16	17
93	по крайней	1	17
94	слова и	1	17
95	уже в	3	17
96	в его	12	17
97	во всяком	3	17
98	не можем	1	17
99	только что	11	16
100	и на	6	16
101	к тому	11	16
102	так же	8	16
103	в своем	9	16
104	в которой	6	16
105	в них	6	16
106	же с	1	16
107	на то	3	16
108	в этих	2	15
109	только как	2	15
110	с одной	5	15
111	с другими	2	15
112	и тем	4	15
113	и по	3	15
114	что он	15	15
115	стало быть	2	15
116	в свою	12	15
117	т д	1	15
118	прежде всего	7	15
119	думать что	1	15
120	тому как	1	15
121	на деле	1	14
122	все же	9	14
123	в котором	6	14
124	в действительности	1	14
125	свою очередь	10	14
126	то в	1	14
127	связи с	5	14
128	во всех	4	14
129	столь же	5	14
130	бы ни	1	14
131	в истории	2	14
132	же время	12	14
133	и без	2	14
134	мы должны	1	14
135	те же	1	13
136	например в	3	13
137	как на	1	13
138	из них	11	13
139	что все	1	13
140	в смысле	2	13
141	т п	5	13
142	есть для	2	13
143	и все	6	13
144	не следует	2	13
145	образом в	2	13
146	и может	2	13
147	и его	10	13
148	от него	2	12
149	одно из	3	12
150	другой стороны	2	12
151	до сих	12	12
152	более или	2	12
153	никогда не	5	12
154	и при	1	12
155	хотя и	6	12
156	быть только	1	12
157	в чем	7	12
158	под влиянием	2	12
159	сих пор	12	12
160	в каждом	3	12
161	все остальные	2	12
162	всяком случае	3	12
163	что же	2	12
164	относится к	1	12
165	друг друга	7	12
166	все это	7	12
167	или менее	2	12
168	тем более	9	12
169	человека и	2	12
170	как мы	6	12
171	что на	1	12
172	все что	6	11
173	и если	3	11
174	что человек	1	11
175	в первом	2	11
176	только для	2	11
177	из себя	3	11
178	только на	1	11
179	и это	4	11
180	к нему	8	11
181	в состоянии	1	11
182	его в	9	11
183	и притом	1	11
184	подобно тому	1	11
185	для человека	2	11
186	в силу	2	11
187	речи и	1	11
188	мы видели	1	11
189	того чтобы	9	11
190	быть не	1	11
191	к ней	9	11
192	той же	2	11
193	со словом	1	11
194	что для	7	11
195	если не	7	11
196	к одному	1	11
197	и только	1	11
198	на мысль	1	11
199	и их	1	11
200	же что	1	11
201	указывает на	1	11
202	же в	3	11
203	и с	5	10
204	хотя бы	5	10
205	одной стороны	4	10
206	находится в	1	10
207	представить себе	2	10
208	мы видим	2	10
209	и мы	5	10
210	что при	1	10
211	не от	1	10
212	что как	1	10
213	в других	4	10
214	бы в	5	10
215	мысль что	1	10
216	если же	2	10
217	что только	1	10
218	и от	3	10
219	и есть	3	10
220	он не	11	10
221	то время	3	10
222	том как	5	10
223	тех пор	5	10
224	если мы	2	10
225	тем же	3	10
226	и для	7	10
227	слово в	1	10
228	по которому	1	10
229	тому что	5	10
230	и того	1	9
231	то не	1	9
232	ко всем	1	9
233	и даже	6	9
234	вопрос о	2	9
235	до того	4	9
236	на него	6	9
237	что она	10	9
238	только от	1	9
239	могли бы	1	9
240	о происхождении	1	9
241	в нее	1	9
242	во время	8	9
243	одного и	1	9
244	для самого	1	9
245	от нее	5	9
246	не будет	2	9
247	один из	6	9
248	известно что	1	9
249	себе не	2	9
250	самом деле	13	9
251	никто не	2	9
252	с точки	6	9
253	это было	1	9
254	и других	1	9
255	до тех	5	9
256	далеко не	3	9
257	но вместе	1	9
258	в целом	4	9
259	и о	3	9
260	можно сказать	1	9
261	таким же	2	9
262	во всем	2	8
263	по тому	4	8
264	которые не	1	8
265	говорить о	6	8
266	не как	2	8
267	но все	5	8
268	вслед за	1	8
269	от одного	1	8
270	слова с	1	8
271	что по	2	8
272	их в	3	8
273	была бы	2	8
274	что даже	1	8
275	что они	3	8
276	только не	1	8
277	мы в	3	8
278	от них	2	8
279	одним словом	1	8
280	судя по	3	8
281	не так	4	8
282	с ними	1	8
283	в которых	7	8
284	между ними	4	8
285	остается только	2	8
286	при помощи	1	8
287	в глазах	10	8
288	не из	1	8
289	в самой	1	8
290	тот же	11	8
291	этом случае	2	8
292	на вопрос	5	8
293	то мы	2	8
294	мысли что	2	8
295	все равно	3	8
296	или в	1	8
297	и более	1	8
298	такое же	2	8
299	словом и	1	8
300	помнить что	1	8
301	по его	2	8
302	с этой	5	7
303	тем как	2	7
304	примыкает к	1	7
305	на основании	3	7
306	все эти	1	7
307	в жизни	1	7
308	в собственном	1	7
309	но мы	1	7
310	было в	2	7
311	не всегда	2	7
312	превращается в	1	7
313	самого начала	5	7
314	видно что	2	7
315	для понимания	3	7
316	к этому	11	7
317	на котором	1	7
318	что у	2	7
319	несмотря на	7	7
320	или не	1	7
321	судить о	1	7
322	одном из	1	7
323	к мысли	2	7
324	из одного	1	7
325	в эту	1	7
326	на себе	2	7
327	но как	1	7
328	в своих	4	7
329	когда я	1	7
330	она не	3	7
331	не были	1	7
332	и та	1	7
333	и тот	6	7
334	за пределы	3	7
335	могла бы	1	7
336	них не	1	7
337	чем более	1	7
338	а как	2	7
339	во втором	2	7
340	за ним	3	7
341	к одной	2	7
342	его с	1	7
343	для себя	1	7
344	в другой	5	7
345	находятся в	1	7
346	не более	1	7
347	себя и	2	7
348	о котором	1	7
349	бы и	1	7
350	и теперь	2	7
351	только один	2	7
352	и во	3	7
353	том же	2	7
354	мысли не	1	7
355	дает нам	1	7
356	сама по	1	7
357	как она	2	7
358	один и	3	7
359	его к	1	7
360	с самого	5	7
361	не с	2	7
362	на это	3	7
363	не знаем	1	7
364	место в	1	7
365	и к	4	6
366	заметим что	1	6
367	же и	2	6
368	увидим что	1	6
369	нас в	1	6
370	образом и	2	6
371	в виду	3	6
372	каким образом	1	6
373	его на	5	6
374	а именно	1	6
375	в своей	6	6
376	между двумя	2	6
377	себе в	6	6
378	к ним	5	6
379	после того	3	6
380	ни было	3	6
381	слов в	2	6
382	в ее	3	6
383	у него	10	6
384	но он	3	6
385	прежде чем	4	6
386	что его	10	6
387	заключить что	1	6
388	в мире	2	6
389	представляется нам	2	6
390	мы уже	1	6
391	хотя в	3	6
392	же самое	3	6
393	главным образом	2	6
394	друг другу	3	6
395	показывает что	1	6
396	и сами	1	6
397	должна быть	2	6
398	в сущности	3	6
399	никак не	2	6
400	от их	1	6
401	с таким	1	6
402	да и	3	6
403	друг от	1	6
404	ничего общего	1	6
405	язык и	1	6
406	и уже	1	6
407	не могло	1	6
408	в этой	7	6
409	и до	2	6
410	как например	2	6
411	таким путем	2	6
