N	2gram	Trubetskoy	Dialekti
1	не есть	3	181
2	и не	19	120
3	это –	1	95
4	и т	3	82
5	по себе	2	79
6	а не	2	78
7	и в	14	77
8	точки зрения	11	72
9	может быть	9	71
10	не только	9	66
11	то что	13	59
12	и есть	2	55
13	не может	22	53
14	и даже	2	47
15	с точки	9	46
16	что это	3	46
17	так как	4	46
18	потому что	5	45
19	не просто	2	44
20	стало быть	1	44
21	как бы	4	43
22	и что	2	42
23	ни в	2	42
24	вовсе не	1	41
25	в том	17	40
26	в этом	17	39
27	то же	11	39
28	что такое	2	39
29	это есть	2	38
30	в себе	9	38
31	что он	6	37
32	том что	9	37
33	прежде всего	8	37
34	так что	2	36
35	это не	1	36
36	что в	4	34
37	в нем	5	34
38	– не	2	33
39	и все	1	33
40	того что	3	33
41	но и	10	32
42	ясно что	2	31
43	все это	6	31
44	отнюдь не	7	30
45	и как	3	30
46	было бы	5	29
47	так и	1	29
48	как и	4	28
49	никогда не	5	27
50	крайней мере	1	26
51	не в	4	26
52	по крайней	1	26
53	сама по	2	26
54	есть и	2	26
55	говорить о	3	25
56	и то	4	25
57	есть только	1	25
58	есть не	1	25
59	но это	2	24
60	если бы	6	24
61	таким образом	11	23
62	в то	10	23
63	это и	1	23
64	что оно	3	23
65	и вот	2	23
66	или от	2	22
67	что не	1	21
68	личности и	1	21
69	должна быть	2	21
70	она не	2	21
71	и с	7	20
72	о том	7	20
73	что и	3	20
74	что все	3	20
75	в таком	2	20
76	только в	5	20
77	совершенно не	2	20
78	только тогда	1	20
79	уже не	2	20
80	в самом	3	19
81	не менее	1	19
82	в своем	6	19
83	как же	1	19
84	и это	1	19
85	как это	1	19
86	тогда когда	4	19
87	же время	10	18
88	хотя бы	5	18
89	с другой	1	18
90	ни на	1	18
91	что же	4	18
92	жизни и	4	18
93	иное как	1	18
94	можно сказать	1	17
95	в сущности	1	17
96	той или	3	17
97	должно быть	3	17
98	в основе	1	17
99	он есть	1	17
100	но если	3	17
101	то это	3	16
102	к нему	2	16
103	только не	1	16
104	тем не	1	16
105	или не	1	16
106	в своей	5	16
107	да и	3	16
108	конечно не	5	16
