N	3gram	Losev_Prob	Literetu
1	в том что	17	21
2	в то же	10	21
3	с одной стороны	2	12
4	не может быть	5	11
5	в данном случае	12	11
6	в отличие от	2	11
7	так или иначе	2	10
8	о том что	8	10
9	с точки зрения	9	8
10	не говоря уже	1	8
11	с другой стороны	11	7
12	в том числе	1	6
13	к тому же	1	6
14	из того что	1	6
15	подобно тому как	2	6
16	не только в	2	6
17	с этой точки	1	5
18	тем не менее	23	5
19	в том чтобы	1	5
20	этой точки зрения	2	5
21	в связи с	9	5
22	при этом в	1	4
23	но при этом	1	4
24	и тем самым	3	4
25	и прежде всего	3	4
26	то ни было	4	4
27	бы то ни	5	4
28	и то что	8	4
29	одной стороны и	1	3
30	в самом деле	1	3
31	ничего общего с	2	3
32	речь идет о	1	3
33	то же самое	17	3
34	той или иной	16	3
35	только в том	2	3
36	на то что	2	3
37	на самом деле	5	3
38	по крайней мере	9	3
39	ту или иную	3	3
40	а то и	1	3
41	русской классической литературы	1	3
42	во всяком случае	8	3
43	и в частности	4	3
44	том числе и	1	3
45	но с другой	2	3
46	имеется в виду	6	2
47	говоря уже об	1	2
48	для того чтобы	4	2
49	сказать и о	2	2
50	не так как	1	2
51	и то же	5	2
52	тех или иных	7	2
53	же самое можно	2	2
54	не только не	5	2
55	в целом и	1	2
56	самое можно сказать	1	2
57	имел в виду	1	2
58	к тому что	1	2
59	только то что	4	2
60	мы имеем дело	2	2
61	в чистом виде	3	2
62	за то что	1	2
63	вместе с тем	1	2
64	но и в	2	2
65	в свое время	1	2
66	в себе и	2	2
67	в виду не	1	2
68	поскольку речь идет	1	2
69	не сомневается в	1	2
70	то есть от	2	2
71	дело в том	4	2
72	одно и то	4	2
73	в сравнении с	4	2
74	можно было бы	6	2
75	это уже не	2	2
76	в этом случае	8	2
77	на первый взгляд	3	2
78	тем что он	1	2
79	в целом но	1	2
80	и не только	1	2
81	произведение в целом	1	2
82	что же касается	5	2
83	но то что	1	1
84	войне и мире	1	1
85	в той или	7	1
86	как и во	1	1
87	имеет ничего общего	3	1
88	что он не	2	1
89	как будто бы	7	1
90	на том или	2	1
91	по себе но	2	1
92	для этого необходимо	2	1
93	почти никогда не	1	1
94	в себе как	1	1
95	в основе данного	1	1
96	нет ничего кроме	1	1
97	а не так	2	1
98	здесь может быть	1	1
99	но отнюдь не	2	1
100	чем он сам	1	1
101	или иной мере	3	1
102	когда же в	1	1
103	хотя бы и	2	1
104	и тем более	4	1
105	художественного произведения в	1	1
106	тем более не	2	1
107	быть каким угодно	1	1
108	который может быть	1	1
109	с собой а	1	1
110	друг от друга	3	1
111	то в чем	1	1
112	более или менее	2	1
113	только при условии	2	1
114	и не имеет	1	1
115	может быть каким	1	1
116	но даже и	7	1
117	а в том	1	1
118	с тем чтобы	1	1
119	вольно или невольно	1	1
120	начало и конец	1	1
121	до сих пор	4	1
122	все более и	1	1
123	именно потому что	3	1
124	как это будет	1	1
125	может быть не	1	1
126	иметь в виду	2	1
127	в конце концов	4	1
128	не имеет ничего	3	1
129	но может быть	1	1
130	в зависимости от	3	1
131	и не было	2	1
132	в полтаве и	1	1
133	нельзя сказать что	1	1
134	но только в	2	1
135	но и его	1	1
136	том что этот	1	1
137	мы все время	1	1
138	и в то	2	1
139	нас как раз	1	1
140	но и с	1	1
141	опыта но в	1	1
142	не так просто	1	1
143	далеко еще не	1	1
144	и того же	1	1
145	в первой главе	1	1
146	возникают прежде всего	1	1
147	но еще и	1	1
148	по сути дела	1	1
149	как раз и	5	1
150	существует только потому	1	1
151	сама по себе	11	1
152	не нуждается в	1	1
153	но все же	1	1
154	потому что здесь	1	1
155	что он с	1	1
156	о том как	4	1
157	ее революционном развитии	1	1
158	одного и того	1	1
159	это могло бы	1	1
160	имея в виду	1	1
161	но это не	1	1
162	даже и не	6	1
163	а не в	1	1
164	а иной раз	2	1
165	и в этом	6	1
166	и еще раз	1	1
167	в евгении онегине	1	1
168	и только в	3	1
169	но это и	1	1
170	и тем не	6	1
171	вот в этой	1	1
172	то есть в	5	1
173	а не просто	5	1
174	сознания так и	1	1
175	не тем что	1	1
176	и не всегда	1	1
177	и тем же	1	1
178	по существу своему	1	1
179	себе а в	1	1
180	вовсе не является	4	1
181	то что к	1	1
182	на еще более	1	1
183	на второй план	1	1
184	здесь как и	1	1
185	том или ином	3	1
186	может быть в	1	1
187	какой бы то	1	1
188	и только как	1	1
189	в медном всаднике	2	1
190	сама в себе	1	1
191	то же в	1	1
192	для нас как	1	1
193	без которых невозможно	2	1
194	в данном стихотворении	1	1
195	было бы представить	1	1
196	не что иное	6	1
197	более и более	1	1
198	которое в этой	1	1
199	между прочим и	1	1
200	в ее революционном	1	1
201	в своей основе	1	1
202	только на то	1	1
203	перед нами не	1	1
204	имеем дело в	1	1
205	хотя и не	2	1
206	несмотря на свою	2	1
207	однако это не	1	1
208	и не является	1	1
209	еще и еще	1	1
210	герой нашего времени	1	1
211	в войне и	1	1
212	одним и тем	1	1
213	двести лет назад	1	1
214	нам представляется что	3	1
215	содержит в себе	13	1
216	как мы видели	2	1
217	классической литературы как	1	1
218	это и не	3	1
219	писателя и читателя	1	1
220	только потому что	3	1
221	действительность в ее	1	1
222	во всех этих	1	1
223	уже не просто	1	1
224	в нашем понимании	1	1
225	содержат в себе	1	1
226	в себе не	1	1
227	том что он	2	1
228	в первую очередь	3	1
229	в соединении с	1	1
230	и вовсе не	6	1
231	том что они	1	1
232	а во втором	1	1
233	и в литературе	1	1
234	понимать друг друга	1	1
235	что иное как	6	1
236	легко может быть	1	1
237	не выходит за	2	1
238	его уже как	1	1
239	теми или иными	1	1
240	и не может	1	1
241	вопрос о том	1	1
242	иной раз и	1	1
243	это и есть	3	1
244	само по себе	5	1
245	тот или иной	4	1
246	мы не можем	2	1
247	в основе своей	1	1
248	как это могло	1	1
249	может быть и	3	1
